pdp_id,worker_id,performance_review_id,plan_year,plan_status,career_aspiration,development_focus_area,development_method,promotion_readiness_target,mentor_assigned_worker_id,creation_date,target_completion_date,completion_percentage,linked_overall_rating,linked_potential_rating,linked_gen_ai_readiness,gen_ai_impact_level,gen_ai_role_category
PDP00010589,W00004094,PR00014469,2024,In Progress,Practice Leader,People Management,Job Rotation,Ready Now,W00003017,2024-02-07,2024-12-31,34,4,High,Medium,Low,AI User
PDP00010590,W00004094,PR00014470,2025,Deferred,Practice Leader,Project Management,Stretch Assignment,Ready in 2 Years,W00004385,2025-01-30,2025-12-31,14,2,Moderate,Medium,Low,AI User
PDP00010591,W00004094,PR00014471,2026,Completed,Director,Client Relationship Management,Stretch Assignment,Ready in 2 Years,W00004128,2026-03-28,2026-09-30,96,4,Low,Low,Low,AI User
PDP00010592,W00004095,PR00014472,2026,Canceled,Senior Consultant,Cybersecurity,Mentoring,Ready Now,,2026-03-07,2026-09-30,5,4,Moderate,High,Low,AI User
PDP00010593,W00004096,PR00014473,2022,In Progress,Data and Analytics Lead,Project Management,Coaching,Ready in 3+ Years,W00000577,2022-03-30,2022-06-30,60,1,Low,Medium,Medium,AI-Augmented Professional
PDP00010594,W00004096,PR00014476,2025,Completed,Director,People Management,Formal Training,Ready in 2 Years,W00002228,2025-02-09,2025-06-30,99,5,High,Low,Medium,AI-Augmented Professional
PDP00010595,W00004097,PR00014478,2025,Not Started,Practice Leader,Digital Transformation,Stretch Assignment,Ready in 2 Years,,2025-02-03,2025-12-31,1,4,Moderate,Medium,High,AI Governance
PDP00010596,W00004097,PR00014479,2026,Completed,Manager,Client Relationship Management,Formal Training,Ready in 1 Year,W00002289,2026-04-20,2026-09-30,95,4,High,High,High,AI Governance
PDP00010597,W00004099,PR00014484,2025,In Progress,AI Transformation Lead,Client Relationship Management,Stretch Assignment,Ready in 3+ Years,W00003703,2025-01-29,2025-12-31,69,2,Moderate,Expert,Medium,AI-Augmented Professional
PDP00010598,W00004100,PR00014486,2024,Completed,Manager,Operational Excellence,Mentoring,Ready in 2 Years,,2024-04-04,2024-06-30,91,2,Moderate,Expert,Medium,AI-Augmented Professional
PDP00010599,W00004100,PR00014487,2025,Completed,Manager,Cybersecurity,Formal Training,Ready in 1 Year,W00004987,2025-02-05,2025-09-30,100,5,High,Medium,Medium,AI-Augmented Professional
PDP00010600,W00004100,PR00014488,2026,In Progress,Manager,Leadership,Mentoring,Ready Now,W00004864,2026-04-06,2026-09-30,46,4,Moderate,Low,Medium,AI-Augmented Professional
PDP00010601,W00004101,PR00014489,2025,Completed,Data and Analytics Lead,Project Management,Mentoring,Ready in 3+ Years,W00002016,2025-02-08,2025-12-31,99,2,High,High,Medium,AI-Augmented Professional
PDP00010602,W00004101,PR00014490,2026,Completed,Data and Analytics Lead,Data Analytics,Certification,Ready in 1 Year,W00003207,2026-04-21,2026-09-30,92,5,Exceptional,Low,Medium,AI-Augmented Professional
PDP00010603,W00004103,PR00014492,2023,In Progress,Technical Specialist,Cloud Technologies,Client Engagement,Ready in 3+ Years,W00002444,2023-02-14,2023-09-30,49,3,Moderate,Medium,High,AI Product / Transformation
PDP00010604,W00004103,PR00014493,2024,In Progress,Technical Specialist,Cybersecurity,International Assignment,Ready in 3+ Years,W00002300,2024-02-26,2024-06-30,79,3,Moderate,Medium,High,AI Product / Transformation
PDP00010605,W00004103,PR00014494,2025,In Progress,Global Mobility Assignment,Data Analytics,Coaching,Ready in 1 Year,,2025-02-20,2025-09-30,89,4,Moderate,High,High,AI Product / Transformation
PDP00010606,W00004105,PR00014497,2023,In Progress,Technical Specialist,AI & GenAI,International Assignment,Ready in 2 Years,W00000577,2023-01-30,2023-06-30,28,3,High,Medium,Medium,AI-Augmented Professional
PDP00010607,W00004105,PR00014499,2025,Completed,Manager,People Management,Stretch Assignment,Ready in 1 Year,W00002895,2025-01-29,2025-12-31,96,4,Moderate,Medium,Medium,AI-Augmented Professional
PDP00010608,W00004106,PR00014501,2022,In Progress,Data and Analytics Lead,Data Analytics,Certification,Ready in 1 Year,W00001083,2022-01-15,2022-06-30,42,4,Exceptional,Low,Medium,AI-Augmented Professional
PDP00010609,W00004106,PR00014502,2023,Completed,Practice Leader,People Management,Formal Training,Ready in 2 Years,,2023-01-15,2023-06-30,100,4,High,Low,Medium,AI-Augmented Professional
PDP00010610,W00004106,PR00014503,2024,Completed,Senior Manager,Executive Presence,Mentoring,Ready in 1 Year,W00003777,2024-02-21,2024-09-30,95,4,Exceptional,Medium,Medium,AI-Augmented Professional
PDP00010611,W00004106,PR00014504,2025,In Progress,Practice Leader,Financial Acumen,Stretch Assignment,Ready Now,W00002674,2025-03-02,2025-12-31,86,3,High,Low,Medium,AI-Augmented Professional
PDP00010612,W00004106,PR00014505,2026,In Progress,Practice Leader,Strategic Thinking,Stretch Assignment,Ready in 2 Years,,2026-03-26,2026-06-30,57,4,Moderate,High,Medium,AI-Augmented Professional
PDP00010613,W00004107,PR00014506,2022,In Progress,Director,Technical Capability,Coaching,Ready in 3+ Years,W00002983,2022-01-16,2022-12-31,72,2,Moderate,Medium,Medium,AI-Augmented Professional
PDP00010614,W00004107,PR00014507,2023,Completed,Manager,People Management,Stretch Assignment,Ready in 1 Year,,2023-02-12,2023-06-30,100,4,Moderate,High,Medium,AI-Augmented Professional
PDP00010615,W00004107,PR00014508,2024,In Progress,Global Mobility Assignment,Client Relationship Management,Stretch Assignment,Ready in 1 Year,,2024-04-03,2024-12-31,69,4,Moderate,Low,Medium,AI-Augmented Professional
PDP00010616,W00004107,PR00014509,2025,Deferred,Partner,Strategic Thinking,Formal Training,Ready in 1 Year,W00002442,2025-03-09,2025-06-30,9,4,High,Low,Medium,AI-Augmented Professional
PDP00010617,W00004107,PR00014510,2026,In Progress,Senior Consultant,Digital Transformation,Formal Training,Ready in 2 Years,,2026-02-04,2026-12-31,56,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00010618,W00004108,PR00014511,2026,Completed,Data and Analytics Lead,Cybersecurity,Job Rotation,Ready in 3+ Years,W00001901,2026-04-17,2026-09-30,97,3,High,High,Medium,AI-Augmented Professional
PDP00010619,W00004109,PR00014512,2022,Completed,Data and Analytics Lead,Client Relationship Management,Formal Training,Ready in 3+ Years,,2022-04-22,2022-12-31,95,2,Moderate,High,Medium,AI-Augmented Professional
PDP00010620,W00004109,PR00014513,2023,In Progress,Senior Consultant,Digital Transformation,Stretch Assignment,Ready in 1 Year,,2023-03-31,2023-06-30,35,3,Moderate,Expert,Medium,AI-Augmented Professional
PDP00010621,W00004109,PR00014514,2024,In Progress,Manager,Strategic Thinking,Stretch Assignment,Ready Now,,2024-03-01,2024-12-31,79,4,High,Expert,Medium,AI-Augmented Professional
PDP00010622,W00004110,PR00014516,2026,In Progress,AI Transformation Lead,People Management,Stretch Assignment,Ready in 1 Year,W00001912,2026-03-26,2026-12-31,62,5,Low,Expert,High,AI Governance
PDP00010623,W00004111,PR00014519,2024,Canceled,Technical Specialist,AI & GenAI,Stretch Assignment,Ready in 2 Years,W00001353,2024-03-14,2024-09-30,26,5,Moderate,High,High,AI Risk / Compliance
PDP00010624,W00004111,PR00014520,2025,Completed,Senior Consultant,Digital Transformation,Client Engagement,Ready in 2 Years,,2025-04-24,2025-06-30,96,3,Moderate,High,High,AI Risk / Compliance
PDP00010625,W00004111,PR00014521,2026,Completed,Partner,Executive Presence,Client Engagement,Ready in 1 Year,W00004545,2026-02-27,2026-06-30,95,5,High,Expert,High,AI Risk / Compliance
PDP00010626,W00004112,PR00014523,2025,In Progress,Senior Consultant,Cloud Technologies,Formal Training,Ready in 3+ Years,,2025-04-02,2025-09-30,30,4,Moderate,High,High,AI Product / Transformation
PDP00010627,W00004113,PR00014525,2022,In Progress,Manager,Strategic Thinking,Job Rotation,Ready in 2 Years,,2022-03-16,2022-06-30,31,3,Moderate,High,High,AI Risk / Compliance
PDP00010628,W00004113,PR00014526,2023,Deferred,AI Transformation Lead,Cloud Technologies,Formal Training,Ready in 1 Year,,2023-02-14,2023-09-30,10,4,Moderate,Medium,High,AI Risk / Compliance
PDP00010629,W00004113,PR00014528,2025,In Progress,Manager,People Management,Job Rotation,Ready in 3+ Years,,2025-03-10,2025-12-31,89,3,Exceptional,High,High,AI Risk / Compliance
PDP00010630,W00004113,PR00014529,2026,Completed,Senior Consultant,Cloud Technologies,Client Engagement,Ready Now,,2026-04-14,2026-12-31,92,3,Moderate,Expert,High,AI Risk / Compliance
PDP00010631,W00004114,PR00014530,2024,In Progress,Practice Leader,Operational Excellence,Mentoring,Ready in 3+ Years,W00001377,2024-04-07,2024-12-31,63,1,Moderate,Low,Medium,AI-Augmented Professional
PDP00010632,W00004114,PR00014532,2026,In Progress,Data and Analytics Lead,AI & GenAI,Shadow Program,Ready in 1 Year,,2026-02-25,2026-09-30,44,5,High,Low,Medium,AI-Augmented Professional
PDP00010633,W00004115,PR00014533,2025,Not Started,Data and Analytics Lead,Technical Capability,Stretch Assignment,Ready in 3+ Years,,2025-01-26,2025-12-31,3,1,Moderate,Medium,High,AI Risk / Compliance
PDP00010634,W00004116,PR00014535,2023,Completed,Partner,Cybersecurity,Certification,Ready in 3+ Years,W00000022,2023-04-13,2023-12-31,99,3,Exceptional,High,Medium,AI-Augmented Professional
PDP00010635,W00004116,PR00014536,2024,Completed,AI Transformation Lead,Digital Transformation,Stretch Assignment,Ready in 1 Year,,2024-04-16,2024-06-30,95,5,Moderate,Expert,Medium,AI-Augmented Professional
PDP00010636,W00004116,PR00014537,2025,Completed,Partner,Client Relationship Management,Mentoring,Ready in 1 Year,W00004144,2025-01-24,2025-06-30,99,3,High,High,Medium,AI-Augmented Professional
PDP00010637,W00004116,PR00014538,2026,Completed,Practice Leader,Leadership,Formal Training,Ready in 1 Year,,2026-02-14,2026-12-31,100,5,High,High,Medium,AI-Augmented Professional
PDP00010638,W00004117,PR00014539,2023,Completed,Practice Leader,People Management,Shadow Program,Ready in 1 Year,,2023-02-14,2023-09-30,93,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00010639,W00004117,PR00014541,2025,In Progress,Director,Leadership,Certification,Ready Now,W00001198,2025-04-02,2025-12-31,47,3,High,Low,Medium,AI-Augmented Professional
PDP00010640,W00004117,PR00014542,2026,Completed,Manager,Strategic Thinking,Mentoring,Ready in 1 Year,,2026-04-10,2026-06-30,99,5,High,Low,Medium,AI-Augmented Professional
PDP00010641,W00004118,PR00014545,2024,Completed,Partner,Strategic Thinking,Client Engagement,Ready in 3+ Years,,2024-04-06,2024-12-31,92,5,Moderate,High,High,AI Builder
PDP00010642,W00004118,PR00014547,2026,Completed,Director,Strategic Thinking,Mentoring,Ready in 2 Years,,2026-02-10,2026-06-30,90,5,Low,Expert,High,AI Builder
PDP00010643,W00004119,PR00014549,2023,Completed,Partner,Executive Presence,Stretch Assignment,Ready in 3+ Years,W00000483,2023-04-04,2023-09-30,91,3,Moderate,Low,Medium,AI-Augmented Professional
PDP00010644,W00004119,PR00014551,2025,Completed,Director,Executive Presence,Client Engagement,Ready in 2 Years,W00002143,2025-04-17,2025-06-30,95,4,Exceptional,Low,Medium,AI-Augmented Professional
PDP00010645,W00004119,PR00014552,2026,Completed,Manager,Client Relationship Management,Shadow Program,Ready in 3+ Years,,2026-01-27,2026-12-31,94,3,Low,Medium,Medium,AI-Augmented Professional
PDP00010646,W00004120,PR00014553,2023,Completed,Global Mobility Assignment,AI & GenAI,Certification,Ready in 3+ Years,,2023-03-06,2023-09-30,97,5,Moderate,High,High,AI Builder
PDP00010647,W00004120,PR00014554,2024,In Progress,Senior Manager,Cybersecurity,Stretch Assignment,Ready in 1 Year,W00001146,2024-02-23,2024-09-30,78,4,Moderate,Expert,High,AI Builder
PDP00010648,W00004120,PR00014555,2025,In Progress,Senior Manager,Cloud Technologies,Certification,Ready in 3+ Years,W00000921,2025-03-17,2025-09-30,76,4,Moderate,High,High,AI Builder
PDP00010649,W00004120,PR00014556,2026,In Progress,Data and Analytics Lead,Executive Presence,Mentoring,Ready in 1 Year,W00004118,2026-03-01,2026-12-31,87,3,Moderate,Low,High,AI Builder
PDP00010650,W00004121,PR00014557,2025,In Progress,Senior Manager,Project Management,Job Rotation,Ready in 3+ Years,,2025-01-19,2025-12-31,31,2,Low,Expert,Medium,AI-Augmented Professional
PDP00010651,W00004121,PR00014558,2026,In Progress,Senior Manager,Communication Skills,Stretch Assignment,Ready in 1 Year,W00000990,2026-02-21,2026-06-30,83,5,Moderate,Low,Medium,AI-Augmented Professional
PDP00010652,W00004122,PR00014559,2025,In Progress,Manager,Leadership,Certification,Ready in 1 Year,,2025-03-25,2025-09-30,70,4,High,Medium,High,AI Risk / Compliance
PDP00010653,W00004122,PR00014560,2026,In Progress,Director,Executive Presence,Stretch Assignment,Ready Now,W00000786,2026-02-19,2026-09-30,44,4,High,High,High,AI Risk / Compliance
PDP00010654,W00004123,PR00014561,2022,Not Started,Practice Leader,Cloud Technologies,Stretch Assignment,Ready in 2 Years,W00001239,2022-04-16,2022-12-31,6,3,Moderate,Expert,Medium,AI-Augmented Professional
PDP00010655,W00004123,PR00014562,2023,Completed,Senior Manager,Cybersecurity,Certification,Ready in 3+ Years,W00000182,2023-01-19,2023-09-30,99,5,Moderate,Expert,Medium,AI-Augmented Professional
PDP00010656,W00004123,PR00014563,2024,Completed,Director,Executive Presence,Mentoring,Ready in 2 Years,W00002642,2024-02-16,2024-12-31,97,5,Exceptional,Expert,Medium,AI-Augmented Professional
PDP00010657,W00004123,PR00014565,2026,In Progress,Director,People Management,Coaching,Ready in 3+ Years,,2026-01-25,2026-12-31,53,4,Moderate,Low,Medium,AI-Augmented Professional
PDP00010658,W00004124,PR00014566,2022,In Progress,Director,Leadership,Formal Training,Ready Now,,2022-04-06,2022-12-31,34,4,High,Expert,Critical,AI Builder
PDP00010659,W00004124,PR00014568,2024,Canceled,Partner,Executive Presence,Coaching,Ready Now,,2024-04-25,2024-06-30,27,3,Low,Expert,Critical,AI Builder
PDP00010660,W00004124,PR00014569,2025,Completed,Practice Leader,People Management,Stretch Assignment,Ready in 3+ Years,,2025-03-05,2025-09-30,91,3,Moderate,High,Critical,AI Builder
PDP00010661,W00004124,PR00014570,2026,Deferred,Data and Analytics Lead,AI & GenAI,Stretch Assignment,Ready in 2 Years,W00002187,2026-02-12,2026-12-31,30,3,High,High,Critical,AI Builder
PDP00010662,W00004125,PR00014571,2022,Deferred,Practice Leader,Executive Presence,Mentoring,Ready Now,W00004392,2022-02-21,2022-09-30,11,4,High,High,Medium,AI Governance
PDP00010663,W00004125,PR00014572,2023,Completed,Director,Coaching Others,Mentoring,Ready Now,W00003489,2023-04-24,2023-09-30,92,3,Low,Low,Medium,AI Governance
PDP00010664,W00004125,PR00014573,2024,Completed,Partner,People Management,Mentoring,Ready Now,,2024-04-01,2024-09-30,92,5,High,High,Medium,AI Governance
PDP00010665,W00004125,PR00014574,2025,In Progress,Data and Analytics Lead,Communication Skills,Formal Training,Ready in 2 Years,,2025-01-20,2025-09-30,39,3,Moderate,Low,Medium,AI Governance
PDP00010666,W00004125,PR00014575,2026,Completed,Director,Leadership,Stretch Assignment,Ready in 1 Year,,2026-02-16,2026-06-30,95,4,High,High,Medium,AI Governance
PDP00010667,W00004126,PR00014576,2022,Completed,Director,Data Analytics,Mentoring,Ready in 3+ Years,W00001009,2022-03-30,2022-12-31,91,3,Moderate,High,High,AI Governance
PDP00010668,W00004126,PR00014577,2023,In Progress,Senior Manager,People Management,Certification,Ready in 1 Year,W00002160,2023-02-15,2023-09-30,54,3,Low,High,High,AI Governance
PDP00010669,W00004126,PR00014579,2025,Completed,Senior Manager,AI & GenAI,Formal Training,Ready Now,W00004167,2025-03-04,2025-09-30,94,4,Moderate,High,High,AI Governance
PDP00010670,W00004126,PR00014580,2026,In Progress,Manager,Technical Capability,Mentoring,Ready in 2 Years,W00003622,2026-04-14,2026-09-30,84,1,Low,High,High,AI Governance
PDP00010671,W00004127,PR00014581,2026,Completed,Practice Leader,Technical Capability,Formal Training,Ready in 2 Years,,2026-02-24,2026-09-30,95,2,Low,Medium,Critical,AI Builder
PDP00010672,W00004128,PR00014582,2022,Completed,Director,People Management,Stretch Assignment,Ready in 3+ Years,W00001885,2022-01-24,2022-09-30,93,3,Moderate,Medium,High,AI Governance
PDP00010673,W00004128,PR00014586,2026,Not Started,Technical Specialist,AI & GenAI,Certification,Ready in 3+ Years,W00003747,2026-02-20,2026-09-30,3,3,Moderate,Expert,High,AI Governance
PDP00010674,W00004129,PR00014587,2023,Canceled,Manager,Leadership,Certification,Ready in 1 Year,,2023-04-06,2023-06-30,20,5,Exceptional,Low,Medium,AI-Augmented Professional
PDP00010675,W00004129,PR00014588,2024,Not Started,Director,AI & GenAI,Mentoring,Ready in 2 Years,W00001202,2024-04-02,2024-12-31,4,3,Moderate,High,Medium,AI-Augmented Professional
PDP00010676,W00004129,PR00014589,2025,In Progress,Senior Consultant,Strategic Thinking,Certification,Ready in 1 Year,,2025-04-25,2025-12-31,27,4,Moderate,Low,Medium,AI-Augmented Professional
PDP00010677,W00004129,PR00014590,2026,Canceled,Manager,Executive Presence,Stretch Assignment,Ready in 1 Year,W00000013,2026-02-02,2026-09-30,5,4,High,Low,Medium,AI-Augmented Professional
PDP00010678,W00004130,PR00014593,2024,Completed,Senior Manager,Client Relationship Management,Mentoring,Ready in 2 Years,W00003476,2024-03-30,2024-12-31,99,3,Exceptional,Medium,Medium,AI-Augmented Professional
PDP00010679,W00004130,PR00014594,2025,In Progress,Partner,AI & GenAI,Mentoring,Ready in 2 Years,W00003957,2025-03-01,2025-06-30,25,5,Moderate,Expert,Medium,AI-Augmented Professional
PDP00010680,W00004131,PR00014596,2022,In Progress,AI Transformation Lead,Strategic Thinking,Stretch Assignment,Ready in 1 Year,,2022-03-30,2022-09-30,33,3,Moderate,Medium,Medium,AI-Augmented Professional
PDP00010681,W00004131,PR00014598,2024,In Progress,Director,People Management,Client Engagement,Ready in 1 Year,W00004399,2024-03-23,2024-12-31,38,4,Exceptional,Medium,Medium,AI-Augmented Professional
PDP00010682,W00004133,PR00014601,2026,Completed,Manager,People Management,Stretch Assignment,Ready in 1 Year,W00000902,2026-04-16,2026-06-30,91,4,High,High,Low,AI User
PDP00010683,W00004134,PR00014602,2024,Completed,Global Mobility Assignment,Executive Presence,Stretch Assignment,Ready in 2 Years,W00001911,2024-01-27,2024-09-30,91,4,Low,Medium,Medium,AI-Augmented Professional
PDP00010684,W00004134,PR00014603,2025,Completed,Manager,Executive Presence,Shadow Program,Ready in 2 Years,W00002249,2025-02-27,2025-06-30,96,3,High,Medium,Medium,AI-Augmented Professional
PDP00010685,W00004135,PR00014605,2026,In Progress,Data and Analytics Lead,Leadership,Formal Training,Ready in 1 Year,W00002050,2026-04-22,2026-06-30,28,4,Exceptional,High,High,AI Builder
PDP00010686,W00004136,PR00014606,2022,Completed,Technical Specialist,Cybersecurity,Formal Training,Ready in 3+ Years,W00002266,2022-04-21,2022-12-31,97,3,Moderate,High,Low,AI User
PDP00010687,W00004136,PR00014607,2023,In Progress,Senior Manager,Industry Expertise,Shadow Program,Ready in 2 Years,W00004268,2023-02-28,2023-06-30,89,3,Moderate,Low,Low,AI User
PDP00010688,W00004136,PR00014608,2024,Completed,Senior Manager,Digital Transformation,Mentoring,Ready Now,W00004349,2024-04-08,2024-09-30,94,4,Moderate,Low,Low,AI User
PDP00010689,W00004136,PR00014609,2025,Completed,AI Transformation Lead,Cybersecurity,Stretch Assignment,Ready in 3+ Years,W00001677,2025-01-16,2025-06-30,93,3,Moderate,Expert,Low,AI User
PDP00010690,W00004137,PR00014612,2026,Completed,Partner,Technical Capability,Mentoring,Ready in 2 Years,,2026-03-23,2026-12-31,93,1,Moderate,High,Medium,AI Governance
PDP00010691,W00004138,PR00014615,2024,In Progress,AI Transformation Lead,AI & GenAI,Formal Training,Ready in 2 Years,W00002548,2024-04-08,2024-12-31,54,3,Low,High,High,AI Risk / Compliance
PDP00010692,W00004138,PR00014616,2025,Completed,Practice Leader,Client Relationship Management,Formal Training,Ready in 3+ Years,W00002991,2025-02-23,2025-09-30,98,4,Moderate,High,High,AI Risk / Compliance
PDP00010693,W00004138,PR00014617,2026,Completed,Director,AI & GenAI,Mentoring,Ready in 2 Years,W00001249,2026-01-24,2026-09-30,98,5,Moderate,Low,High,AI Risk / Compliance
PDP00010694,W00004139,PR00014618,2024,In Progress,Manager,AI & GenAI,Formal Training,Ready in 3+ Years,W00003756,2024-01-20,2024-06-30,45,3,High,High,Medium,AI-Augmented Professional
PDP00010695,W00004139,PR00014619,2025,In Progress,Data and Analytics Lead,Cybersecurity,Certification,Ready in 2 Years,W00000127,2025-02-28,2025-12-31,51,4,Exceptional,Expert,Medium,AI-Augmented Professional
PDP00010696,W00004139,PR00014620,2026,In Progress,Senior Manager,Client Relationship Management,Coaching,Ready in 3+ Years,W00002689,2026-02-05,2026-09-30,25,2,High,Medium,Medium,AI-Augmented Professional
PDP00010697,W00004140,PR00014621,2022,Completed,AI Transformation Lead,Client Relationship Management,Coaching,Ready in 3+ Years,W00004286,2022-02-23,2022-09-30,90,2,Moderate,Expert,High,AI Governance
PDP00010698,W00004140,PR00014622,2023,Completed,AI Transformation Lead,Cloud Technologies,Mentoring,Ready in 2 Years,,2023-03-16,2023-06-30,100,4,Moderate,High,High,AI Governance
PDP00010699,W00004140,PR00014623,2024,Completed,AI Transformation Lead,People Management,Certification,Ready in 2 Years,W00001559,2024-04-20,2024-09-30,99,3,Moderate,High,High,AI Governance
PDP00010700,W00004140,PR00014625,2026,Completed,Partner,Client Relationship Management,Job Rotation,Ready in 1 Year,W00000145,2026-01-20,2026-12-31,90,4,Exceptional,High,High,AI Governance
PDP00010701,W00004141,PR00014628,2026,Completed,Senior Manager,AI & GenAI,Stretch Assignment,Ready in 2 Years,W00001099,2026-02-20,2026-06-30,99,4,Moderate,High,High,AI Product / Transformation
PDP00010702,W00004142,PR00014629,2023,Deferred,Data and Analytics Lead,Client Relationship Management,Job Rotation,Ready in 3+ Years,W00002449,2023-03-23,2023-09-30,15,2,Low,Expert,High,AI Builder
PDP00010703,W00004142,PR00014630,2024,Not Started,Director,Executive Presence,International Assignment,Ready in 2 Years,,2024-04-22,2024-06-30,6,3,Moderate,High,High,AI Builder
PDP00010704,W00004143,PR00014633,2022,Completed,Manager,People Management,Certification,Ready in 2 Years,W00003595,2022-04-08,2022-09-30,100,4,Exceptional,High,Medium,AI-Augmented Professional
PDP00010705,W00004143,PR00014634,2023,In Progress,Partner,Strategic Thinking,Mentoring,Ready Now,W00001379,2023-02-04,2023-06-30,78,4,Low,Low,Medium,AI-Augmented Professional
PDP00010706,W00004143,PR00014635,2024,Canceled,Global Mobility Assignment,Digital Transformation,Coaching,Ready in 2 Years,W00001767,2024-03-25,2024-06-30,9,4,Moderate,Expert,Medium,AI-Augmented Professional
PDP00010707,W00004143,PR00014636,2025,In Progress,Practice Leader,Cloud Technologies,Formal Training,Ready in 2 Years,W00000170,2025-04-09,2025-09-30,78,3,Moderate,High,Medium,AI-Augmented Professional
PDP00010708,W00004143,PR00014637,2026,In Progress,Manager,Client Relationship Management,Client Engagement,Ready in 2 Years,W00002837,2026-01-26,2026-06-30,45,4,Moderate,Expert,Medium,AI-Augmented Professional
PDP00010709,W00004144,PR00014639,2023,In Progress,Data and Analytics Lead,Cybersecurity,Mentoring,Ready in 3+ Years,,2023-04-24,2023-12-31,70,5,Low,High,High,AI Builder
PDP00010710,W00004144,PR00014640,2024,Completed,Global Mobility Assignment,Client Relationship Management,Mentoring,Ready in 3+ Years,W00000112,2024-03-23,2024-09-30,100,2,Moderate,Expert,High,AI Builder
PDP00010711,W00004144,PR00014641,2025,Completed,Director,Executive Presence,Formal Training,Ready in 1 Year,W00002239,2025-04-07,2025-06-30,100,4,Exceptional,High,High,AI Builder
PDP00010712,W00004145,PR00014643,2022,In Progress,Partner,Leadership,Stretch Assignment,Ready in 1 Year,,2022-03-28,2022-12-31,27,4,High,Low,Medium,AI-Augmented Professional
PDP00010713,W00004145,PR00014644,2023,In Progress,Practice Leader,Coaching Others,Stretch Assignment,Ready in 1 Year,W00001632,2023-04-12,2023-12-31,82,3,High,Medium,Medium,AI-Augmented Professional
PDP00010714,W00004145,PR00014647,2026,In Progress,Senior Consultant,Cloud Technologies,Stretch Assignment,Ready in 3+ Years,,2026-04-06,2026-06-30,49,3,Exceptional,High,Medium,AI-Augmented Professional
PDP00010715,W00004146,PR00014648,2022,In Progress,Manager,Data Analytics,Stretch Assignment,Ready in 2 Years,,2022-04-14,2022-09-30,77,3,Moderate,Low,Medium,AI-Augmented Professional
PDP00010716,W00004146,PR00014650,2024,Completed,Senior Manager,Technical Capability,Mentoring,Ready in 2 Years,W00003651,2024-01-30,2024-06-30,96,1,Moderate,Low,Medium,AI-Augmented Professional
PDP00010717,W00004146,PR00014651,2025,Canceled,Senior Manager,Executive Presence,Mentoring,Ready in 3+ Years,W00000657,2025-01-30,2025-06-30,8,3,Moderate,Low,Medium,AI-Augmented Professional
PDP00010718,W00004146,PR00014652,2026,Completed,Senior Manager,Cloud Technologies,Certification,Ready in 2 Years,W00001795,2026-02-24,2026-06-30,94,3,High,High,Medium,AI-Augmented Professional
PDP00010719,W00004147,PR00014653,2025,Not Started,Partner,Strategic Thinking,Coaching,Ready in 2 Years,W00004707,2025-02-10,2025-09-30,6,4,High,High,Critical,AI Builder
PDP00010720,W00004147,PR00014654,2026,In Progress,Director,Leadership,International Assignment,Ready in 1 Year,W00000253,2026-03-11,2026-09-30,37,5,Exceptional,High,Critical,AI Builder
PDP00010721,W00004148,PR00014655,2022,In Progress,AI Transformation Lead,Cloud Technologies,Job Rotation,Ready Now,,2022-04-11,2022-09-30,74,4,Moderate,High,High,AI Product / Transformation
PDP00010722,W00004148,PR00014656,2023,Completed,AI Transformation Lead,Communication Skills,Formal Training,Ready in 2 Years,W00004298,2023-04-02,2023-12-31,93,2,Moderate,Low,High,AI Product / Transformation
PDP00010723,W00004148,PR00014657,2024,Completed,AI Transformation Lead,AI & GenAI,Stretch Assignment,Ready in 2 Years,,2024-02-14,2024-09-30,94,5,Moderate,Expert,High,AI Product / Transformation
PDP00010724,W00004148,PR00014658,2025,Completed,Director,Client Relationship Management,Mentoring,Ready Now,W00003616,2025-03-10,2025-09-30,92,5,High,Expert,High,AI Product / Transformation
PDP00010725,W00004148,PR00014659,2026,In Progress,AI Transformation Lead,People Management,Mentoring,Ready in 1 Year,W00002720,2026-04-18,2026-12-31,26,4,High,High,High,AI Product / Transformation
PDP00010726,W00004149,PR00014660,2022,In Progress,Data and Analytics Lead,Cybersecurity,Mentoring,Ready Now,W00004396,2022-01-29,2022-09-30,67,3,Low,High,Critical,AI Builder
PDP00010727,W00004149,PR00014661,2023,In Progress,Data and Analytics Lead,Technical Capability,Stretch Assignment,Ready in 2 Years,,2023-02-23,2023-12-31,86,2,Low,Expert,Critical,AI Builder
PDP00010728,W00004149,PR00014662,2024,Deferred,Data and Analytics Lead,Operational Excellence,Stretch Assignment,Ready in 3+ Years,W00000679,2024-02-29,2024-12-31,40,1,Moderate,Expert,Critical,AI Builder
PDP00010729,W00004150,PR00014665,2022,Completed,Senior Manager,Operational Excellence,Client Engagement,Ready in 2 Years,W00004885,2022-03-06,2022-06-30,97,2,Low,High,Critical,AI Builder
PDP00010730,W00004150,PR00014668,2025,Completed,Data and Analytics Lead,Cybersecurity,Stretch Assignment,Ready in 2 Years,W00004943,2025-01-23,2025-09-30,97,3,High,Expert,Critical,AI Builder
PDP00010731,W00004151,PR00014670,2025,Completed,AI Transformation Lead,Data Analytics,Formal Training,Ready Now,W00004774,2025-04-03,2025-09-30,96,4,Moderate,High,Medium,AI-Augmented Professional
