benefit_enrollment_id,worker_id,benefit_plan_id,benefit_type,country,region,coverage_level,enrollment_status,effective_date,end_date,employee_contribution_pct,employer_contribution_pct
BE000017349,W00004529,BP000096,Employee Assistance Program,United Kingdom,EMEA,Employee,Enrolled,2022-01-03,,0.0,1.0
BE000017350,W00004529,BP000093,Disability,United Kingdom,EMEA,Employee,Enrolled,2021-02-11,,0.1,0.9
BE000017351,W00004529,BP000094,Retirement,United Kingdom,EMEA,Employee,Enrolled,2024-07-22,,0.05,0.95
BE000017352,W00004529,BP000092,Life Insurance,United Kingdom,EMEA,Employee,Enrolled,2022-09-17,,0.0,1.0
BE000017353,W00004529,BP000095,Wellness Program,United Kingdom,EMEA,Employee,Enrolled,2022-01-23,,0.0,1.0
BE000017354,W00004529,BP000090,Dental,United Kingdom,EMEA,Individual,Enrolled,2024-05-06,,0.2,0.8
BE000017355,W00004530,BP000029,Disability,Germany,EMEA,Employee,Enrolled,2024-06-04,,0.1,0.9
BE000017356,W00004530,BP000027,Vision,Germany,EMEA,Individual,Enrolled,2024-10-07,,0.2,0.8
BE000017357,W00004530,BP000028,Life Insurance,Germany,EMEA,Employee,Enrolled,2021-01-21,,0.0,1.0
BE000017358,W00004530,BP000031,Wellness Program,Germany,EMEA,Employee,Terminated,2022-08-08,2023-08-12,0.0,1.0
BE000017359,W00004530,BP000025,Medical,Germany,EMEA,Individual,Waived,2023-06-26,,0.15,0.85
BE000017360,W00004530,BP000026,Dental,Germany,EMEA,Individual,Enrolled,2024-08-29,,0.2,0.8
BE000017361,W00004532,BP000029,Disability,Germany,EMEA,Employee,Enrolled,2021-06-09,,0.1,0.9
BE000017362,W00004532,BP000031,Wellness Program,Germany,EMEA,Employee,Enrolled,2023-01-10,,0.0,1.0
BE000017363,W00004532,BP000026,Dental,Germany,EMEA,Individual,Enrolled,2023-12-31,,0.2,0.8
BE000017364,W00004532,BP000028,Life Insurance,Germany,EMEA,Employee,Waived,2025-09-12,,0.0,1.0
BE000017365,W00004532,BP000030,Retirement,Germany,EMEA,Employee,Terminated,2022-06-22,2022-10-06,0.05,0.95
BE000017366,W00004532,BP000027,Vision,Germany,EMEA,Individual,Enrolled,2021-04-04,,0.2,0.8
BE000017367,W00004534,BP000080,Employee Assistance Program,Spain,EMEA,Employee,Enrolled,2024-07-27,,0.0,1.0
BE000017368,W00004534,BP000074,Dental,Spain,EMEA,Individual,Waived,2024-09-29,,0.2,0.8
BE000017369,W00004534,BP000078,Retirement,Spain,EMEA,Employee,Enrolled,2021-01-01,,0.05,0.95
BE000017370,W00004535,BP000039,Wellness Program,India,APAC,Employee,Terminated,2025-11-09,2026-11-12,0.0,1.0
BE000017371,W00004535,BP000034,Dental,India,APAC,Individual,Waived,2023-01-31,,0.2,0.8
BE000017372,W00004535,BP000036,Life Insurance,India,APAC,Employee,Waived,2024-09-09,,0.0,1.0
BE000017373,W00004536,BP000099,Vision,United States,Americas,Individual,Enrolled,2021-05-16,,0.2,0.8
BE000017374,W00004536,BP000102,Retirement,United States,Americas,Employee,Enrolled,2024-08-30,,0.05,0.95
BE000017375,W00004536,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2025-10-03,,0.0,1.0
BE000017376,W00004536,BP000101,Disability,United States,Americas,Employee,Enrolled,2024-12-21,,0.1,0.9
BE000017377,W00004536,BP000100,Life Insurance,United States,Americas,Employee,Waived,2024-07-14,,0.0,1.0
BE000017378,W00004538,BP000009,Medical,Brazil,Americas,Individual,Enrolled,2023-11-27,,0.15,0.85
BE000017379,W00004538,BP000015,Wellness Program,Brazil,Americas,Employee,Enrolled,2025-01-26,,0.0,1.0
BE000017380,W00004538,BP000016,Employee Assistance Program,Brazil,Americas,Employee,Enrolled,2021-01-19,,0.0,1.0
BE000017381,W00004538,BP000014,Retirement,Brazil,Americas,Employee,Enrolled,2024-06-10,,0.05,0.95
BE000017382,W00004539,BP000040,Employee Assistance Program,India,APAC,Employee,Enrolled,2023-02-10,,0.0,1.0
BE000017383,W00004539,BP000038,Retirement,India,APAC,Employee,Enrolled,2023-05-30,,0.05,0.95
BE000017384,W00004539,BP000035,Vision,India,APAC,Individual,Enrolled,2024-09-23,,0.2,0.8
BE000017385,W00004539,BP000033,Medical,India,APAC,Individual,Enrolled,2025-07-23,,0.15,0.85
BE000017386,W00004540,BP000103,Wellness Program,United States,Americas,Employee,Enrolled,2024-09-25,,0.0,1.0
BE000017387,W00004540,BP000101,Disability,United States,Americas,Employee,Enrolled,2023-01-08,,0.1,0.9
BE000017388,W00004540,BP000098,Dental,United States,Americas,Individual,Enrolled,2024-04-13,,0.2,0.8
BE000017389,W00004540,BP000100,Life Insurance,United States,Americas,Employee,Enrolled,2024-02-04,,0.0,1.0
BE000017390,W00004542,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2021-03-16,,0.0,1.0
BE000017391,W00004542,BP000035,Vision,India,APAC,Individual,Enrolled,2021-03-11,,0.2,0.8
BE000017392,W00004542,BP000034,Dental,India,APAC,Individual,Enrolled,2025-07-31,,0.2,0.8
BE000017393,W00004542,BP000033,Medical,India,APAC,Individual,Enrolled,2024-04-19,,0.15,0.85
BE000017394,W00004543,BP000002,Dental,Australia,APAC,Individual,Enrolled,2025-09-18,,0.2,0.8
BE000017395,W00004543,BP000004,Life Insurance,Australia,APAC,Employee,Enrolled,2022-10-21,,0.0,1.0
BE000017396,W00004543,BP000007,Wellness Program,Australia,APAC,Employee,Enrolled,2021-03-21,,0.0,1.0
BE000017397,W00004543,BP000001,Medical,Australia,APAC,Individual,Waived,2025-01-04,,0.15,0.85
BE000017398,W00004543,BP000006,Retirement,Australia,APAC,Employee,Enrolled,2022-09-08,,0.05,0.95
BE000017399,W00004543,BP000005,Disability,Australia,APAC,Employee,Waived,2023-04-25,,0.1,0.9
BE000017400,W00004544,BP000026,Dental,Germany,EMEA,Individual,Enrolled,2025-03-05,,0.2,0.8
BE000017401,W00004544,BP000030,Retirement,Germany,EMEA,Employee,Enrolled,2021-01-12,,0.05,0.95
BE000017402,W00004544,BP000031,Wellness Program,Germany,EMEA,Employee,Enrolled,2021-09-17,,0.0,1.0
BE000017403,W00004544,BP000027,Vision,Germany,EMEA,Individual,Waived,2023-05-12,,0.2,0.8
BE000017404,W00004545,BP000008,Employee Assistance Program,Australia,APAC,Employee,Enrolled,2021-04-15,,0.0,1.0
BE000017405,W00004545,BP000003,Vision,Australia,APAC,Individual,Enrolled,2025-03-14,,0.2,0.8
BE000017406,W00004545,BP000005,Disability,Australia,APAC,Employee,Enrolled,2022-01-30,,0.1,0.9
BE000017407,W00004546,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2021-03-09,,0.0,1.0
BE000017408,W00004546,BP000033,Medical,India,APAC,Individual,Enrolled,2022-06-19,,0.15,0.85
BE000017409,W00004546,BP000040,Employee Assistance Program,India,APAC,Employee,Enrolled,2025-06-14,,0.0,1.0
BE000017410,W00004547,BP000033,Medical,India,APAC,Individual,Enrolled,2022-08-17,,0.15,0.85
BE000017411,W00004547,BP000037,Disability,India,APAC,Employee,Enrolled,2025-09-22,,0.1,0.9
BE000017412,W00004547,BP000038,Retirement,India,APAC,Employee,Enrolled,2022-05-25,,0.05,0.95
BE000017413,W00004547,BP000036,Life Insurance,India,APAC,Employee,Terminated,2023-12-17,2024-04-28,0.0,1.0
BE000017414,W00004549,BP000034,Dental,India,APAC,Individual,Enrolled,2024-12-12,,0.2,0.8
BE000017415,W00004549,BP000038,Retirement,India,APAC,Employee,Enrolled,2021-07-16,,0.05,0.95
BE000017416,W00004549,BP000037,Disability,India,APAC,Employee,Enrolled,2022-08-26,,0.1,0.9
BE000017417,W00004549,BP000040,Employee Assistance Program,India,APAC,Employee,Terminated,2022-12-18,2024-03-30,0.0,1.0
BE000017418,W00004549,BP000033,Medical,India,APAC,Individual,Terminated,2021-05-04,2023-09-20,0.15,0.85
BE000017419,W00004550,BP000008,Employee Assistance Program,Australia,APAC,Employee,Enrolled,2021-05-24,,0.0,1.0
BE000017420,W00004550,BP000002,Dental,Australia,APAC,Individual,Enrolled,2025-01-01,,0.2,0.8
BE000017421,W00004550,BP000001,Medical,Australia,APAC,Individual,Enrolled,2025-07-07,,0.15,0.85
BE000017422,W00004550,BP000005,Disability,Australia,APAC,Employee,Enrolled,2023-03-09,,0.1,0.9
BE000017423,W00004550,BP000003,Vision,Australia,APAC,Individual,Enrolled,2025-06-17,,0.2,0.8
BE000017424,W00004550,BP000007,Wellness Program,Australia,APAC,Employee,Terminated,2025-11-11,2027-11-13,0.0,1.0
BE000017425,W00004551,BP000056,Employee Assistance Program,Mexico,Americas,Employee,Waived,2024-08-09,,0.0,1.0
BE000017426,W00004551,BP000049,Medical,Mexico,Americas,Individual,Enrolled,2025-09-07,,0.15,0.85
BE000017427,W00004551,BP000053,Disability,Mexico,Americas,Employee,Waived,2025-06-30,,0.1,0.9
BE000017428,W00004551,BP000055,Wellness Program,Mexico,Americas,Employee,Enrolled,2021-12-24,,0.0,1.0
BE000017429,W00004551,BP000050,Dental,Mexico,Americas,Individual,Enrolled,2024-08-19,,0.2,0.8
BE000017430,W00004551,BP000054,Retirement,Mexico,Americas,Employee,Enrolled,2024-07-20,,0.05,0.95
BE000017431,W00004552,BP000026,Dental,Germany,EMEA,Individual,Waived,2023-11-02,,0.2,0.8
BE000017432,W00004552,BP000029,Disability,Germany,EMEA,Employee,Terminated,2022-07-16,2024-07-01,0.1,0.9
BE000017433,W00004552,BP000027,Vision,Germany,EMEA,Individual,Terminated,2023-02-26,2025-01-27,0.2,0.8
BE000017434,W00004552,BP000030,Retirement,Germany,EMEA,Employee,Enrolled,2025-04-20,,0.05,0.95
BE000017435,W00004552,BP000025,Medical,Germany,EMEA,Individual,Enrolled,2023-10-11,,0.15,0.85
BE000017436,W00004553,BP000032,Employee Assistance Program,Germany,EMEA,Employee,Enrolled,2022-12-28,,0.0,1.0
BE000017437,W00004553,BP000026,Dental,Germany,EMEA,Individual,Waived,2022-10-24,,0.2,0.8
BE000017438,W00004553,BP000025,Medical,Germany,EMEA,Individual,Waived,2024-03-12,,0.15,0.85
BE000017439,W00004554,BP000103,Wellness Program,United States,Americas,Employee,Enrolled,2024-03-06,,0.0,1.0
BE000017440,W00004554,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2023-10-14,,0.0,1.0
BE000017441,W00004554,BP000100,Life Insurance,United States,Americas,Employee,Enrolled,2022-04-04,,0.0,1.0
BE000017442,W00004554,BP000101,Disability,United States,Americas,Employee,Enrolled,2024-06-30,,0.1,0.9
BE000017443,W00004554,BP000099,Vision,United States,Americas,Individual,Enrolled,2022-09-14,,0.2,0.8
BE000017444,W00004555,BP000045,Disability,Japan,APAC,Employee,Enrolled,2023-05-26,,0.1,0.9
BE000017445,W00004555,BP000046,Retirement,Japan,APAC,Employee,Enrolled,2022-05-26,,0.05,0.95
BE000017446,W00004555,BP000047,Wellness Program,Japan,APAC,Employee,Enrolled,2025-11-12,,0.0,1.0
BE000017447,W00004555,BP000042,Dental,Japan,APAC,Individual,Enrolled,2024-05-10,,0.2,0.8
BE000017448,W00004556,BP000057,Medical,Netherlands,EMEA,Individual,Enrolled,2024-07-17,,0.15,0.85
BE000017449,W00004556,BP000060,Life Insurance,Netherlands,EMEA,Employee,Enrolled,2021-04-02,,0.0,1.0
BE000017450,W00004556,BP000064,Employee Assistance Program,Netherlands,EMEA,Employee,Enrolled,2024-11-27,,0.0,1.0
BE000017451,W00004556,BP000063,Wellness Program,Netherlands,EMEA,Employee,Terminated,2025-01-25,2026-09-09,0.0,1.0
BE000017452,W00004556,BP000062,Retirement,Netherlands,EMEA,Employee,Enrolled,2022-09-24,,0.05,0.95
BE000017453,W00004556,BP000061,Disability,Netherlands,EMEA,Employee,Terminated,2023-08-14,2025-06-19,0.1,0.9
BE000017454,W00004557,BP000089,Medical,United Kingdom,EMEA,Individual,Enrolled,2022-03-29,,0.15,0.85
BE000017455,W00004557,BP000095,Wellness Program,United Kingdom,EMEA,Employee,Enrolled,2022-03-05,,0.0,1.0
BE000017456,W00004557,BP000092,Life Insurance,United Kingdom,EMEA,Employee,Enrolled,2025-01-30,,0.0,1.0
BE000017457,W00004558,BP000029,Disability,Germany,EMEA,Employee,Enrolled,2024-04-02,,0.1,0.9
BE000017458,W00004558,BP000028,Life Insurance,Germany,EMEA,Employee,Enrolled,2025-03-13,,0.0,1.0
BE000017459,W00004558,BP000031,Wellness Program,Germany,EMEA,Employee,Enrolled,2021-11-03,,0.0,1.0
BE000017460,W00004558,BP000025,Medical,Germany,EMEA,Individual,Waived,2023-06-01,,0.15,0.85
BE000017461,W00004558,BP000030,Retirement,Germany,EMEA,Employee,Enrolled,2023-04-28,,0.05,0.95
BE000017462,W00004558,BP000027,Vision,Germany,EMEA,Individual,Enrolled,2023-10-16,,0.2,0.8
BE000017463,W00004560,BP000053,Disability,Mexico,Americas,Employee,Waived,2022-02-26,,0.1,0.9
BE000017464,W00004560,BP000054,Retirement,Mexico,Americas,Employee,Enrolled,2022-02-06,,0.05,0.95
BE000017465,W00004560,BP000056,Employee Assistance Program,Mexico,Americas,Employee,Waived,2024-07-10,,0.0,1.0
BE000017466,W00004560,BP000055,Wellness Program,Mexico,Americas,Employee,Enrolled,2021-01-02,,0.0,1.0
BE000017467,W00004560,BP000051,Vision,Mexico,Americas,Individual,Enrolled,2025-02-07,,0.2,0.8
BE000017468,W00004561,BP000057,Medical,Netherlands,EMEA,Individual,Enrolled,2022-01-13,,0.15,0.85
BE000017469,W00004561,BP000061,Disability,Netherlands,EMEA,Employee,Enrolled,2023-06-14,,0.1,0.9
BE000017470,W00004561,BP000062,Retirement,Netherlands,EMEA,Employee,Enrolled,2025-10-08,,0.05,0.95
BE000017471,W00004562,BP000014,Retirement,Brazil,Americas,Employee,Enrolled,2022-04-27,,0.05,0.95
BE000017472,W00004562,BP000009,Medical,Brazil,Americas,Individual,Enrolled,2022-03-20,,0.15,0.85
BE000017473,W00004562,BP000013,Disability,Brazil,Americas,Employee,Enrolled,2021-04-25,,0.1,0.9
BE000017474,W00004562,BP000011,Vision,Brazil,Americas,Individual,Enrolled,2021-10-13,,0.2,0.8
BE000017475,W00004562,BP000015,Wellness Program,Brazil,Americas,Employee,Enrolled,2021-05-28,,0.0,1.0
BE000017476,W00004562,BP000016,Employee Assistance Program,Brazil,Americas,Employee,Enrolled,2022-03-26,,0.0,1.0
BE000017477,W00004563,BP000004,Life Insurance,Australia,APAC,Employee,Enrolled,2023-01-04,,0.0,1.0
BE000017478,W00004563,BP000001,Medical,Australia,APAC,Individual,Enrolled,2023-02-28,,0.15,0.85
BE000017479,W00004563,BP000002,Dental,Australia,APAC,Individual,Enrolled,2022-04-01,,0.2,0.8
BE000017480,W00004564,BP000053,Disability,Mexico,Americas,Employee,Enrolled,2025-09-10,,0.1,0.9
BE000017481,W00004564,BP000056,Employee Assistance Program,Mexico,Americas,Employee,Terminated,2021-02-25,2021-05-29,0.0,1.0
BE000017482,W00004564,BP000051,Vision,Mexico,Americas,Individual,Enrolled,2024-02-19,,0.2,0.8
BE000017483,W00004564,BP000054,Retirement,Mexico,Americas,Employee,Enrolled,2024-01-30,,0.05,0.95
BE000017484,W00004564,BP000052,Life Insurance,Mexico,Americas,Employee,Terminated,2022-09-12,2024-03-11,0.0,1.0
BE000017485,W00004564,BP000049,Medical,Mexico,Americas,Individual,Enrolled,2021-11-02,,0.15,0.85
BE000017486,W00004565,BP000040,Employee Assistance Program,India,APAC,Employee,Enrolled,2023-05-17,,0.0,1.0
BE000017487,W00004565,BP000039,Wellness Program,India,APAC,Employee,Enrolled,2021-11-21,,0.0,1.0
BE000017488,W00004565,BP000034,Dental,India,APAC,Individual,Enrolled,2022-11-14,,0.2,0.8
BE000017489,W00004565,BP000035,Vision,India,APAC,Individual,Terminated,2021-12-14,2023-10-19,0.2,0.8
BE000017490,W00004565,BP000033,Medical,India,APAC,Individual,Enrolled,2024-10-23,,0.15,0.85
BE000017491,W00004565,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2024-12-30,,0.0,1.0
BE000017492,W00004566,BP000101,Disability,United States,Americas,Employee,Enrolled,2025-03-04,,0.1,0.9
BE000017493,W00004566,BP000098,Dental,United States,Americas,Individual,Enrolled,2023-01-13,,0.2,0.8
BE000017494,W00004566,BP000102,Retirement,United States,Americas,Employee,Waived,2021-09-20,,0.05,0.95
BE000017495,W00004566,BP000097,Medical,United States,Americas,Individual,Enrolled,2023-09-13,,0.15,0.85
BE000017496,W00004566,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2023-07-14,,0.0,1.0
BE000017497,W00004567,BP000012,Life Insurance,Brazil,Americas,Employee,Enrolled,2022-03-09,,0.0,1.0
BE000017498,W00004567,BP000010,Dental,Brazil,Americas,Individual,Enrolled,2025-01-14,,0.2,0.8
BE000017499,W00004567,BP000009,Medical,Brazil,Americas,Individual,Enrolled,2023-09-20,,0.15,0.85
BE000017500,W00004568,BP000098,Dental,United States,Americas,Individual,Enrolled,2022-01-13,,0.2,0.8
BE000017501,W00004568,BP000100,Life Insurance,United States,Americas,Employee,Enrolled,2021-08-07,,0.0,1.0
BE000017502,W00004568,BP000102,Retirement,United States,Americas,Employee,Enrolled,2025-09-15,,0.05,0.95
BE000017503,W00004568,BP000101,Disability,United States,Americas,Employee,Enrolled,2021-02-01,,0.1,0.9
BE000017504,W00004568,BP000097,Medical,United States,Americas,Individual,Enrolled,2021-04-26,,0.15,0.85
BE000017505,W00004568,BP000103,Wellness Program,United States,Americas,Employee,Enrolled,2022-10-24,,0.0,1.0
BE000017506,W00004570,BP000102,Retirement,United States,Americas,Employee,Enrolled,2021-03-15,,0.05,0.95
BE000017507,W00004570,BP000098,Dental,United States,Americas,Individual,Enrolled,2023-04-02,,0.2,0.8
BE000017508,W00004570,BP000100,Life Insurance,United States,Americas,Employee,Enrolled,2022-07-05,,0.0,1.0
BE000017509,W00004570,BP000101,Disability,United States,Americas,Employee,Enrolled,2025-08-27,,0.1,0.9
BE000017510,W00004570,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2023-02-20,,0.0,1.0
BE000017511,W00004570,BP000097,Medical,United States,Americas,Individual,Enrolled,2024-07-24,,0.15,0.85
BE000017512,W00004571,BP000058,Dental,Netherlands,EMEA,Individual,Enrolled,2021-10-18,,0.2,0.8
BE000017513,W00004571,BP000064,Employee Assistance Program,Netherlands,EMEA,Employee,Waived,2021-02-13,,0.0,1.0
BE000017514,W00004571,BP000057,Medical,Netherlands,EMEA,Individual,Enrolled,2024-12-03,,0.15,0.85
BE000017515,W00004573,BP000039,Wellness Program,India,APAC,Employee,Enrolled,2023-08-13,,0.0,1.0
BE000017516,W00004573,BP000037,Disability,India,APAC,Employee,Enrolled,2025-12-22,,0.1,0.9
BE000017517,W00004573,BP000040,Employee Assistance Program,India,APAC,Employee,Enrolled,2025-09-22,,0.0,1.0
BE000017518,W00004573,BP000034,Dental,India,APAC,Individual,Enrolled,2021-09-19,,0.2,0.8
BE000017519,W00004574,BP000040,Employee Assistance Program,India,APAC,Employee,Terminated,2023-04-18,2023-11-04,0.0,1.0
BE000017520,W00004574,BP000039,Wellness Program,India,APAC,Employee,Enrolled,2024-01-22,,0.0,1.0
BE000017521,W00004574,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2025-05-03,,0.0,1.0
BE000017522,W00004574,BP000038,Retirement,India,APAC,Employee,Enrolled,2022-12-16,,0.05,0.95
BE000017523,W00004574,BP000033,Medical,India,APAC,Individual,Enrolled,2025-10-21,,0.15,0.85
BE000017524,W00004574,BP000035,Vision,India,APAC,Individual,Enrolled,2021-08-31,,0.2,0.8
BE000017525,W00004575,BP000040,Employee Assistance Program,India,APAC,Employee,Enrolled,2021-10-29,,0.0,1.0
BE000017526,W00004575,BP000034,Dental,India,APAC,Individual,Enrolled,2025-10-14,,0.2,0.8
BE000017527,W00004575,BP000039,Wellness Program,India,APAC,Employee,Enrolled,2021-06-10,,0.0,1.0
BE000017528,W00004575,BP000037,Disability,India,APAC,Employee,Enrolled,2023-10-06,,0.1,0.9
BE000017529,W00004575,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2025-05-12,,0.0,1.0
BE000017530,W00004577,BP000101,Disability,United States,Americas,Employee,Enrolled,2024-01-21,,0.1,0.9
BE000017531,W00004577,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2023-09-14,,0.0,1.0
BE000017532,W00004577,BP000098,Dental,United States,Americas,Individual,Enrolled,2022-03-29,,0.2,0.8
BE000017533,W00004577,BP000099,Vision,United States,Americas,Individual,Waived,2023-12-12,,0.2,0.8
BE000017534,W00004578,BP000026,Dental,Germany,EMEA,Individual,Enrolled,2021-05-16,,0.2,0.8
BE000017535,W00004578,BP000030,Retirement,Germany,EMEA,Employee,Enrolled,2023-11-27,,0.05,0.95
BE000017536,W00004578,BP000027,Vision,Germany,EMEA,Individual,Enrolled,2025-09-11,,0.2,0.8
BE000017537,W00004578,BP000032,Employee Assistance Program,Germany,EMEA,Employee,Enrolled,2025-02-25,,0.0,1.0
BE000017538,W00004578,BP000029,Disability,Germany,EMEA,Employee,Enrolled,2024-01-05,,0.1,0.9
BE000017539,W00004578,BP000028,Life Insurance,Germany,EMEA,Employee,Enrolled,2023-06-14,,0.0,1.0
BE000017540,W00004579,BP000053,Disability,Mexico,Americas,Employee,Enrolled,2025-07-15,,0.1,0.9
BE000017541,W00004579,BP000050,Dental,Mexico,Americas,Individual,Terminated,2024-09-11,2025-11-22,0.2,0.8
BE000017542,W00004579,BP000052,Life Insurance,Mexico,Americas,Employee,Enrolled,2022-01-28,,0.0,1.0
BE000017543,W00004580,BP000045,Disability,Japan,APAC,Employee,Waived,2025-04-17,,0.1,0.9
BE000017544,W00004580,BP000046,Retirement,Japan,APAC,Employee,Enrolled,2024-06-14,,0.05,0.95
BE000017545,W00004580,BP000047,Wellness Program,Japan,APAC,Employee,Waived,2025-08-30,,0.0,1.0
BE000017546,W00004580,BP000044,Life Insurance,Japan,APAC,Employee,Enrolled,2024-01-30,,0.0,1.0
BE000017547,W00004580,BP000043,Vision,Japan,APAC,Individual,Enrolled,2021-10-01,,0.2,0.8
BE000017548,W00004581,BP000100,Life Insurance,United States,Americas,Employee,Waived,2023-01-17,,0.0,1.0
BE000017549,W00004581,BP000099,Vision,United States,Americas,Individual,Enrolled,2021-09-20,,0.2,0.8
BE000017550,W00004581,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2024-04-20,,0.0,1.0
BE000017551,W00004582,BP000005,Disability,Australia,APAC,Employee,Enrolled,2023-02-24,,0.1,0.9
BE000017552,W00004582,BP000008,Employee Assistance Program,Australia,APAC,Employee,Enrolled,2022-09-16,,0.0,1.0
BE000017553,W00004582,BP000003,Vision,Australia,APAC,Individual,Enrolled,2021-03-10,,0.2,0.8
BE000017554,W00004582,BP000007,Wellness Program,Australia,APAC,Employee,Enrolled,2022-03-28,,0.0,1.0
BE000017555,W00004582,BP000001,Medical,Australia,APAC,Individual,Enrolled,2025-04-16,,0.15,0.85
BE000017556,W00004583,BP000095,Wellness Program,United Kingdom,EMEA,Employee,Enrolled,2025-09-28,,0.0,1.0
BE000017557,W00004583,BP000093,Disability,United Kingdom,EMEA,Employee,Terminated,2023-09-02,2025-04-09,0.1,0.9
BE000017558,W00004583,BP000090,Dental,United Kingdom,EMEA,Individual,Enrolled,2022-11-10,,0.2,0.8
BE000017559,W00004584,BP000103,Wellness Program,United States,Americas,Employee,Enrolled,2024-02-23,,0.0,1.0
BE000017560,W00004584,BP000098,Dental,United States,Americas,Individual,Enrolled,2024-05-26,,0.2,0.8
BE000017561,W00004584,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2024-06-19,,0.0,1.0
BE000017562,W00004585,BP000070,Retirement,South Africa,EMEA,Employee,Enrolled,2025-09-07,,0.05,0.95
BE000017563,W00004585,BP000065,Medical,South Africa,EMEA,Individual,Enrolled,2023-09-16,,0.15,0.85
BE000017564,W00004585,BP000067,Vision,South Africa,EMEA,Individual,Terminated,2022-08-24,2024-08-07,0.2,0.8
BE000017565,W00004585,BP000066,Dental,South Africa,EMEA,Individual,Enrolled,2023-10-04,,0.2,0.8
BE000017566,W00004585,BP000068,Life Insurance,South Africa,EMEA,Employee,Enrolled,2022-02-10,,0.0,1.0
BE000017567,W00004585,BP000072,Employee Assistance Program,South Africa,EMEA,Employee,Enrolled,2024-04-04,,0.0,1.0
BE000017568,W00004586,BP000099,Vision,United States,Americas,Individual,Enrolled,2022-04-16,,0.2,0.8
BE000017569,W00004586,BP000101,Disability,United States,Americas,Employee,Enrolled,2025-03-26,,0.1,0.9
BE000017570,W00004586,BP000097,Medical,United States,Americas,Individual,Enrolled,2021-11-23,,0.15,0.85
BE000017571,W00004586,BP000100,Life Insurance,United States,Americas,Employee,Enrolled,2023-11-25,,0.0,1.0
BE000017572,W00004587,BP000053,Disability,Mexico,Americas,Employee,Enrolled,2023-07-02,,0.1,0.9
BE000017573,W00004587,BP000056,Employee Assistance Program,Mexico,Americas,Employee,Enrolled,2024-04-26,,0.0,1.0
BE000017574,W00004587,BP000050,Dental,Mexico,Americas,Individual,Enrolled,2022-07-02,,0.2,0.8
BE000017575,W00004587,BP000055,Wellness Program,Mexico,Americas,Employee,Enrolled,2021-12-22,,0.0,1.0
BE000017576,W00004587,BP000051,Vision,Mexico,Americas,Individual,Enrolled,2024-12-16,,0.2,0.8
BE000017577,W00004587,BP000054,Retirement,Mexico,Americas,Employee,Enrolled,2021-08-26,,0.05,0.95
BE000017578,W00004588,BP000038,Retirement,India,APAC,Employee,Enrolled,2021-04-20,,0.05,0.95
BE000017579,W00004588,BP000037,Disability,India,APAC,Employee,Enrolled,2022-10-26,,0.1,0.9
BE000017580,W00004588,BP000033,Medical,India,APAC,Individual,Terminated,2021-09-03,2023-10-15,0.15,0.85
BE000017581,W00004588,BP000039,Wellness Program,India,APAC,Employee,Enrolled,2023-06-26,,0.0,1.0
BE000017582,W00004588,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2023-09-29,,0.0,1.0
BE000017583,W00004589,BP000020,Life Insurance,Canada,Americas,Employee,Waived,2024-11-07,,0.0,1.0
BE000017584,W00004589,BP000017,Medical,Canada,Americas,Individual,Enrolled,2021-06-27,,0.15,0.85
BE000017585,W00004589,BP000021,Disability,Canada,Americas,Employee,Enrolled,2023-09-21,,0.1,0.9
BE000017586,W00004589,BP000018,Dental,Canada,Americas,Individual,Enrolled,2022-02-01,,0.2,0.8
BE000017587,W00004589,BP000024,Employee Assistance Program,Canada,Americas,Employee,Enrolled,2025-05-28,,0.0,1.0
BE000017588,W00004589,BP000019,Vision,Canada,Americas,Individual,Enrolled,2024-08-10,,0.2,0.8
BE000017589,W00004591,BP000035,Vision,India,APAC,Individual,Enrolled,2024-02-26,,0.2,0.8
BE000017590,W00004591,BP000033,Medical,India,APAC,Individual,Enrolled,2021-03-06,,0.15,0.85
BE000017591,W00004591,BP000040,Employee Assistance Program,India,APAC,Employee,Enrolled,2021-12-22,,0.0,1.0
BE000017592,W00004591,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2022-12-15,,0.0,1.0
BE000017593,W00004592,BP000026,Dental,Germany,EMEA,Individual,Enrolled,2023-01-29,,0.2,0.8
BE000017594,W00004592,BP000030,Retirement,Germany,EMEA,Employee,Waived,2023-01-15,,0.05,0.95
BE000017595,W00004592,BP000025,Medical,Germany,EMEA,Individual,Enrolled,2023-08-31,,0.15,0.85
BE000017596,W00004593,BP000102,Retirement,United States,Americas,Employee,Enrolled,2022-12-21,,0.05,0.95
BE000017597,W00004593,BP000101,Disability,United States,Americas,Employee,Waived,2025-02-28,,0.1,0.9
