job_requisition_id,requisition_title,job_profile_id,job_family,career_level,business_unit,company_id,location_id,country,region,cost_center_id,supervisory_org_id,hiring_manager_worker_id,recruiter_worker_id,requisition_status,approval_status,requisition_reason,employment_type,worker_type,target_openings,filled_openings,opened_date,closed_date,target_start_date,time_to_fill_days,primary_recruiting_source,priority,gen_ai_critical_requisition,confidential_requisition
JR00001806,Manager - Marketing,JP000543,Marketing,Manager,Internal Services,C015,LOC000095,United Kingdom,EMEA,CC001401,SO001062,W00004592,W00004291,Canceled,Approved,Strategic Skill Build,Contractor,Contractor,7,0,2023-04-25,2023-06-22,2023-05-26,58,LinkedIn,High,False,False
JR00001807,Senior Consultant - Technology Consulting,JP000428,Technology Consulting,Senior Consultant,Consulting,C021,LOC000510,India,APAC,CC000581,SO002348,W00004823,W00002989,Filled,Approved,Backfill,Contractor,Contractor,1,1,2022-06-25,2022-08-15,2022-11-04,51,Campus,Critical,True,False
JR00001808,Manager - Data and Analytics,JP000189,Data and Analytics,Manager,Consulting,C010,LOC000143,Spain,EMEA,CC000728,SO000341,W00000188,W00002251,Open,Pending Approval,Replacement,Intern,Intern,14,3,2025-03-29,,2025-07-20,,LinkedIn,Critical,True,False
JR00001809,Senior Manager - Corporate Tax,JP000235,Corporate Tax,Senior Manager,Tax,C013,LOC000380,United Arab Emirates,EMEA,CC002109,SO001166,W00004550,W00000612,Open,Approved,Replacement,Contractor,Contractor,1,0,2024-05-16,,2024-06-26,,Employee Referral,High,False,False
JR00001810,Senior Consultant - Human Resources,JP000344,Human Resources,Senior Consultant,Internal Services,C026,LOC000050,India,APAC,CC000372,SO001928,W00004073,W00003459,Open,Approved,Replacement,Contractor,Contractor,1,0,2023-03-22,,2023-07-23,,Campus,Low,False,False
JR00001811,Analyst - Corporate Tax,JP000436,Corporate Tax,Analyst,Tax,C035,LOC000420,India,APAC,CC001352,SO000115,W00001751,W00000087,Filled,Approved,Replacement,Regular,Employee,1,1,2023-02-13,2023-05-22,2023-05-06,98,Agency,Low,False,False
JR00001812,Consultant - Mergers and Acquisitions,JP000292,Mergers and Acquisitions,Consultant,Deals,C030,LOC000308,India,APAC,CC000294,SO000132,W00000010,W00002396,Canceled,Approved,Internal Mobility,Intern,Intern,9,0,2023-03-15,2023-05-08,2023-05-29,54,Employee Referral,Medium,False,False
JR00001813,Senior Manager - Corporate Tax,JP000149,Corporate Tax,Senior Manager,Tax,C008,LOC000259,Australia,APAC,CC000003,SO000239,W00003704,W00003106,Filled,Approved,Growth,Regular,Employee,1,1,2024-10-08,2024-12-30,2025-03-05,83,Internal Mobility,Medium,False,False
JR00001814,Analyst - Technology Consulting,JP000287,Technology Consulting,Analyst,Consulting,C034,LOC000429,Australia,APAC,CC001266,SO000328,W00003934,W00001060,Open,Approved,Internal Mobility,Regular,Employee,1,0,2024-04-20,,2024-06-02,,Direct Apply,Critical,True,False
JR00001815,Director - Legal,JP000488,Legal,Director,Internal Services,C001,LOC000601,Mexico,Americas,CC001753,SO000700,W00004551,W00002899,Filled,Pending Approval,Replacement,Regular,Employee,1,1,2021-04-19,2021-06-06,2021-09-16,48,Direct Apply,Medium,False,False
JR00001816,Manager - Information Technology,JP000071,Information Technology,Manager,Internal Services,C037,LOC000430,United States,Americas,CC001868,SO000964,W00002541,W00000064,Filled,Approved,Replacement,Regular,Employee,2,2,2021-01-17,2021-03-21,2021-05-15,63,Employee Referral,Medium,True,False
JR00001817,Analyst - Information Technology,JP000089,Information Technology,Analyst,Internal Services,C029,LOC000424,Australia,APAC,CC000246,SO001423,W00004598,W00004543,Filled,Approved,Replacement,Fixed Term,Employee,1,1,2021-10-07,2021-11-17,2021-12-12,41,Direct Apply,Critical,True,False
JR00001818,Consultant - Regulatory Risk,JP000215,Regulatory Risk,Consultant,Risk Advisory,C035,LOC000395,India,APAC,CC000908,SO000070,W00000617,W00002556,Open,Approved,Campus Hiring,Intern,Intern,21,7,2021-09-22,,2021-12-29,,Employee Referral,Low,False,False
JR00001819,Senior Manager - Audit Assurance,JP000529,Audit Assurance,Senior Manager,Audit,C025,LOC000396,India,APAC,CC000012,SO001032,W00001887,W00004972,Filled,Approved,Replacement,Regular,Employee,1,1,2022-01-15,2022-05-06,2022-07-11,111,Direct Apply,Critical,False,False
JR00001820,Consultant - Technology Consulting,JP000582,Technology Consulting,Consultant,Consulting,C002,LOC000035,Brazil,Americas,CC000597,SO001234,W00004861,W00003012,Open,Approved,Replacement,Regular,Employee,1,0,2025-11-03,,2025-12-31,,Direct Apply,Critical,True,False
JR00001821,Analyst - Information Technology,JP000506,Information Technology,Analyst,Internal Services,C015,LOC000155,United Kingdom,EMEA,CC000414,SO000626,W00004085,W00000929,Filled,Approved,Replacement,Regular,Employee,2,2,2021-11-20,2022-01-31,2022-05-15,72,Campus,Medium,True,False
JR00001822,Analyst - Audit Assurance,JP000350,Audit Assurance,Analyst,Audit,C034,LOC000126,Australia,APAC,CC002476,SO001247,W00001529,W00004282,Filled,Approved,Backfill,Regular,Employee,2,2,2022-08-01,2022-08-30,2022-10-31,29,Agency,Medium,False,False
JR00001823,Analyst - Information Technology,JP000282,Information Technology,Analyst,Internal Services,C019,LOC000056,United States,Americas,CC000939,SO000691,W00004298,W00000762,Filled,Approved,Backfill,Regular,Employee,1,1,2022-06-13,2022-09-05,2022-10-04,84,Direct Apply,Critical,True,False
JR00001824,Consultant - Human Capital,JP000157,Human Capital,Consultant,Consulting,C024,LOC000623,India,APAC,CC001067,SO000052,W00001274,W00001133,Open,Approved,Replacement,Regular,Employee,2,0,2023-04-23,,2023-09-06,,LinkedIn,High,False,False
JR00001825,Consultant - Cyber Risk,JP000425,Cyber Risk,Consultant,Risk Advisory,C011,LOC000534,Germany,EMEA,CC001428,SO000707,W00003988,W00004774,Filled,Approved,Growth,Regular,Employee,1,1,2022-09-06,2022-12-01,2023-02-15,86,Agency,Critical,True,False
JR00001826,Senior Consultant - Operations,JP000310,Operations,Senior Consultant,Consulting,C012,LOC000592,United States,Americas,CC002121,SO002487,W00000268,W00001624,Filled,Approved,Growth,Regular,Employee,1,1,2024-02-23,2024-03-27,2024-07-23,33,Direct Apply,High,False,False
JR00001827,Analyst - Regulatory Risk,JP000383,Regulatory Risk,Analyst,Risk Advisory,C035,LOC000195,India,APAC,CC000239,SO000500,W00001036,W00003395,Canceled,Approved,Growth,Regular,Employee,1,0,2023-10-10,2023-11-21,2023-12-29,42,Employee Referral,High,False,False
JR00001828,Analyst - Mergers and Acquisitions,JP000301,Mergers and Acquisitions,Analyst,Deals,C027,LOC000064,United States,Americas,CC002191,SO000223,W00004672,W00003806,Canceled,Rejected,Growth,Regular,Employee,1,0,2021-11-14,2022-02-01,2022-01-20,79,Employee Referral,Low,False,False
JR00001829,Consultant - Mergers and Acquisitions,JP000440,Mergers and Acquisitions,Consultant,Deals,C011,LOC000534,Germany,EMEA,CC002486,SO002325,W00001941,W00004514,Filled,Approved,Campus Hiring,Intern,Intern,13,13,2021-01-28,2021-05-11,2021-05-31,103,Direct Apply,High,False,False
JR00001830,Analyst - Human Resources,JP000318,Human Resources,Analyst,Internal Services,C035,LOC000477,India,APAC,CC001118,SO000783,W00003366,W00000130,Canceled,Approved,Growth,Regular,Employee,1,0,2023-01-18,2023-03-25,2023-03-02,66,LinkedIn,Critical,False,False
JR00001831,Manager - Audit Assurance,JP000571,Audit Assurance,Manager,Audit,C014,LOC000173,Germany,EMEA,CC000390,SO000349,W00001090,W00001571,Open,Approved,Replacement,Contractor,Contractor,1,0,2023-05-22,,2023-11-01,,Agency,Medium,False,False
JR00001832,Director - Data and Analytics,JP000443,Data and Analytics,Director,Consulting,C018,LOC000710,Germany,EMEA,CC002442,SO000664,W00000872,W00001724,Filled,Approved,Growth,Regular,Employee,1,1,2023-02-07,2023-05-31,2023-06-16,113,Direct Apply,Critical,True,False
JR00001833,Consultant - Human Capital,JP000542,Human Capital,Consultant,Consulting,C008,LOC000547,Australia,APAC,CC002431,SO001774,W00002896,W00000210,Filled,Approved,Backfill,Regular,Employee,1,1,2024-09-01,2024-11-04,2024-11-09,64,Employee Referral,Medium,False,False
JR00001834,Senior Consultant - Data and Analytics,JP000349,Data and Analytics,Senior Consultant,Consulting,C024,LOC000405,India,APAC,CC002120,SO000460,W00003765,W00004986,Filled,Approved,Replacement,Regular,Employee,1,1,2021-04-27,2021-06-01,2021-10-17,35,Direct Apply,Critical,True,False
JR00001835,Analyst - Technology Consulting,JP000457,Technology Consulting,Analyst,Consulting,C009,LOC000409,Mexico,Americas,CC000672,SO001090,W00003141,W00001079,Filled,Approved,Campus Hiring,Regular,Employee,21,21,2025-01-28,2025-03-16,2025-07-04,47,Direct Apply,High,True,False
JR00001836,Consultant - Mergers and Acquisitions,JP000202,Mergers and Acquisitions,Consultant,Deals,C039,LOC000242,United States,Americas,CC000445,SO001746,W00003868,W00000363,Draft,Draft,Replacement,Regular,Employee,1,0,2025-02-24,,2025-08-15,,Direct Apply,Medium,False,False
JR00001837,Intern - Audit Assurance,JP000214,Audit Assurance,Intern,Audit,C029,LOC000290,Australia,APAC,CC002229,SO000480,W00003943,W00000916,Filled,Approved,Replacement,Regular,Employee,1,1,2023-05-02,2023-06-22,2023-08-13,51,Direct Apply,Low,False,False
JR00001838,Consultant - Marketing,JP000269,Marketing,Consultant,Internal Services,C032,LOC000124,South Africa,EMEA,CC002402,SO002102,W00000179,W00004031,Filled,Approved,Replacement,Regular,Employee,1,1,2021-12-21,2022-02-26,2022-05-31,67,Direct Apply,Medium,False,False
JR00001839,Manager - Cyber Risk,JP000137,Cyber Risk,Manager,Risk Advisory,C011,LOC000449,Germany,EMEA,CC000358,SO000505,W00001138,W00001885,On Hold,Approved,Growth,Regular,Employee,1,0,2024-10-14,,2024-12-31,,Employee Referral,High,True,False
JR00001840,Consultant - Data and Analytics,JP000471,Data and Analytics,Consultant,Consulting,C034,LOC000052,Australia,APAC,CC002225,SO000069,W00004686,W00000027,Filled,Approved,Growth,Regular,Employee,1,1,2021-04-12,2021-05-20,2021-09-10,38,Direct Apply,Critical,True,False
JR00001841,Partner - Finance,JP000524,Finance,Partner,Internal Services,C008,LOC000688,Australia,APAC,CC000163,SO001186,W00004438,W00003108,Filled,Approved,Growth,Fixed Term,Employee,1,1,2021-04-11,2021-07-25,2021-08-27,105,Direct Apply,High,False,False
JR00001842,Consultant - Human Capital,JP000378,Human Capital,Consultant,Consulting,C026,LOC000489,India,APAC,CC001234,SO001505,W00000555,W00002717,On Hold,Approved,Replacement,Contractor,Contractor,3,0,2022-02-04,,2022-04-20,,Agency,High,False,False
JR00001843,Consultant - Data and Analytics,JP000471,Data and Analytics,Consultant,Consulting,C019,LOC000262,United States,Americas,CC000307,SO000762,W00001455,W00004422,Canceled,Approved,Replacement,Contractor,Contractor,1,0,2021-07-17,2021-09-22,2021-11-12,67,Direct Apply,Medium,True,False
JR00001844,Senior Consultant - Data and Analytics,JP000320,Data and Analytics,Senior Consultant,Consulting,C030,LOC000460,India,APAC,CC000663,SO002350,W00002736,W00004707,Filled,Approved,Internal Mobility,Regular,Employee,1,1,2021-06-25,2021-07-31,2021-09-04,36,Campus,Critical,True,False
JR00001845,Senior Consultant - Human Capital,JP000434,Human Capital,Senior Consultant,Consulting,C031,LOC000400,Netherlands,EMEA,CC002301,SO000330,W00001952,W00003021,Filled,Approved,Replacement,Regular,Employee,1,1,2022-03-11,2022-04-13,2022-08-31,33,Employee Referral,Medium,False,False
JR00001846,Analyst - Cyber Risk,JP000178,Cyber Risk,Analyst,Risk Advisory,C018,LOC000402,Germany,EMEA,CC001832,SO002125,W00001439,W00002463,On Hold,Rejected,Replacement,Regular,Employee,1,0,2024-07-28,,2025-01-02,,Agency,Critical,True,False
JR00001847,Senior Consultant - Human Capital,JP000328,Human Capital,Senior Consultant,Consulting,C034,LOC000462,Australia,APAC,CC002331,SO001699,W00000150,W00001021,Filled,Approved,Campus Hiring,Regular,Employee,4,4,2023-01-04,2023-03-25,2023-02-14,80,Agency,High,False,False
JR00001848,Analyst - Information Technology,JP000193,Information Technology,Analyst,Internal Services,C036,LOC000228,United States,Americas,CC002400,SO001834,W00002252,W00001747,Filled,Rejected,Replacement,Regular,Employee,2,2,2022-07-26,2022-10-26,2023-01-07,92,LinkedIn,Critical,True,False
JR00001849,Senior Consultant - Marketing,JP000540,Marketing,Senior Consultant,Internal Services,C016,LOC000414,India,APAC,CC002399,SO000524,W00000465,W00004459,Filled,Approved,Growth,Regular,Employee,2,2,2025-12-19,2025-12-31,2025-12-31,12,Employee Referral,High,False,False
JR00001850,Senior Consultant - Human Capital,JP000434,Human Capital,Senior Consultant,Consulting,C028,LOC000151,Germany,EMEA,CC000731,SO001703,W00001637,W00003770,Filled,Approved,Strategic Skill Build,Regular,Employee,4,4,2021-05-19,2021-06-24,2021-11-06,36,Agency,Medium,False,False
JR00001851,Analyst - Strategy Consulting,JP000431,Strategy Consulting,Analyst,Consulting,C028,LOC000511,Germany,EMEA,CC002444,SO000262,W00004861,W00001308,Open,Approved,Replacement,Regular,Employee,1,0,2021-05-03,,2021-08-21,,Agency,Critical,True,False
JR00001852,Consultant - Mergers and Acquisitions,JP000105,Mergers and Acquisitions,Consultant,Deals,C035,LOC000477,India,APAC,CC001118,SO000919,W00002969,W00003933,Filled,Approved,Growth,Regular,Employee,1,1,2022-06-27,2022-08-05,2022-10-28,39,Internal Mobility,High,False,False
JR00001853,Senior Consultant - Operations,JP000145,Operations,Senior Consultant,Consulting,C023,LOC000439,Australia,APAC,CC000793,SO002270,W00002039,W00000989,Filled,Approved,Backfill,Regular,Employee,1,1,2023-01-18,2023-05-09,2023-07-13,111,Campus,Medium,False,False
JR00001854,Manager - Mergers and Acquisitions,JP000490,Mergers and Acquisitions,Manager,Deals,C030,LOC000101,India,APAC,CC002131,SO001104,W00003297,W00002345,Open,Approved,Replacement,Regular,Employee,1,0,2024-08-29,,2024-10-12,,Direct Apply,Medium,False,False
JR00001855,Analyst - Mergers and Acquisitions,JP000324,Mergers and Acquisitions,Analyst,Deals,C025,LOC000396,India,APAC,CC001817,SO001700,W00001553,W00000278,Filled,Approved,Replacement,Regular,Employee,1,1,2022-11-18,2023-01-19,2023-02-08,62,LinkedIn,Medium,False,False
JR00001856,Analyst - Finance,JP000049,Finance,Analyst,Internal Services,C029,LOC000458,Australia,APAC,CC000191,SO000883,W00002740,W00000883,Filled,Approved,Growth,Regular,Employee,1,1,2024-07-12,2024-10-21,2024-09-19,101,Employee Referral,High,False,False
JR00001857,Senior Consultant - Data and Analytics,JP000349,Data and Analytics,Senior Consultant,Consulting,C030,LOC000294,India,APAC,CC001796,SO001253,W00003670,W00001471,Filled,Approved,Replacement,Regular,Employee,1,1,2023-12-19,2024-04-11,2024-05-31,114,Agency,High,True,False
JR00001858,Analyst - Marketing,JP000177,Marketing,Analyst,Internal Services,C012,LOC000325,United States,Americas,CC001752,SO000542,W00002954,W00002338,On Hold,Approved,Strategic Skill Build,Regular,Employee,6,0,2023-06-19,,2023-07-28,,Direct Apply,Medium,False,False
JR00001859,Partner - Finance,JP000394,Finance,Partner,Internal Services,C039,LOC000183,United States,Americas,CC001114,SO000058,W00003948,W00004246,Open,Pending Approval,Replacement,Regular,Employee,2,1,2021-09-04,,2021-11-26,,LinkedIn,Medium,False,False
JR00001860,Analyst - Finance,JP000570,Finance,Analyst,Internal Services,C029,LOC000219,Australia,APAC,CC001091,SO002247,W00000275,W00002695,Filled,Approved,Backfill,Regular,Employee,1,1,2023-08-24,2023-11-22,2023-12-27,90,Employee Referral,High,False,False
JR00001861,Analyst - Regulatory Risk,JP000068,Regulatory Risk,Analyst,Risk Advisory,C009,LOC000281,Mexico,Americas,CC000608,SO002483,W00001070,W00002632,Open,Approved,Backfill,Regular,Employee,1,0,2021-01-22,,2021-06-06,,LinkedIn,Medium,False,False
JR00001862,Analyst - Information Technology,JP000510,Information Technology,Analyst,Internal Services,C013,LOC000144,United Arab Emirates,EMEA,CC002485,SO001424,W00004002,W00004777,Canceled,Rejected,Strategic Skill Build,Regular,Employee,6,0,2024-04-14,2024-04-21,2024-07-21,7,Employee Referral,Critical,True,False
JR00001863,Consultant - Data and Analytics,JP000118,Data and Analytics,Consultant,Consulting,C039,LOC000250,United States,Americas,CC000236,SO000060,W00004225,W00000432,Filled,Approved,Replacement,Regular,Employee,2,2,2024-03-05,2024-03-26,2024-08-27,21,Internal Mobility,Critical,True,False
JR00001864,Analyst - Corporate Tax,JP000427,Corporate Tax,Analyst,Tax,C037,LOC000222,United States,Americas,CC000041,SO001574,W00000798,W00004362,Closed Without Hire,Approved,Backfill,Regular,Employee,1,0,2025-08-12,2025-11-01,2025-12-02,81,Internal Mobility,High,False,False
JR00001865,Senior Manager - Corporate Tax,JP000149,Corporate Tax,Senior Manager,Tax,C021,LOC000362,India,APAC,CC001468,SO001986,W00003654,W00002670,Filled,Approved,Strategic Skill Build,Regular,Employee,2,2,2022-12-26,2023-02-21,2023-06-12,57,Agency,Medium,False,False
JR00001866,Analyst - Corporate Tax,JP000142,Corporate Tax,Analyst,Tax,C036,LOC000309,United States,Americas,CC001354,SO001971,W00003308,W00002762,Canceled,Approved,Replacement,Regular,Employee,1,0,2023-08-13,2023-10-31,2023-10-06,79,Direct Apply,Medium,False,True
JR00001867,Senior Consultant - Regulatory Risk,JP000507,Regulatory Risk,Senior Consultant,Risk Advisory,C025,LOC000200,India,APAC,CC001863,SO000644,W00001252,W00001635,Open,Approved,Growth,Regular,Employee,3,2,2023-10-27,,2024-02-09,,Talent Community,High,False,True
JR00001868,Analyst - Technology Consulting,JP000389,Technology Consulting,Analyst,Consulting,C017,LOC000585,Australia,APAC,CC000430,SO002493,W00003645,W00000721,Draft,Draft,Internal Mobility,Regular,Employee,2,0,2023-03-10,,2023-04-29,,Agency,Medium,True,False
JR00001869,Manager - Operations,JP000042,Operations,Manager,Consulting,C039,LOC000603,United States,Americas,CC001926,SO001697,W00004926,W00000787,Filled,Approved,Growth,Regular,Employee,2,2,2023-11-06,2024-01-31,2024-03-11,86,Direct Apply,Medium,False,False
JR00001870,Senior Consultant - Data and Analytics,JP000015,Data and Analytics,Senior Consultant,Consulting,C003,LOC000065,Germany,EMEA,CC000987,SO000516,W00003201,W00004310,Filled,Approved,Replacement,Regular,Employee,1,1,2025-11-20,2025-12-31,2025-12-26,41,Direct Apply,Critical,True,False
JR00001871,Senior Manager - Regulatory Risk,JP000517,Regulatory Risk,Senior Manager,Risk Advisory,C008,LOC000352,Australia,APAC,CC000326,SO001711,W00001633,W00001536,Filled,Approved,Growth,Intern,Intern,5,5,2023-07-05,2023-09-24,2023-09-01,81,Employee Referral,High,False,False
JR00001872,Consultant - Strategy Consulting,JP000018,Strategy Consulting,Consultant,Consulting,C013,LOC000595,United Arab Emirates,EMEA,CC002463,SO002468,W00000103,W00003855,Filled,Approved,Replacement,Regular,Employee,1,1,2023-04-19,2023-08-03,2023-07-09,106,Internal Mobility,Critical,True,False
JR00001873,Manager - Information Technology,JP000023,Information Technology,Manager,Internal Services,C018,LOC000390,Germany,EMEA,CC000251,SO002264,W00000471,W00000068,On Hold,Approved,Campus Hiring,Regular,Employee,8,0,2025-06-30,,2025-11-26,,LinkedIn,Critical,True,False
JR00001874,Senior Consultant - Human Capital,JP000307,Human Capital,Senior Consultant,Consulting,C030,LOC000094,India,APAC,CC000386,SO000819,W00002119,W00003656,Filled,Approved,Replacement,Regular,Employee,1,1,2022-08-04,2022-10-08,2023-01-25,65,Agency,Critical,False,False
JR00001875,Consultant - Human Resources,JP000446,Human Resources,Consultant,Internal Services,C024,LOC000116,India,APAC,CC001272,SO002455,W00001283,W00000722,On Hold,Approved,Replacement,Regular,Employee,2,0,2021-09-28,,2022-02-01,,Direct Apply,Medium,False,False
JR00001876,Senior Consultant - Regulatory Risk,JP000507,Regulatory Risk,Senior Consultant,Risk Advisory,C033,LOC000514,Germany,EMEA,CC000551,SO001364,W00003361,W00003730,Open,Approved,Growth,Regular,Employee,2,0,2023-04-26,,2023-07-07,,LinkedIn,Medium,False,False
JR00001877,Analyst - Technology Consulting,JP000595,Technology Consulting,Analyst,Consulting,C022,LOC000136,Mexico,Americas,CC000988,SO000012,W00000124,W00002243,On Hold,Approved,Backfill,Regular,Employee,1,0,2022-04-19,,2022-07-28,,Internal Mobility,Critical,True,False
JR00001878,Analyst - Marketing,JP000551,Marketing,Analyst,Internal Services,C001,LOC000431,Mexico,Americas,CC002214,SO000187,W00004719,W00001835,Filled,Pending Approval,Replacement,Regular,Employee,1,1,2022-04-10,2022-06-10,2022-06-26,61,Executive Search,Critical,False,False
JR00001879,Analyst - Regulatory Risk,JP000010,Regulatory Risk,Analyst,Risk Advisory,C008,LOC000638,Australia,APAC,CC002278,SO001048,W00000103,W00003621,Filled,Approved,Campus Hiring,Intern,Intern,23,23,2023-04-18,2023-06-12,2023-07-29,55,LinkedIn,Medium,False,False
JR00001880,Analyst - Information Technology,JP000442,Information Technology,Analyst,Internal Services,C016,LOC000541,India,APAC,CC002363,SO001121,W00004387,W00001677,Filled,Approved,Replacement,Regular,Employee,2,2,2025-06-09,2025-08-18,2025-11-29,70,Direct Apply,Medium,True,False
JR00001881,Analyst - Information Technology,JP000411,Information Technology,Analyst,Internal Services,C031,LOC000344,Netherlands,EMEA,CC000521,SO001842,W00001846,W00002537,Filled,Approved,Growth,Regular,Employee,1,1,2025-01-11,2025-03-28,2025-05-13,76,Agency,Medium,True,False
JR00001882,Analyst - Data and Analytics,JP000155,Data and Analytics,Analyst,Consulting,C004,LOC000728,India,APAC,CC000440,SO001961,W00000872,W00004399,Filled,Approved,Campus Hiring,Regular,Employee,13,13,2023-05-28,2023-08-30,2023-07-09,94,Direct Apply,Critical,True,False
JR00001883,Senior Manager - Cyber Risk,JP000061,Cyber Risk,Senior Manager,Risk Advisory,C009,LOC000131,Mexico,Americas,CC001645,SO002485,W00003575,W00004076,Filled,Approved,Growth,Fixed Term,Employee,1,1,2022-10-20,2023-01-06,2023-04-05,78,Direct Apply,Medium,True,False
JR00001884,Consultant - Strategy Consulting,JP000376,Strategy Consulting,Consultant,Consulting,C029,LOC000257,Australia,APAC,CC000806,SO000082,W00000611,W00001412,Draft,Draft,Replacement,Intern,Intern,15,0,2025-04-28,,2025-08-10,,Employee Referral,Critical,True,False
JR00001885,Analyst - Mergers and Acquisitions,JP000184,Mergers and Acquisitions,Analyst,Deals,C010,LOC000277,Spain,EMEA,CC001239,SO000110,W00002250,W00002569,Filled,Approved,Backfill,Regular,Employee,1,1,2022-07-03,2022-10-07,2022-11-05,96,Internal Mobility,Medium,False,False
JR00001886,Senior Manager - Human Resources,JP000076,Human Resources,Senior Manager,Internal Services,C016,LOC000640,India,APAC,CC000111,SO000646,W00000768,W00003148,Filled,Approved,Replacement,Regular,Employee,1,1,2024-10-17,2024-12-01,2025-02-28,45,Employee Referral,Medium,False,False
JR00001887,Analyst - Technology Consulting,JP000221,Technology Consulting,Analyst,Consulting,C009,LOC000149,Mexico,Americas,CC001790,SO000611,W00003968,W00000482,Canceled,Approved,Replacement,Regular,Employee,1,0,2025-07-01,2025-09-17,2025-08-01,78,Agency,Critical,True,False
JR00001888,Partner - Data and Analytics,JP000270,Data and Analytics,Partner,Consulting,C011,LOC000407,Germany,EMEA,CC002428,SO000739,W00003654,W00001862,Filled,Approved,Campus Hiring,Regular,Employee,9,9,2021-12-11,2022-02-16,2022-05-06,67,LinkedIn,Critical,True,False
JR00001889,Partner - Technology Consulting,JP000195,Technology Consulting,Partner,Consulting,C004,LOC000721,India,APAC,CC001664,SO001751,W00001559,W00004508,Filled,Approved,Replacement,Regular,Employee,2,2,2021-05-02,2021-07-02,2021-09-05,61,Campus,Critical,True,False
JR00001890,Analyst - Finance,JP000547,Finance,Analyst,Internal Services,C016,LOC000036,India,APAC,CC001122,SO000137,W00001150,W00003905,Open,Approved,Replacement,Contractor,Contractor,1,0,2025-02-25,,2025-06-15,,Employee Referral,High,False,False
JR00001891,Manager - Operations,JP000535,Operations,Manager,Consulting,C031,LOC000508,Netherlands,EMEA,CC000567,SO001842,W00004549,W00000021,Filled,Approved,Backfill,Regular,Employee,1,1,2022-03-11,2022-06-11,2022-05-23,92,Direct Apply,Medium,False,False
JR00001892,Analyst - Human Capital,JP000382,Human Capital,Analyst,Consulting,C003,LOC000138,Germany,EMEA,CC002281,SO000715,W00000160,W00002346,Filled,Approved,Internal Mobility,Regular,Employee,1,1,2022-09-02,2022-12-18,2023-02-02,107,Direct Apply,High,False,False
JR00001893,Partner - Finance,JP000394,Finance,Partner,Internal Services,C013,LOC000380,United Arab Emirates,EMEA,CC001392,SO001854,W00004193,W00003452,Filled,Pending Approval,Growth,Regular,Employee,1,1,2025-04-13,2025-07-16,2025-09-20,94,Direct Apply,High,False,False
JR00001894,Senior Consultant - Technology Consulting,JP000008,Technology Consulting,Senior Consultant,Consulting,C026,LOC000016,India,APAC,CC001368,SO002019,W00000529,W00002083,Filled,Approved,Backfill,Regular,Employee,1,1,2022-12-08,2023-01-29,2023-04-08,52,Internal Mobility,Medium,True,False
JR00001895,Manager - Information Technology,JP000023,Information Technology,Manager,Internal Services,C025,LOC000319,India,APAC,CC001669,SO000644,W00003810,W00001980,Canceled,Rejected,Growth,Regular,Employee,3,0,2023-10-02,2023-11-15,2023-11-18,44,Internal Mobility,Low,True,False
JR00001896,Senior Consultant - Operations,JP000500,Operations,Senior Consultant,Consulting,C022,LOC000737,Mexico,Americas,CC000503,SO002169,W00000088,W00003845,Closed Without Hire,Approved,Replacement,Regular,Employee,1,0,2025-07-11,2025-11-07,2025-11-11,119,Campus,High,False,False
JR00001897,Analyst - Legal,JP000216,Legal,Analyst,Internal Services,C009,LOC000409,Mexico,Americas,CC002212,SO000178,W00004601,W00002520,Filled,Approved,Replacement,Regular,Employee,2,2,2021-11-23,2022-01-18,2022-01-27,56,Campus,Medium,False,False
JR00001898,Senior Consultant - Information Technology,JP000356,Information Technology,Senior Consultant,Internal Services,C012,LOC000003,United States,Americas,CC002197,SO002453,W00002971,W00000806,Canceled,Approved,Growth,Regular,Employee,2,0,2025-09-22,2025-12-03,2025-12-31,72,LinkedIn,Critical,True,False
JR00001899,Senior Manager - Cyber Risk,JP000136,Cyber Risk,Senior Manager,Risk Advisory,C011,LOC000051,Germany,EMEA,CC001721,SO001046,W00000469,W00000792,Canceled,Approved,Growth,Regular,Employee,3,0,2023-06-29,2023-08-25,2023-08-27,57,Campus,Critical,True,False
JR00001900,Analyst - Regulatory Risk,JP000424,Regulatory Risk,Analyst,Risk Advisory,C008,LOC000638,Australia,APAC,CC000977,SO001168,W00004718,W00000930,Filled,Approved,Campus Hiring,Intern,Intern,11,11,2021-07-17,2021-10-22,2021-10-22,97,Agency,Medium,False,False
JR00001901,Consultant - Marketing,JP000244,Marketing,Consultant,Internal Services,C020,LOC000564,United Kingdom,EMEA,CC001897,SO000945,W00001449,W00000094,On Hold,Approved,Internal Mobility,Regular,Employee,1,0,2021-08-29,,2022-01-01,,LinkedIn,Medium,False,False
JR00001902,Manager - Mergers and Acquisitions,JP000208,Mergers and Acquisitions,Manager,Deals,C033,LOC000170,Germany,EMEA,CC000910,SO001612,W00001249,W00001907,Filled,Approved,Backfill,Regular,Employee,1,1,2022-06-30,2022-09-07,2022-12-04,69,Direct Apply,Low,False,False
JR00001903,Senior Manager - Audit Assurance,JP000273,Audit Assurance,Senior Manager,Audit,C036,LOC000115,United States,Americas,CC002400,SO000129,W00001950,W00001713,Filled,Approved,Campus Hiring,Intern,Intern,7,7,2024-07-16,2024-10-22,2024-11-21,98,Direct Apply,Medium,False,False
