offer_id,application_id,candidate_id,job_requisition_id,offer_date,offer_status,response_date,expected_start_date,decline_reason,offered_currency,offered_base_pay_amount,offered_base_pay_frequency,sign_on_bonus_amount,bonus_target_percentage,compensation_grade_id,market_position_ratio,salary_band_min,salary_band_mid,salary_band_max,gen_ai_skill_match,gen_ai_premium_applied,gen_ai_premium_amount,avg_interview_score,avg_gen_ai_assessment_score,final_recommendation,completed_interview_count
OFF000005813,APP000039218,CAN00012460,JR00001090,2023-08-29,Accepted,2023-09-17,2023-10-10,,MXN,148000,Annual,10000,0.25,CG000880,1.1,73000,135000,195000,Low,False,0,85.0,55.0,Hire,1
OFF000005814,APP000039237,CAN00010574,JR00000241,2022-04-12,Accepted,2022-05-03,2022-05-23,,MXN,71000,Annual,5000,0.12,CG000878,1.093,42000,65000,87000,Low,False,0,77.0,52.0,Neutral,2
OFF000005815,APP000039240,CAN00021156,JR00000139,2024-05-09,Accepted,2024-05-26,2024-05-29,,USD,34800,Annual,0,0.0,CG001657,1.089,24000,32000,39000,Low,False,0,77.25,55.25,Hire,4
OFF000005816,APP000039250,CAN00001904,JR00000027,2024-09-26,Accepted,2024-10-06,2024-11-04,,EUR,1198000,Annual,120000,0.5,CG000522,1.135,400000,1005000,1610000,High,True,57100,75.33,83.33,Neutral,3
OFF000005817,APP000039255,CAN00001351,JR00001527,2022-09-04,Accepted,2022-09-19,2022-11-09,,USD,134000,Annual,2500,0.08,CG001705,1.117,84000,120000,155000,Low,False,0,98.5,47.25,Strong Hire,4
OFF000005818,APP000039268,CAN00009324,JR00001679,2022-05-12,Accepted,2022-05-31,2022-05-29,,GBP,132000,Annual,3000,0.08,CG001489,1.142,78000,110000,145000,Critical,True,6300,81.5,90.5,Hire,2
OFF000005819,APP000039271,CAN00022423,JR00001081,2024-01-28,Accepted,2024-02-08,2024-03-16,,AUD,139000,Annual,6000,0.08,CG000058,1.172,75000,110000,140000,High,True,10300,92.67,86.33,Hire,3
OFF000005820,APP000039277,CAN00000230,JR00000389,2022-09-16,Accepted,2022-10-06,2022-10-23,,MXN,38600,Annual,5000,0.05,CG000822,1.072,25000,36000,47000,Medium,False,0,68.33,72.0,Hire,3
OFF000005821,APP000039283,CAN00021744,JR00001472,2025-10-13,Accepted,2025-10-18,2025-12-01,,EUR,62800,Annual,2500,0.05,CG001299,1.121,39000,56000,72000,Low,False,0,86.5,37.0,Hire,2
OFF000005822,APP000039287,CAN00012192,JR00000619,2024-04-06,Accepted,2024-04-11,2024-06-09,,EUR,1050000,Annual,25000,0.5,CG001062,1.071,395000,980000,1570000,Medium,False,0,65.0,55.0,Neutral,0
OFF000005823,APP000039294,CAN00008709,JR00000641,2026-02-02,Accepted,2026-02-23,2026-03-17,,INR,137000,Annual,48000,0.25,CG000574,1.137,63000,115000,165000,High,True,6500,74.0,87.0,Hire,2
OFF000005824,APP000039313,CAN00013620,JR00001366,2023-06-12,Accepted,2023-06-18,2023-08-31,,GBP,63400,Annual,5000,0.03,CG001559,1.075,44000,59000,74000,,False,0,65.0,55.0,Neutral,0
OFF000005825,APP000039314,CAN00018897,JR00002102,2025-08-14,Accepted,2025-09-02,2025-09-15,,INR,27000,Annual,0,0.03,CG000578,1.168,16000,22000,27000,High,True,1300,98.67,80.33,Hire,3
OFF000005826,APP000039316,CAN00007074,JR00001841,2021-08-20,Accepted,2021-09-06,2021-10-05,,AUD,686000,Annual,25000,0.4,CG000080,1.073,255000,640000,1025000,Low,False,0,70.0,54.0,Neutral,2
OFF000005827,APP000039320,CAN00006219,JR00000600,2023-08-06,Accepted,2023-08-27,2023-09-19,,INR,474000,Annual,50000,0.5,CG000594,1.052,180000,450000,715000,Low,False,0,61.0,59.33,Do Not Hire,3
OFF000005828,APP000039326,CAN00003932,JR00002394,2025-06-17,Accepted,2025-07-06,2025-08-31,,EUR,130000,Annual,3000,0.08,CG001039,1.149,74000,105000,140000,High,True,9600,82.0,81.33,Hire,3
OFF000005829,APP000039332,CAN00023640,JR00001565,2024-10-05,Accepted,2024-10-20,2024-10-29,,BRL,84500,Annual,12000,0.12,CG000203,1.155,46000,71000,96000,Critical,True,2500,82.25,92.75,Hire,4
OFF000005830,APP000039364,CAN00024195,JR00001179,2023-11-21,Accepted,2023-11-28,2023-12-18,,BRL,39900,Annual,0,0.05,CG000246,1.051,26000,38000,49000,Low,False,0,58.0,44.0,Do Not Hire,1
OFF000005831,APP000039374,CAN00019311,JR00001805,2023-09-04,Accepted,2023-09-07,2023-11-02,,GBP,217000,Annual,5000,0.18,CG001572,1.086,130000,200000,275000,Low,False,0,75.5,52.75,Neutral,4
OFF000005832,APP000039375,CAN00002918,JR00001677,2025-03-22,Accepted,2025-03-26,2025-05-29,,EUR,89800,Annual,0,0.08,CG001327,1.156,52000,74000,96000,Critical,True,4300,65.0,55.0,Neutral,0
OFF000005833,APP000039378,CAN00020185,JR00000733,2025-07-15,Accepted,2025-07-24,2025-09-04,,INR,90200,Annual,6000,0.18,CG000555,1.116,50000,77000,105000,High,True,4300,68.0,82.67,Neutral,3
OFF000005834,APP000039380,CAN00019890,JR00001115,2024-10-23,Accepted,2024-11-02,2024-12-12,,EUR,58500,Annual,0,0.03,CG000488,1.083,41000,54000,68000,Medium,False,0,75.33,70.67,Hire,3
OFF000005835,APP000039381,CAN00016208,JR00001080,2021-09-21,Accepted,2021-10-03,2021-12-08,,INR,312000,Annual,25000,0.4,CG000665,1.076,115000,290000,465000,Low,False,0,71.0,55.5,Neutral,2
OFF000005836,APP000039390,CAN00002183,JR00002238,2021-03-31,Accepted,2021-04-07,2021-04-18,,INR,12300,Annual,5000,0.0,CG000586,1.12,8000,11000,14000,Low,False,0,87.75,55.75,Hire,4
OFF000005837,APP000039400,CAN00021290,JR00000733,2025-10-05,Accepted,2025-10-18,2025-12-22,,INR,79600,Annual,15000,0.18,CG000555,1.034,50000,77000,105000,Medium,False,0,54.0,70.0,Do Not Hire,1
OFF000005838,APP000039404,CAN00012151,JR00000263,2026-02-04,Accepted,2026-02-22,2026-04-13,,USD,76100,Annual,0,0.03,CG001748,1.119,51000,68000,85000,Medium,False,0,99.25,70.25,Hire,4
OFF000005839,APP000039408,CAN00005914,JR00001728,2025-08-26,Accepted,2025-09-02,2025-09-29,,AUD,37200,Annual,0,0.0,CG000046,1.186,22000,29000,36000,Critical,True,2800,95.0,89.67,Strong Hire,3
OFF000005840,APP000039415,CAN00014110,JR00000034,2024-06-28,Declined,2024-07-03,,Accepted Another Offer,AUD,1221000,Annual,0,0.5,CG000054,1.052,465000,1160000,1860000,Medium,False,0,65.0,55.0,Neutral,0
OFF000005841,APP000039420,CAN00005747,JR00002289,2021-12-25,Accepted,2021-12-29,2022-02-17,,CAD,164000,Annual,6000,0.12,CG000374,1.156,88000,135000,180000,High,True,7800,65.0,55.0,Neutral,0
OFF000005842,APP000039421,CAN00002855,JR00000804,2025-07-26,Pending,,,,AUD,1456000,Annual,60000,0.5,CG000054,1.163,465000,1160000,1860000,High,True,108000,83.0,83.5,Hire,2
OFF000005843,APP000039422,CAN00007941,JR00000139,2024-02-25,Pending,,,,USD,34500,Annual,2500,0.0,CG001657,1.079,24000,32000,39000,Low,False,0,71.0,50.0,Neutral,1
OFF000005844,APP000039423,CAN00004521,JR00001451,2021-08-17,Accepted,2021-09-05,2021-10-07,,AUD,105000,Annual,2500,0.08,CG000112,1.065,70000,99000,130000,Low,False,0,69.0,53.5,Neutral,2
OFF000005845,APP000039425,CAN00020655,JR00002123,2024-08-20,Accepted,2024-09-05,2024-10-10,,INR,25300,Annual,0,0.03,CG000641,1.146,16000,21000,26000,High,True,1200,80.0,79.5,Hire,2
OFF000005846,APP000039431,CAN00003587,JR00001075,2024-06-18,Accepted,2024-06-20,2024-07-08,,MXN,362000,Annual,120000,0.4,CG000890,1.191,115000,295000,470000,High,True,10500,94.67,89.0,Hire,3
OFF000005847,APP000039443,CAN00012015,JR00002174,2022-05-28,Accepted,2022-06-12,2022-06-23,,USD,77600,Annual,0,0.03,CG001748,1.142,51000,68000,85000,Low,False,0,95.33,42.33,Hire,3
OFF000005848,APP000039444,CAN00017546,JR00000782,2021-02-28,Accepted,2021-03-12,2021-05-27,,EUR,89200,Annual,3000,0.08,CG001327,1.148,52000,74000,96000,Critical,True,4200,80.33,88.67,Hire,3
OFF000005849,APP000039448,CAN00016892,JR00001961,2022-12-29,Accepted,2023-01-03,2023-03-04,,GBP,1267000,Annual,75000,0.5,CG001539,1.03,495000,1230000,1970000,Low,False,0,65.0,55.0,Neutral,0
OFF000005850,APP000039450,CAN00021589,JR00001338,2023-11-27,Declined,2023-12-17,,Accepted Another Offer,USD,72500,Annual,0,0.03,CG001658,1.066,51000,68000,85000,Low,False,0,80.0,43.0,Hire,4
OFF000005851,APP000039451,CAN00015613,JR00001566,2022-09-18,Accepted,2022-10-09,2022-10-13,,AUD,74300,Annual,0,0.03,CG000092,1.187,44000,58000,73000,High,True,5500,95.33,83.33,Hire,3
OFF000005852,APP000039452,CAN00020928,JR00001789,2025-08-20,Withdrawn,2025-09-05,,,INR,47500,Annual,0,0.08,CG000670,1.131,28000,40000,52000,High,True,2300,74.0,84.25,Neutral,4
OFF000005853,APP000039454,CAN00020752,JR00000791,2024-01-25,Accepted,2024-02-01,2024-02-11,,USD,180000,Annual,10000,0.12,CG001634,1.028,115000,175000,235000,,False,0,63.0,50.0,Do Not Hire,2
OFF000005854,APP000039471,CAN00012032,JR00000499,2023-06-03,Accepted,2023-06-15,2023-08-07,,INR,24000,Annual,0,0.03,CG000641,1.144,16000,21000,26000,Medium,False,0,95.5,69.5,Strong Hire,2
OFF000005855,APP000039478,CAN00011739,JR00000048,2021-08-23,Accepted,2021-08-28,2021-11-04,,EUR,210000,Annual,0,0.18,CG001023,1.078,125000,195000,260000,,False,0,71.33,47.33,Neutral,3
OFF000005856,APP000039481,CAN00013281,JR00000580,2023-03-29,Pending,,,,BRL,14900,Annual,5000,0.0,CG000136,1.146,10000,13000,17000,Medium,False,0,100.0,79.0,Strong Hire,2
OFF000005857,APP000039486,CAN00018650,JR00002081,2025-12-18,Accepted,2026-01-03,2026-02-26,,JPY,53000,Annual,0,0.03,CG000740,1.104,36000,48000,60000,Low,False,0,81.5,45.75,Hire,4
OFF000005858,APP000039495,CAN00018840,JR00001528,2021-09-03,Accepted,2021-09-15,2021-09-19,,MXN,80000,Annual,0,0.12,CG000878,1.194,42000,65000,87000,High,True,2300,95.5,91.5,Hire,2
OFF000005859,APP000039499,CAN00003576,JR00002395,2024-11-28,Accepted,2024-12-17,2025-01-08,,ZAR,39000,Annual,0,0.05,CG001110,1.124,23000,33000,43000,Critical,True,1900,73.5,93.0,Hire,2
OFF000005860,APP000039501,CAN00009634,JR00002150,2024-05-21,Accepted,2024-06-06,2024-06-04,,INR,332000,Annual,60000,0.4,CG000638,1.183,105000,260000,415000,High,True,24600,91.0,95.0,Hire,1
OFF000005861,APP000039506,CAN00016612,JR00001132,2024-01-23,Accepted,2024-02-12,2024-02-29,,INR,38500,Annual,3000,0.05,CG000597,1.151,22000,31000,40000,Critical,True,2900,81.67,91.0,Hire,3
OFF000005862,APP000039524,CAN00003741,JR00000814,2021-09-04,Pending,,,,INR,162000,Annual,18000,0.25,CG000565,1.199,70000,125000,185000,Critical,True,12000,99.0,88.5,Strong Hire,2
OFF000005863,APP000039541,CAN00017779,JR00002497,2021-04-12,Accepted,2021-05-01,2021-05-21,,JPY,937000,Annual,50000,0.5,CG000792,1.09,345000,860000,1380000,,False,0,65.0,55.0,Neutral,0
OFF000005864,APP000039557,CAN00002243,JR00000882,2024-11-09,Accepted,2024-11-18,2024-12-31,,USD,280000,Annual,10000,0.18,CG001644,1.038,175000,270000,360000,Low,False,0,58.5,63.5,Do Not Hire,2
OFF000005865,APP000039569,CAN00014157,JR00001319,2023-12-31,Withdrawn,2024-01-17,,,GBP,315000,Annual,0,0.25,CG001519,1.001,175000,315000,455000,Low,False,0,52.5,51.5,Do Not Hire,2
OFF000005866,APP000039576,CAN00023198,JR00000548,2025-10-19,Accepted,2025-11-03,2026-01-11,,INR,85200,Annual,15000,0.18,CG000546,1.106,50000,77000,105000,Low,False,0,65.0,55.0,Neutral,0
OFF000005867,APP000039589,CAN00022006,JR00001967,2024-06-13,Pending,,,,INR,31900,Annual,0,0.05,CG000642,1.1,20000,29000,37000,Low,False,0,79.33,54.33,Neutral,3
OFF000005868,APP000039594,CAN00008008,JR00000959,2026-01-11,Accepted,2026-01-30,2026-03-03,,INR,13700,Annual,6000,0.0,CG000559,1.153,8000,11000,14000,Critical,True,1000,83.75,92.75,Hire,4
OFF000005869,APP000039595,CAN00020590,JR00001665,2024-01-10,Accepted,2024-01-30,2024-02-14,,BRL,631000,Annual,90000,0.5,CG000243,1.191,200000,505000,805000,High,True,30100,96.67,83.67,Strong Hire,3
OFF000005870,APP000039609,CAN00000457,JR00001257,2023-03-21,Accepted,2023-04-06,2023-04-06,,EUR,322000,Annual,25000,0.25,CG001078,1.09,160000,295000,425000,Low,False,0,72.0,41.0,Neutral,1
OFF000005871,APP000039610,CAN00020865,JR00000812,2026-01-31,Accepted,2026-02-12,2026-02-18,,AUD,137000,Annual,3000,0.08,CG000094,1.153,75000,110000,140000,High,True,10100,79.67,82.0,Neutral,3
OFF000005872,APP000039611,CAN00014080,JR00001386,2022-02-04,Accepted,2022-02-09,2022-03-12,,AUD,29900,Annual,0,0.0,CG000001,1.15,20000,26000,33000,Medium,False,0,100.0,66.25,Hire,4
OFF000005873,APP000039625,CAN00018411,JR00002355,2025-02-08,Accepted,2025-02-17,2025-04-22,,CAD,153000,Annual,10000,0.12,CG000284,1.089,92000,140000,190000,Low,False,0,89.5,50.25,Hire,4
OFF000005874,APP000039646,CAN00016673,JR00002306,2025-12-24,Accepted,2026-01-11,2026-03-22,,INR,31100,Annual,2500,0.05,CG000543,1.038,21000,30000,39000,Medium,False,0,55.0,84.0,Do Not Hire,1
OFF000005875,APP000039649,CAN00000092,JR00000600,2023-07-01,Pending,,,,INR,563000,Annual,30000,0.5,CG000594,1.158,180000,450000,715000,Critical,True,41700,84.33,93.33,Strong Hire,3
OFF000005876,APP000039650,CAN00017021,JR00000155,2024-08-01,Accepted,2024-08-09,2024-09-05,,USD,486000,Annual,48000,0.25,CG001645,1.139,220000,395000,575000,High,True,36000,71.0,80.0,Neutral,1
OFF000005877,APP000039659,CAN00010575,JR00002165,2022-11-27,Accepted,2022-12-11,2023-01-05,,USD,288000,Annual,6000,0.18,CG001626,1.141,155000,240000,325000,High,True,13700,76.0,85.33,Neutral,3
OFF000005878,APP000039662,CAN00017581,JR00001541,2023-03-20,Accepted,2023-03-26,2023-04-06,,INR,46800,Annual,6000,0.08,CG000670,1.115,28000,40000,52000,High,True,2200,64.75,83.0,Neutral,4
OFF000005879,APP000039669,CAN00010052,JR00001019,2024-04-27,Accepted,2024-05-16,2024-06-30,,GBP,761000,Annual,50000,0.4,CG001565,1.12,270000,680000,1090000,Medium,False,0,87.67,71.33,Hire,3
OFF000005880,APP000039671,CAN00009233,JR00001916,2021-08-19,Accepted,2021-08-30,2021-11-16,,CAD,211000,Annual,15000,0.18,CG000366,1.028,130000,205000,275000,Low,False,0,53.0,41.5,Do Not Hire,2
OFF000005881,APP000039672,CAN00023011,JR00001656,2025-05-26,Accepted,2025-06-01,2025-08-11,,EUR,352000,Annual,48000,0.25,CG000952,1.137,160000,295000,425000,High,True,16800,71.33,84.0,Neutral,3
OFF000005882,APP000039673,CAN00017852,JR00001441,2026-01-26,Accepted,2026-02-02,2026-02-18,,MXN,332000,Annual,75000,0.4,CG000908,1.072,125000,310000,490000,Low,False,0,71.33,46.33,Hire,3
OFF000005883,APP000039707,CAN00020808,JR00002215,2022-05-10,Accepted,2022-05-17,2022-06-08,,EUR,1039000,Annual,75000,0.5,CG001062,1.061,395000,980000,1570000,,False,0,64.5,53.0,Do Not Hire,2
OFF000005884,APP000039719,CAN00023326,JR00001332,2022-01-24,Accepted,2022-02-04,2022-04-22,,EUR,67700,Annual,6000,0.03,CG000416,1.131,43000,57000,72000,High,True,3200,65.0,55.0,Neutral,0
OFF000005885,APP000039720,CAN00008040,JR00000821,2021-09-05,Accepted,2021-09-11,2021-09-23,,EUR,27600,Annual,0,0.0,CG000406,1.062,20000,26000,33000,Medium,False,0,68.0,74.5,Neutral,2
OFF000005886,APP000039725,CAN00000541,JR00001985,2021-10-20,Accepted,2021-10-25,2022-01-15,,GBP,136000,Annual,3000,0.08,CG001516,1.174,78000,110000,145000,High,True,6500,87.5,88.5,Hire,2
OFF000005887,APP000039726,CAN00000738,JR00000133,2021-11-23,Accepted,2021-12-05,2022-02-13,,AUD,1078000,Annual,25000,0.5,CG000117,1.083,395000,995000,1590000,Medium,False,0,70.5,70.5,Neutral,2
OFF000005888,APP000039734,CAN00011792,JR00000398,2022-11-09,Declined,2022-11-13,,Location Constraint,INR,30800,Annual,0,0.03,CG000587,1.189,18000,24000,30000,High,True,2300,94.25,82.0,Strong Hire,4
OFF000005889,APP000039736,CAN00008368,JR00000581,2025-09-30,Pending,,,,AED,154000,Annual,15000,0.12,CG001400,1.098,93000,140000,190000,,False,0,80.33,50.67,Hire,3
OFF000005890,APP000039739,CAN00003880,JR00000133,2021-12-10,Accepted,2021-12-26,2022-01-30,,AUD,1139000,Annual,100000,0.5,CG000117,1.145,395000,995000,1590000,Low,False,0,96.0,64.0,Strong Hire,2
OFF000005891,APP000039741,CAN00011740,JR00001171,2022-03-05,Accepted,2022-03-12,2022-04-02,,INR,33100,Annual,5000,0.05,CG000651,1.142,20000,29000,37000,Medium,False,0,94.5,74.75,Strong Hire,4
OFF000005892,APP000039784,CAN00002473,JR00000306,2022-03-18,Accepted,2022-04-07,2022-05-12,,INR,62000,Annual,10000,0.12,CG000617,1.148,35000,54000,73000,,False,0,98.67,49.67,Hire,3
OFF000005893,APP000039787,CAN00021435,JR00002032,2025-02-21,Accepted,2025-03-01,2025-05-14,,CAD,1040000,Annual,25000,0.5,CG000387,1.061,395000,980000,1570000,,False,0,73.0,35.0,Neutral,2
OFF000005894,APP000039795,CAN00016261,JR00000823,2022-01-08,Declined,2022-01-11,,Accepted Another Offer,INR,56300,Annual,0,0.12,CG000653,1.062,34000,53000,71000,Medium,False,0,63.75,76.5,Neutral,4
OFF000005895,APP000039799,CAN00010974,JR00001462,2022-01-14,Accepted,2022-01-18,2022-02-27,,CAD,1301000,Annual,100000,0.5,CG000324,1.131,460000,1150000,1835000,Medium,False,0,97.0,80.0,Hire,1
OFF000005896,APP000039805,CAN00006365,JR00000550,2025-07-02,Accepted,2025-07-20,2025-08-15,,MXN,12200,Annual,0,0.0,CG000910,1.111,9000,11000,14000,,False,0,84.0,45.0,Hire,1
OFF000005897,APP000039809,CAN00000158,JR00001663,2024-03-24,Accepted,2024-03-30,2024-04-28,,INR,33700,Annual,2500,0.05,CG000615,1.124,21000,30000,39000,,False,0,91.25,54.0,Strong Hire,4
OFF000005898,APP000039810,CAN00005148,JR00000828,2021-04-08,Accepted,2021-04-19,2021-06-07,,USD,360000,Annual,15000,0.25,CG001690,1.03,195000,350000,510000,Low,False,0,61.0,59.0,Do Not Hire,3
OFF000005899,APP000039813,CAN00022461,JR00002233,2025-02-15,Accepted,2025-02-25,2025-04-01,,EUR,294000,Annual,40000,0.25,CG000520,1.03,155000,285000,415000,,False,0,50.0,67.0,Do Not Hire,2
OFF000005900,APP000039815,CAN00017619,JR00000166,2023-04-17,Accepted,2023-05-08,2023-05-28,,EUR,98500,Annual,0,0.05,CG000966,1.146,60000,86000,110000,Medium,False,0,96.5,74.5,Strong Hire,2
OFF000005901,APP000039821,CAN00014124,JR00001482,2024-12-18,Accepted,2024-12-22,2025-01-14,,GBP,132000,Annual,0,0.08,CG001570,1.198,74000,105000,135000,High,True,6300,98.33,90.67,Strong Hire,3
OFF000005902,APP000039830,CAN00019129,JR00000139,2024-02-21,Accepted,2024-03-07,2024-05-01,,USD,34400,Annual,0,0.0,CG001657,1.074,24000,32000,39000,Medium,False,0,66.0,75.0,Neutral,1
OFF000005903,APP000039838,CAN00003669,JR00001151,2021-08-28,Declined,2021-09-02,,Compensation Expectations,INR,90600,Annual,0,0.18,CG000636,1.147,52000,79000,105000,Medium,False,0,97.33,74.0,Hire,3
OFF000005904,APP000039842,CAN00013613,JR00000957,2023-07-04,Accepted,2023-07-14,2023-08-26,,INR,32100,Annual,0,0.05,CG000651,1.106,20000,29000,37000,Low,False,0,65.0,55.0,Neutral,0
OFF000005905,APP000039855,CAN00018305,JR00000389,2022-08-09,Accepted,2022-08-26,2022-09-13,,MXN,44100,Annual,3000,0.05,CG000822,1.166,25000,36000,47000,High,True,2100,97.0,85.33,Strong Hire,3
OFF000005906,APP000039872,CAN00014575,JR00000189,2024-11-19,Accepted,2024-11-27,2025-01-15,,INR,33300,Annual,2500,0.05,CG000651,1.149,20000,29000,37000,Medium,False,0,99.0,75.0,Strong Hire,1
OFF000005907,APP000039889,CAN00024776,JR00000170,2021-11-08,Accepted,2021-11-15,2022-01-27,,EUR,166000,Annual,5000,0.12,CG000446,1.147,95000,145000,195000,,False,0,98.0,35.0,Hire,1
OFF000005908,APP000039890,CAN00021665,JR00001847,2023-03-26,Accepted,2023-04-11,2023-05-06,,AUD,118000,Annual,5000,0.08,CG000040,1.119,73000,105000,135000,Medium,False,0,89.5,71.5,Hire,4
OFF000005909,APP000039894,CAN00000891,JR00001948,2022-01-26,Accepted,2022-02-06,2022-03-23,,AUD,207000,Annual,12000,0.12,CG000023,1.195,105000,160000,215000,High,True,15300,96.25,87.5,Strong Hire,4
OFF000005910,APP000039899,CAN00013798,JR00002465,2025-07-04,Accepted,2025-07-13,2025-07-23,,EUR,62700,Annual,2500,0.05,CG001308,1.045,42000,60000,78000,Medium,False,0,72.75,75.0,Hire,4
OFF000005911,APP000039909,CAN00009830,JR00000947,2022-05-31,Accepted,2022-06-17,2022-06-22,,INR,32700,Annual,2500,0.05,CG000552,1.091,21000,30000,39000,Low,False,0,75.67,47.67,Neutral,3
OFF000005912,APP000039914,CAN00011770,JR00002261,2025-08-27,Accepted,2025-09-13,2025-11-20,,EUR,63600,Annual,0,0.03,CG000443,1.116,43000,57000,72000,Low,False,0,96.5,51.25,Strong Hire,4
OFF000005913,APP000039915,CAN00014404,JR00001204,2023-02-06,Accepted,2023-02-17,2023-02-23,,AUD,37200,Annual,3000,0.0,CG000046,1.189,22000,29000,36000,High,True,2800,91.0,76.0,Strong Hire,1
OFF000005914,APP000039916,CAN00009976,JR00000203,2024-06-03,Accepted,2024-06-17,2024-07-19,,MXN,412000,Annual,30000,0.4,CG000836,1.156,135000,330000,530000,High,True,30500,65.0,55.0,Neutral,0
OFF000005915,APP000039917,CAN00009515,JR00000660,2023-12-31,Accepted,2024-01-03,2024-03-01,,INR,36600,Annual,3000,0.05,CG000615,1.184,21000,30000,39000,High,True,1100,95.0,83.75,Hire,4
OFF000005916,APP000039921,CAN00008409,JR00000285,2022-04-13,Pending,,,,EUR,312000,Annual,40000,0.25,CG001015,1.095,160000,285000,415000,,False,0,77.0,57.25,Hire,4
OFF000005917,APP000039927,CAN00003340,JR00000876,2021-10-08,Pending,,,,ZAR,555000,Annual,50000,0.5,CG001134,1.133,195000,490000,785000,Medium,False,0,92.5,80.0,Strong Hire,2
OFF000005918,APP000039930,CAN00008039,JR00001164,2026-01-07,Accepted,2026-01-13,2026-03-22,,INR,270000,Annual,75000,0.4,CG000620,1.101,99000,245000,395000,Low,False,0,65.0,55.0,Neutral,0
OFF000005919,APP000039935,CAN00007492,JR00001592,2023-01-26,Accepted,2023-02-11,2023-04-20,,ZAR,92300,Annual,5000,0.18,CG001086,1.086,55000,85000,115000,Low,False,0,76.0,48.33,Neutral,3
OFF000005920,APP000039961,CAN00006409,JR00000252,2022-01-18,Accepted,2022-01-23,2022-02-19,,JPY,638000,Annual,50000,0.4,CG000773,1.091,235000,585000,935000,Medium,False,0,65.0,55.0,Neutral,0
OFF000005921,APP000039963,CAN00021188,JR00000683,2022-08-22,Accepted,2022-09-08,2022-09-16,,INR,448000,Annual,50000,0.5,CG000585,1.106,160000,405000,645000,Low,False,0,84.75,58.25,Hire,4
OFF000005922,APP000039969,CAN00011296,JR00001481,2024-09-20,Accepted,2024-09-30,2024-11-20,,INR,113000,Annual,6000,0.18,CG000663,1.129,58000,89000,120000,High,True,12100,65.0,55.0,Neutral,0
OFF000005923,APP000039977,CAN00009080,JR00002366,2023-07-24,Accepted,2023-08-09,2023-09-15,,GBP,162000,Annual,15000,0.12,CG001544,1.046,100000,155000,210000,,False,0,57.0,60.0,Do Not Hire,3
OFF000005924,APP000039989,CAN00018079,JR00002160,2024-03-21,Accepted,2024-04-01,2024-06-12,,AUD,170000,Annual,15000,0.12,CG000122,1.031,110000,165000,225000,Medium,False,0,64.0,76.0,Neutral,1
OFF000005925,APP000039991,CAN00008481,JR00002133,2025-09-19,Accepted,2025-10-05,2025-11-29,,EUR,83900,Annual,5000,0.05,CG000984,1.089,54000,77000,100000,Low,False,0,76.25,46.25,Hire,4
OFF000005926,APP000039992,CAN00008059,JR00002452,2025-08-01,Accepted,2025-08-12,2025-10-29,,MXN,497000,Annual,75000,0.5,CG000927,1.093,180000,455000,730000,Low,False,0,79.33,56.67,Hire,3
OFF000005927,APP000040000,CAN00022926,JR00000252,2022-03-03,Accepted,2022-03-15,2022-04-25,,JPY,698000,Annual,30000,0.4,CG000773,1.104,235000,585000,935000,High,True,51700,75.5,83.0,Hire,2
OFF000005928,APP000040004,CAN00018224,JR00001526,2025-02-11,Accepted,2025-02-19,2025-04-20,,GBP,338000,Annual,15000,0.25,CG001501,1.073,175000,315000,455000,Low,False,0,68.5,57.0,Neutral,4
OFF000005929,APP000040005,CAN00022290,JR00000294,2024-06-23,Accepted,2024-07-10,2024-08-14,,MXN,104000,Annual,15000,0.18,CG000870,1.105,61000,94000,125000,Medium,False,0,81.0,75.33,Hire,3
OFF000005930,APP000040009,CAN00019694,JR00002030,2026-01-24,Accepted,2026-02-13,2026-04-11,,ZAR,132000,Annual,10000,0.25,CG001186,1.099,65000,120000,170000,Medium,False,0,80.0,70.0,Neutral,3
OFF000005931,APP000040013,CAN00024491,JR00001893,2025-05-02,Accepted,2025-05-13,2025-06-05,,AED,704000,Annual,60000,0.4,CG001430,1.199,230000,570000,915000,High,True,20500,100.0,77.0,Hire,1
OFF000005932,APP000040017,CAN00002507,JR00000876,2021-09-08,Accepted,2021-09-13,2021-12-05,,ZAR,541000,Annual,100000,0.5,CG001134,1.105,195000,490000,785000,Medium,False,0,79.67,82.0,Hire,3
OFF000005933,APP000040038,CAN00005695,JR00002076,2023-02-19,Accepted,2023-02-22,2023-05-02,,INR,13300,Annual,0,0.0,CG000559,1.118,8000,11000,14000,High,True,1000,66.33,87.33,Neutral,3
OFF000005934,APP000040045,CAN00016926,JR00001510,2025-11-07,Accepted,2025-11-10,2025-11-22,,AED,99900,Annual,0,0.08,CG001435,1.122,62000,89000,115000,Medium,False,0,91.67,67.33,Strong Hire,3
OFF000005935,APP000040053,CAN00000979,JR00000673,2024-05-12,Accepted,2024-05-30,2024-07-18,,AED,56100,Annual,5000,0.03,CG001424,1.122,37000,50000,62000,Low,False,0,88.33,61.0,Hire,3
OFF000005936,APP000040056,CAN00004400,JR00000509,2023-10-01,Accepted,2023-10-08,2023-12-23,,USD,191000,Annual,5000,0.12,CG001652,1.093,115000,175000,235000,Low,False,0,79.0,41.75,Hire,4
OFF000005937,APP000040058,CAN00021634,JR00001534,2021-12-04,Accepted,2021-12-06,2022-01-10,,CAD,344000,Annual,48000,0.25,CG000304,1.11,160000,295000,425000,High,True,16400,79.0,86.67,Hire,3
