succession_candidate_id,pool_id,worker_id,readiness,risk_of_loss,potential_rating,performance_rating,succession_rank,development_need,mobility_preference,last_reviewed_date,active_candidate_flag
SC00002408,SP000005,W00001349,Ready 1-2 Years,Medium,Exceptional,High,3,Executive Presence,Remote-first,2025-10-12,True
SC00002409,SP000002,W00000499,Ready Now,Low,High,Solid,1,Global Mobility,Local,2025-12-26,True
SC00002410,SP000003,W00001674,Ready 1-2 Years,Medium,Exceptional,High,3,People Leadership,Local,2026-03-21,True
SC00002411,SP000004,W00003092,Ready 1-2 Years,Medium,Exceptional,High,3,People Leadership,Remote-first,2026-03-07,True
SC00002412,SP000002,W00000736,Ready < 1 Year,Medium,Exceptional,High,5,Financial Acumen,Regional,2025-12-27,True
SC00002413,SP000004,W00002415,Ready < 1 Year,Low,High,Solid,5,People Leadership,Local,2026-01-01,True
SC00002414,SP000004,W00004807,Ready Now,Medium,High,High,4,Global Mobility,Local,2026-03-02,True
SC00002415,SP000005,W00003021,Ready < 1 Year,Medium,High,High,5,Financial Acumen,Regional,2025-11-19,True
SC00002416,SP000006,W00001724,Ready < 1 Year,Medium,Medium,Exceptional,4,GenAI Fluency,Global,2026-02-02,True
SC00002417,SP000009,W00001724,Ready < 1 Year,Medium,Medium,Exceptional,5,Global Mobility,Regional,2026-03-22,True
SC00002418,SP000006,W00001755,Ready 3+ Years,Low,Medium,High,4,Global Mobility,Local,2025-10-19,True
SC00002419,SP000001,W00001426,Ready < 1 Year,Medium,High,High,3,GenAI Fluency,Global,2026-02-19,True
SC00002420,SP000002,W00003901,Ready < 1 Year,Medium,High,Exceptional,2,Global Mobility,Regional,2025-11-11,True
SC00002421,SP000001,W00000893,Ready 1-2 Years,High,High,High,3,People Leadership,Regional,2025-10-15,True
SC00002422,SP000004,W00003332,Ready < 1 Year,High,High,High,5,Executive Presence,Local,2026-03-17,True
SC00002423,SP000001,W00003968,Ready < 1 Year,Low,High,Solid,2,Global Mobility,Local,2026-03-02,True
SC00002424,SP000001,W00002311,Ready < 1 Year,Medium,Exceptional,Exceptional,4,Financial Acumen,Global,2026-03-13,True
SC00002425,SP000002,W00002205,Ready < 1 Year,High,Exceptional,Exceptional,1,Strategic Thinking,Regional,2026-01-17,True
SC00002426,SP000001,W00001805,Ready 1-2 Years,Low,Medium,Exceptional,5,Strategic Thinking,Local,2026-03-10,True
SC00002427,SP000004,W00000962,Ready < 1 Year,High,High,Exceptional,4,Global Mobility,Global,2025-11-10,True
SC00002428,SP000005,W00003727,Ready Now,Low,High,Solid,4,Strategic Thinking,Local,2026-01-10,True
SC00002429,SP000008,W00003727,Ready Now,Low,High,Solid,5,Global Mobility,Local,2026-02-11,True
SC00002430,SP000003,W00003303,Ready 1-2 Years,Medium,Exceptional,High,3,Strategic Thinking,Regional,2026-03-23,True
SC00002431,SP000002,W00001408,Ready < 1 Year,High,Exceptional,High,5,GenAI Fluency,Local,2026-02-27,True
SC00002432,SP000009,W00001408,Ready < 1 Year,High,Exceptional,High,5,People Leadership,Local,2026-02-22,True
SC00002433,SP000006,W00000068,Ready < 1 Year,Medium,High,Exceptional,1,Financial Acumen,Regional,2026-01-15,True
SC00002434,SP000001,W00001647,Ready 3+ Years,Medium,Medium,High,3,GenAI Fluency,Local,2026-02-05,True
SC00002435,SP000007,W00001647,Ready 3+ Years,Medium,Medium,High,2,GenAI Fluency,Regional,2026-01-15,True
SC00002436,SP000002,W00001391,Ready < 1 Year,Medium,Medium,High,1,Executive Presence,Global,2025-11-12,True
SC00002437,SP000006,W00001036,Ready Now,Medium,Low,High,1,GenAI Fluency,Regional,2025-10-01,True
SC00002438,SP000002,W00002279,Ready < 1 Year,Medium,High,High,3,Strategic Thinking,Local,2026-01-20,True
SC00002439,SP000005,W00002546,Ready < 1 Year,Medium,High,High,1,Global Mobility,Global,2026-03-01,True
SC00002440,SP000002,W00001334,Ready 1-2 Years,Medium,Exceptional,Exceptional,4,Global Mobility,Remote-first,2026-02-23,True
SC00002441,SP000005,W00003202,Ready 3+ Years,Medium,Medium,High,5,Global Mobility,Local,2026-02-03,True
SC00002442,SP000001,W00004161,Ready 3+ Years,Medium,Low,Exceptional,4,Strategic Thinking,Global,2025-11-02,True
SC00002443,SP000002,W00002618,Ready 1-2 Years,Medium,High,Solid,4,People Leadership,Local,2026-01-10,True
SC00002444,SP000002,W00002157,Ready Now,Medium,Medium,High,2,People Leadership,Regional,2025-12-15,True
SC00002445,SP000005,W00001936,Ready Now,High,High,High,5,People Leadership,Local,2025-10-25,True
SC00002446,SP000006,W00000706,Ready 3+ Years,Medium,High,Solid,1,GenAI Fluency,Regional,2026-01-28,True
SC00002447,SP000001,W00001276,Ready < 1 Year,Medium,Exceptional,High,2,GenAI Fluency,Remote-first,2025-11-18,True
SC00002448,SP000002,W00000672,Ready 3+ Years,Low,High,Solid,3,GenAI Fluency,Global,2025-11-02,True
SC00002449,SP000002,W00001823,Ready 1-2 Years,Medium,Medium,High,3,Strategic Thinking,Global,2026-01-21,True
SC00002450,SP000002,W00002570,Ready 1-2 Years,Medium,High,Exceptional,4,Global Mobility,Remote-first,2026-02-03,True
SC00002451,SP000002,W00001947,Ready 1-2 Years,Medium,Low,High,2,Executive Presence,Local,2025-11-27,True
SC00002452,SP000006,W00000910,Ready 3+ Years,Low,Medium,Low,5,Executive Presence,Local,2026-01-21,True
SC00002453,SP000002,W00002658,Ready 3+ Years,Low,Medium,Exceptional,3,People Leadership,Global,2026-03-31,True
SC00002454,SP000007,W00002658,Ready 3+ Years,Low,Medium,Exceptional,2,Executive Presence,Local,2026-01-18,True
SC00002455,SP000005,W00004360,Ready 1-2 Years,Medium,High,Exceptional,3,Global Mobility,Local,2025-12-10,True
SC00002456,SP000005,W00002960,Ready < 1 Year,Medium,High,High,5,Strategic Thinking,Global,2025-10-02,True
SC00002457,SP000006,W00002370,Ready 3+ Years,Low,Medium,High,4,GenAI Fluency,Local,2026-01-04,True
SC00002458,SP000008,W00002370,Ready 3+ Years,Low,Medium,High,5,People Leadership,Local,2025-12-22,True
SC00002459,SP000002,W00002973,Ready < 1 Year,Medium,Medium,High,1,People Leadership,Global,2025-11-17,True
SC00002460,SP000006,W00004311,Ready < 1 Year,Medium,Exceptional,Exceptional,5,Financial Acumen,Regional,2026-03-14,True
SC00002461,SP000006,W00002355,Ready < 1 Year,Medium,High,High,2,Strategic Thinking,Regional,2025-10-31,True
SC00002462,SP000006,W00003254,Ready 1-2 Years,Medium,High,Solid,2,Executive Presence,Regional,2025-12-29,True
SC00002463,SP000006,W00002362,Ready 1-2 Years,Medium,Medium,High,3,Global Mobility,Regional,2025-10-09,True
SC00002464,SP000005,W00004657,Ready < 1 Year,Medium,Medium,High,3,Global Mobility,Global,2025-10-10,True
SC00002465,SP000005,W00000132,Ready 1-2 Years,Medium,High,Solid,3,GenAI Fluency,Local,2026-02-12,True
SC00002466,SP000003,W00002215,Ready 3+ Years,Low,High,Solid,3,GenAI Fluency,Local,2026-01-31,True
SC00002467,SP000008,W00002215,Ready 3+ Years,Low,High,Solid,2,People Leadership,Remote-first,2026-02-12,True
SC00002468,SP000006,W00001559,Ready 1-2 Years,Low,High,Solid,5,GenAI Fluency,Global,2025-12-08,True
SC00002469,SP000001,W00003552,Ready 3+ Years,Low,High,Solid,5,GenAI Fluency,Local,2026-03-31,True
SC00002470,SP000008,W00003552,Ready 3+ Years,Low,High,Solid,3,Strategic Thinking,Regional,2026-02-12,True
SC00002471,SP000005,W00004369,Ready 1-2 Years,Medium,Medium,High,2,GenAI Fluency,Remote-first,2025-12-13,True
SC00002472,SP000006,W00000226,Ready Now,Low,Medium,High,2,People Leadership,Local,2025-10-23,True
SC00002473,SP000002,W00002149,Ready 1-2 Years,Medium,High,Exceptional,4,People Leadership,Remote-first,2026-02-24,True
SC00002474,SP000004,W00001774,Ready < 1 Year,Medium,Exceptional,High,1,GenAI Fluency,Local,2026-02-05,True
SC00002475,SP000001,W00001763,Ready 1-2 Years,Low,High,Solid,4,Executive Presence,Local,2025-10-23,True
SC00002476,SP000001,W00001575,Ready Now,Medium,High,Exceptional,4,Financial Acumen,Regional,2026-02-02,True
SC00002477,SP000004,W00002937,Ready 1-2 Years,Low,Low,Exceptional,4,People Leadership,Regional,2025-10-15,True
SC00002478,SP000004,W00002299,Ready 1-2 Years,Medium,Medium,High,4,Executive Presence,Regional,2025-11-18,True
SC00002479,SP000006,W00000970,Ready 3+ Years,Medium,Low,High,2,Global Mobility,Local,2026-01-28,True
SC00002480,SP000002,W00004931,Ready 3+ Years,Low,Medium,High,4,Financial Acumen,Local,2025-11-06,True
SC00002481,SP000001,W00003827,Ready 1-2 Years,Medium,Medium,High,5,Financial Acumen,Local,2025-10-26,True
SC00002482,SP000001,W00003756,Ready 1-2 Years,Medium,Low,Exceptional,3,People Leadership,Local,2026-03-02,True
SC00002483,SP000002,W00002637,Ready Now,Medium,Medium,High,3,Strategic Thinking,Local,2026-03-05,True
SC00002484,SP000006,W00001696,Ready < 1 Year,Medium,Medium,High,3,People Leadership,Local,2026-02-26,True
SC00002485,SP000001,W00001583,Ready 1-2 Years,Medium,Exceptional,Exceptional,1,People Leadership,Remote-first,2026-03-10,True
SC00002486,SP000001,W00004871,Ready < 1 Year,Medium,Exceptional,High,2,Strategic Thinking,Regional,2025-11-14,True
SC00002487,SP000002,W00003229,Ready 1-2 Years,Low,Low,High,1,People Leadership,Remote-first,2025-11-01,True
SC00002488,SP000009,W00003229,Ready 1-2 Years,Low,Low,High,4,Financial Acumen,Local,2026-02-18,True
SC00002489,SP000006,W00004280,Ready < 1 Year,Medium,High,Exceptional,4,Executive Presence,Regional,2026-03-26,True
SC00002490,SP000002,W00004253,Ready < 1 Year,Medium,Exceptional,High,4,Strategic Thinking,Local,2026-01-20,True
SC00002491,SP000002,W00004167,Ready 3+ Years,Low,High,Low,1,Strategic Thinking,Local,2025-11-24,True
SC00002492,SP000001,W00001243,Ready < 1 Year,High,High,Exceptional,5,Financial Acumen,Remote-first,2026-03-22,True
SC00002493,SP000001,W00000321,Ready 1-2 Years,High,High,High,2,Executive Presence,Regional,2025-11-06,True
SC00002494,SP000007,W00000321,Ready 1-2 Years,High,High,High,2,Executive Presence,Local,2026-01-20,True
SC00002495,SP000002,W00000065,Ready 3+ Years,Low,High,Low,5,GenAI Fluency,Remote-first,2026-02-22,True
SC00002496,SP000001,W00004789,Ready Now,Medium,Exceptional,Exceptional,4,Global Mobility,Regional,2026-01-09,True
SC00002497,SP000002,W00001357,Ready 1-2 Years,Medium,Medium,High,5,Strategic Thinking,Local,2025-10-07,True
SC00002498,SP000007,W00001357,Ready 1-2 Years,Medium,Medium,High,3,Financial Acumen,Global,2026-01-20,True
SC00002499,SP000001,W00000153,Ready 1-2 Years,Medium,High,Solid,1,Financial Acumen,Regional,2025-11-25,True
SC00002500,SP000005,W00002286,Ready 3+ Years,,,,5,People Leadership,Regional,2026-02-10,True
SC00002501,SP000005,W00004306,Ready 3+ Years,Low,High,Solid,5,Global Mobility,Remote-first,2026-01-15,True
SC00002502,SP000008,W00004306,Ready 3+ Years,Low,High,Solid,2,Strategic Thinking,Regional,2025-11-11,True
SC00002503,SP000002,W00003499,Ready 1-2 Years,Medium,High,High,2,Financial Acumen,Local,2025-10-19,True
SC00002504,SP000006,W00002181,Ready 1-2 Years,Low,Medium,High,4,People Leadership,Global,2026-01-28,True
SC00002505,SP000002,W00002510,Ready 1-2 Years,High,Exceptional,High,2,Strategic Thinking,Regional,2026-01-26,True
SC00002506,SP000001,W00000413,Ready 1-2 Years,Medium,High,Solid,5,Strategic Thinking,Local,2026-03-16,True
SC00002507,SP000002,W00000976,Ready < 1 Year,Low,High,Solid,4,Financial Acumen,Global,2026-01-04,True
SC00002508,SP000003,W00003224,Ready 1-2 Years,Medium,Medium,High,4,Strategic Thinking,Remote-first,2026-03-18,True
SC00002509,SP000006,W00000956,Ready < 1 Year,High,High,High,5,People Leadership,Remote-first,2026-02-11,True
SC00002510,SP000002,W00004448,Ready < 1 Year,Medium,High,Solid,1,Global Mobility,Global,2025-11-22,True
SC00002511,SP000005,W00003556,Ready 1-2 Years,Medium,Exceptional,High,1,Financial Acumen,Local,2025-12-14,True
SC00002512,SP000005,W00002644,Ready < 1 Year,Low,Medium,High,4,Strategic Thinking,Remote-first,2026-02-14,True
SC00002513,SP000006,W00002911,Ready 3+ Years,Low,High,Solid,1,Executive Presence,Regional,2026-02-07,True
SC00002514,SP000001,W00004531,Ready < 1 Year,Low,Medium,Exceptional,4,GenAI Fluency,Local,2026-01-08,True
SC00002515,SP000007,W00004531,Ready < 1 Year,Low,Medium,Exceptional,4,Financial Acumen,Local,2026-01-10,True
SC00002516,SP000005,W00003964,Ready 3+ Years,Low,High,Low,5,People Leadership,Global,2026-01-27,True
SC00002517,SP000001,W00002947,Ready 1-2 Years,Low,Medium,Exceptional,1,People Leadership,Remote-first,2026-03-02,True
SC00002518,SP000005,W00002302,Ready 1-2 Years,Low,Low,Solid,4,GenAI Fluency,Regional,2025-12-19,True
SC00002519,SP000001,W00002686,Ready Now,Medium,High,Exceptional,5,Strategic Thinking,Local,2026-02-26,True
SC00002520,SP000007,W00002686,Ready Now,Medium,High,Exceptional,2,People Leadership,Global,2025-12-26,True
SC00002521,SP000005,W00004185,Ready Now,Medium,High,High,2,Executive Presence,Global,2026-03-20,True
SC00002522,SP000008,W00004185,Ready Now,Medium,High,High,1,Executive Presence,Local,2025-12-23,True
SC00002523,SP000005,W00003216,Ready 1-2 Years,Medium,Medium,High,3,Strategic Thinking,Regional,2025-10-17,True
SC00002524,SP000006,W00002270,Ready < 1 Year,Medium,Exceptional,Solid,3,Global Mobility,Global,2026-01-12,True
SC00002525,SP000009,W00002270,Ready < 1 Year,Medium,Exceptional,Solid,5,People Leadership,Remote-first,2025-12-11,True
SC00002526,SP000005,W00002949,Ready 3+ Years,Low,High,Solid,2,Executive Presence,Remote-first,2026-03-08,True
SC00002527,SP000001,W00001798,Ready < 1 Year,Medium,High,High,1,Global Mobility,Global,2026-02-19,True
SC00002528,SP000001,W00001424,Ready < 1 Year,Low,Medium,High,1,Executive Presence,Remote-first,2026-01-07,True
SC00002529,SP000002,W00000451,Ready < 1 Year,Medium,High,Solid,4,Financial Acumen,Local,2025-11-06,True
SC00002530,SP000002,W00001393,Ready < 1 Year,Medium,High,High,2,Financial Acumen,Local,2026-02-03,True
SC00002531,SP000002,W00004979,Ready Now,Medium,Medium,High,4,Strategic Thinking,Local,2026-01-28,True
SC00002532,SP000002,W00002182,Ready < 1 Year,Medium,High,High,3,GenAI Fluency,Remote-first,2025-11-30,True
SC00002533,SP000001,W00004276,Ready 3+ Years,Low,Medium,High,2,Executive Presence,Global,2025-10-30,True
SC00002534,SP000002,W00002290,Ready Now,Medium,High,Solid,1,People Leadership,Global,2026-02-16,True
SC00002535,SP000008,W00002290,Ready Now,Medium,High,Solid,2,GenAI Fluency,Global,2026-02-12,True
SC00002536,SP000002,W00002007,Ready < 1 Year,Medium,High,High,2,GenAI Fluency,Global,2025-12-03,True
SC00002537,SP000006,W00002000,Ready 1-2 Years,Medium,Exceptional,High,4,Strategic Thinking,Remote-first,2026-01-08,True
SC00002538,SP000001,W00002201,Ready 3+ Years,Medium,Medium,High,5,People Leadership,Remote-first,2026-03-24,True
SC00002539,SP000004,W00002857,Ready 3+ Years,Low,Medium,High,1,Financial Acumen,Remote-first,2026-03-10,True
SC00002540,SP000002,W00004110,Ready Now,Medium,Low,Exceptional,5,Financial Acumen,Regional,2025-10-06,True
SC00002541,SP000005,W00001678,Ready < 1 Year,Low,High,Solid,2,People Leadership,Local,2025-11-11,True
SC00002542,SP000001,W00000249,Ready Now,Medium,High,High,4,Strategic Thinking,Local,2026-02-06,True
SC00002543,SP000009,W00000249,Ready Now,Medium,High,High,2,People Leadership,Local,2025-12-22,True
SC00002544,SP000006,W00004898,Ready 1-2 Years,Medium,High,Solid,2,Strategic Thinking,Remote-first,2026-03-06,True
SC00002545,SP000009,W00004898,Ready 1-2 Years,Medium,High,Solid,1,Global Mobility,Regional,2026-01-22,True
SC00002546,SP000006,W00001618,Ready 1-2 Years,High,High,High,3,Global Mobility,Remote-first,2025-10-11,True
SC00002547,SP000009,W00001618,Ready 1-2 Years,High,High,High,3,Executive Presence,Global,2026-02-17,True
SC00002548,SP000001,W00001365,Ready 3+ Years,Medium,Medium,High,5,Financial Acumen,Regional,2026-01-27,True
SC00002549,SP000005,W00004761,Ready Now,Low,High,Solid,1,People Leadership,Global,2025-10-11,True
SC00002550,SP000002,W00000519,Ready 1-2 Years,Medium,Low,High,2,GenAI Fluency,Regional,2025-11-17,True
SC00002551,SP000007,W00000519,Ready 1-2 Years,Medium,Low,High,1,People Leadership,Remote-first,2025-10-02,True
SC00002552,SP000002,W00000127,Ready 1-2 Years,Medium,Medium,High,2,Strategic Thinking,Regional,2025-10-18,True
SC00002553,SP000006,W00000746,Ready Now,Medium,Exceptional,High,4,Strategic Thinking,Local,2025-12-04,True
SC00002554,SP000001,W00004239,Ready Now,Medium,High,Exceptional,3,Strategic Thinking,Global,2025-12-27,True
SC00002555,SP000005,W00004689,Ready Now,Medium,High,High,1,Global Mobility,Regional,2026-02-18,True
SC00002556,SP000009,W00004689,Ready Now,Medium,High,High,3,Executive Presence,Remote-first,2025-11-12,True
SC00002557,SP000003,W00000748,Ready 1-2 Years,Medium,Exceptional,Exceptional,2,Global Mobility,Local,2026-01-04,True
SC00002558,SP000001,W00002602,Ready 3+ Years,Low,Medium,High,1,Strategic Thinking,Local,2026-01-21,True
SC00002559,SP000005,W00004143,Ready < 1 Year,Low,Medium,High,1,Global Mobility,Local,2025-11-14,True
SC00002560,SP000001,W00003649,Ready 3+ Years,Low,Medium,High,3,GenAI Fluency,Remote-first,2025-11-20,True
SC00002561,SP000005,W00001136,Ready < 1 Year,Medium,Medium,High,4,GenAI Fluency,Regional,2025-11-14,True
SC00002562,SP000002,W00004037,Ready 3+ Years,,,,2,Global Mobility,Local,2025-10-28,True
SC00002563,SP000004,W00002457,Ready 1-2 Years,Low,High,Solid,1,Financial Acumen,Local,2026-01-07,True
SC00002564,SP000001,W00003490,Ready < 1 Year,Medium,High,Solid,3,Global Mobility,Regional,2026-01-13,True
SC00002565,SP000001,W00001657,Ready Now,High,Exceptional,High,4,Strategic Thinking,Global,2025-10-19,True
SC00002566,SP000002,W00002959,Ready < 1 Year,Medium,Exceptional,High,1,Executive Presence,Global,2025-10-20,True
SC00002567,SP000002,W00000063,Ready 1-2 Years,Medium,Exceptional,High,4,People Leadership,Regional,2026-03-04,True
SC00002568,SP000001,W00004200,Ready 3+ Years,Medium,High,Solid,5,People Leadership,Regional,2026-03-03,True
SC00002569,SP000001,W00004111,Ready < 1 Year,High,High,Exceptional,5,Executive Presence,Regional,2026-01-19,True
SC00002570,SP000009,W00004111,Ready < 1 Year,High,High,Exceptional,5,Strategic Thinking,Local,2025-10-17,True
SC00002571,SP000006,W00004251,Ready Now,Medium,Exceptional,High,2,Strategic Thinking,Regional,2025-10-19,True
SC00002572,SP000002,W00001840,Ready 1-2 Years,Medium,Medium,High,4,Executive Presence,Regional,2026-01-20,True
SC00002573,SP000002,W00002997,Ready < 1 Year,Medium,Low,High,1,Executive Presence,Global,2025-11-15,True
SC00002574,SP000002,W00002114,Ready < 1 Year,Medium,High,Solid,3,Strategic Thinking,Local,2025-12-09,True
SC00002575,SP000002,W00003619,Ready 1-2 Years,Medium,Medium,High,1,GenAI Fluency,Regional,2026-02-25,True
SC00002576,SP000001,W00001295,Ready 1-2 Years,Low,Medium,High,3,Financial Acumen,Local,2026-03-01,True
SC00002577,SP000003,W00001383,Ready < 1 Year,Low,Low,High,5,Executive Presence,Global,2025-10-10,True
SC00002578,SP000009,W00001383,Ready < 1 Year,Low,Low,High,2,Strategic Thinking,Regional,2026-03-16,True
SC00002579,SP000001,W00000782,Ready < 1 Year,Medium,Exceptional,Exceptional,1,Strategic Thinking,Regional,2025-10-03,True
SC00002580,SP000001,W00002901,Ready < 1 Year,Medium,High,High,5,Financial Acumen,Regional,2026-02-06,True
SC00002581,SP000006,W00003155,Ready < 1 Year,High,High,High,2,Global Mobility,Local,2025-10-31,True
SC00002582,SP000002,W00001579,Ready 3+ Years,Medium,Medium,High,5,People Leadership,Local,2025-10-25,True
SC00002583,SP000002,W00001179,Ready < 1 Year,Low,Medium,High,5,Global Mobility,Local,2026-02-18,True
SC00002584,SP000001,W00000194,Ready < 1 Year,Medium,High,Exceptional,4,People Leadership,Regional,2026-02-07,True
SC00002585,SP000006,W00000788,Ready < 1 Year,Medium,High,High,5,People Leadership,Regional,2025-11-10,True
SC00002586,SP000009,W00000788,Ready < 1 Year,Medium,High,High,5,Strategic Thinking,Global,2025-10-05,True
SC00002587,SP000001,W00003108,Ready < 1 Year,Low,High,Solid,5,GenAI Fluency,Remote-first,2026-02-28,True
SC00002588,SP000002,W00004896,Ready < 1 Year,Medium,Exceptional,High,2,Financial Acumen,Local,2026-03-15,True
SC00002589,SP000004,W00000151,Ready 1-2 Years,Medium,High,Solid,1,Executive Presence,Regional,2026-03-09,True
SC00002590,SP000006,W00003983,Ready 1-2 Years,Medium,Medium,Exceptional,1,Strategic Thinking,Local,2025-12-03,True
SC00002591,SP000002,W00001430,Ready 1-2 Years,Low,High,Solid,2,Global Mobility,Local,2025-11-01,True
SC00002592,SP000001,W00003116,Ready 1-2 Years,Low,Medium,Exceptional,5,GenAI Fluency,Local,2025-10-28,True
SC00002593,SP000004,W00000022,Ready < 1 Year,Medium,Exceptional,Exceptional,5,Global Mobility,Local,2026-03-12,True
SC00002594,SP000005,W00000552,Ready Now,Medium,High,High,5,Global Mobility,Remote-first,2026-03-22,True
SC00002595,SP000009,W00000552,Ready Now,Medium,High,High,4,Global Mobility,Global,2026-02-26,True
SC00002596,SP000002,W00002008,Ready < 1 Year,Medium,High,Solid,2,Strategic Thinking,Remote-first,2026-01-15,True
SC00002597,SP000003,W00002261,Ready 1-2 Years,Medium,Medium,Exceptional,5,Global Mobility,Local,2026-02-12,True
SC00002598,SP000008,W00002261,Ready 1-2 Years,Medium,Medium,Exceptional,5,Financial Acumen,Global,2025-12-11,True
SC00002599,SP000005,W00002732,Ready 1-2 Years,Low,High,Solid,3,Executive Presence,Regional,2026-01-02,True
SC00002600,SP000001,W00004691,Ready < 1 Year,Medium,Exceptional,High,2,Financial Acumen,Remote-first,2025-12-19,True
SC00002601,SP000009,W00004691,Ready < 1 Year,Medium,Exceptional,High,5,Global Mobility,Regional,2026-01-03,True
SC00002602,SP000006,W00004690,Ready 1-2 Years,Medium,Exceptional,High,5,People Leadership,Remote-first,2026-02-26,True
SC00002603,SP000002,W00004513,Ready < 1 Year,Medium,High,High,1,GenAI Fluency,Local,2026-01-08,True
SC00002604,SP000003,W00002993,Ready 1-2 Years,Medium,High,High,3,Global Mobility,Local,2026-02-25,True
SC00002605,SP000002,W00004289,Ready 3+ Years,Low,Medium,High,5,Strategic Thinking,Regional,2025-10-27,True
SC00002606,SP000008,W00004289,Ready 3+ Years,Low,Medium,High,3,Executive Presence,Global,2026-01-11,True
SC00002607,SP000001,W00003235,Ready 1-2 Years,Medium,Exceptional,High,3,Financial Acumen,Local,2025-12-09,True
SC00002608,SP000008,W00003235,Ready 1-2 Years,Medium,Exceptional,High,4,People Leadership,Local,2026-02-28,True
SC00002609,SP000003,W00001619,Ready 1-2 Years,Medium,Low,Exceptional,4,People Leadership,Regional,2025-11-28,True
SC00002610,SP000002,W00001699,Ready 1-2 Years,Medium,High,Solid,2,Strategic Thinking,Global,2026-03-24,True
SC00002611,SP000004,W00000953,Ready 3+ Years,Medium,Medium,High,4,Strategic Thinking,Local,2026-01-24,True
SC00002612,SP000006,W00003416,Ready < 1 Year,Medium,High,High,1,Financial Acumen,Regional,2026-03-26,True
SC00002613,SP000009,W00003416,Ready < 1 Year,Medium,High,High,2,Global Mobility,Local,2026-03-04,True
SC00002614,SP000005,W00000639,Ready < 1 Year,Medium,Exceptional,Solid,2,Financial Acumen,Regional,2025-10-07,True
SC00002615,SP000002,W00000989,Ready < 1 Year,Medium,High,High,1,Strategic Thinking,Local,2025-12-16,True
SC00002616,SP000001,W00002562,Ready < 1 Year,Medium,High,High,3,People Leadership,Regional,2025-12-30,True
SC00002617,SP000008,W00002562,Ready < 1 Year,Medium,High,High,5,GenAI Fluency,Regional,2025-11-01,True
SC00002618,SP000002,W00001912,Ready 1-2 Years,Medium,Medium,High,4,Financial Acumen,Regional,2025-11-12,True
SC00002619,SP000009,W00001912,Ready 1-2 Years,Medium,Medium,High,3,GenAI Fluency,Global,2025-11-15,True
SC00002620,SP000002,W00004699,Ready 3+ Years,Low,Medium,High,3,Financial Acumen,Regional,2025-10-09,True
SC00002621,SP000006,W00003415,Ready < 1 Year,Medium,High,Exceptional,2,Global Mobility,Local,2025-12-29,True
SC00002622,SP000008,W00003415,Ready < 1 Year,Medium,High,Exceptional,5,Strategic Thinking,Global,2026-03-28,True
SC00002623,SP000002,W00003419,Ready 1-2 Years,Low,High,Solid,2,Executive Presence,Local,2025-11-28,True
SC00002624,SP000001,W00003951,Ready < 1 Year,Medium,Medium,High,5,Strategic Thinking,Global,2025-11-02,True
SC00002625,SP000008,W00003951,Ready < 1 Year,Medium,Medium,High,2,People Leadership,Local,2025-11-05,True
SC00002626,SP000001,W00000670,Ready < 1 Year,Medium,Medium,High,2,People Leadership,Global,2026-02-05,True
SC00002627,SP000008,W00000670,Ready < 1 Year,Medium,Medium,High,2,Global Mobility,Remote-first,2025-10-11,True
SC00002628,SP000001,W00004778,Ready 3+ Years,Low,High,Solid,2,Strategic Thinking,Regional,2025-10-28,True
SC00002629,SP000007,W00004778,Ready 3+ Years,Low,High,Solid,5,Global Mobility,Remote-first,2026-01-18,True
SC00002630,SP000001,W00002491,Ready < 1 Year,Low,Exceptional,Solid,4,Strategic Thinking,Local,2025-11-13,True
SC00002631,SP000008,W00002491,Ready < 1 Year,Low,Exceptional,Solid,1,GenAI Fluency,Local,2025-11-29,True
SC00002632,SP000002,W00003126,Ready < 1 Year,Medium,Exceptional,High,3,Executive Presence,Local,2025-10-18,True
SC00002633,SP000001,W00001051,Ready 1-2 Years,Low,High,Solid,5,Financial Acumen,Global,2025-11-18,True
SC00002634,SP000008,W00001051,Ready 1-2 Years,Low,High,Solid,2,Strategic Thinking,Remote-first,2026-01-26,True
SC00002635,SP000004,W00002315,Ready Now,Medium,High,High,2,Strategic Thinking,Regional,2025-11-13,True
SC00002636,SP000002,W00004460,Ready 3+ Years,Low,Low,High,4,Global Mobility,Global,2025-12-19,True
SC00002637,SP000002,W00001804,Ready < 1 Year,Low,High,Solid,1,People Leadership,Global,2026-01-26,True
SC00002638,SP000002,W00003392,Ready < 1 Year,Low,Medium,High,3,GenAI Fluency,Global,2025-11-27,True
SC00002639,SP000006,W00004108,Ready 1-2 Years,Low,High,Solid,1,GenAI Fluency,Local,2026-03-10,True
SC00002640,SP000002,W00001897,Ready 1-2 Years,Medium,Medium,High,4,GenAI Fluency,Regional,2025-12-07,True
SC00002641,SP000008,W00001897,Ready 1-2 Years,Medium,Medium,High,4,Financial Acumen,Global,2026-01-18,True
SC00002642,SP000001,W00002057,Ready < 1 Year,Medium,High,High,1,Executive Presence,Global,2026-03-25,True
SC00002643,SP000005,W00004451,Ready 3+ Years,Low,High,Solid,2,Strategic Thinking,Local,2026-02-15,True
SC00002644,SP000002,W00001873,Ready Now,Medium,High,High,5,Strategic Thinking,Global,2025-10-13,True
SC00002645,SP000002,W00003220,Ready < 1 Year,Medium,High,High,1,Strategic Thinking,Remote-first,2025-11-25,True
SC00002646,SP000005,W00000275,Ready < 1 Year,Medium,Exceptional,High,3,People Leadership,Local,2025-10-04,True
