talent_review_id,worker_id,performance_review_id,review_year,performance_category,potential_category,nine_box_position,promotion_readiness,succession_candidate,ready_now_successor,critical_role,retention_risk,flight_risk,promotion_count_to_date,promotion_velocity,recent_manager_changes,compa_ratio,gen_ai_impact_level,gen_ai_role_category,gen_ai_premium_applied,completed_learning_count,gen_ai_learning_count,certifications_earned,learning_hours_completed,completed_pdp_count,active_pdp_count,ai_focused_pdp_count
TR00011933,W00003623,PR00012834,2022,Solid,Low,Solid Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,0,1.068,Medium,AI-Augmented Professional,False,3,1,0,12.24,0,0,0
TR00011934,W00003623,PR00012835,2023,Solid,Low,Solid Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,0,1.068,Medium,AI-Augmented Professional,False,3,1,0,12.24,1,0,0
TR00011935,W00003623,PR00012836,2024,High,Medium,High Professional,Ready in 1 Year,True,False,False,Low,Low,0,None,0,1.068,Medium,AI-Augmented Professional,False,4,1,0,16.04,2,0,0
TR00011936,W00003623,PR00012837,2025,Low,Medium,Performance Risk,Ready in 2 Years,False,False,False,Low,Low,1,Moderate,1,1.068,Medium,AI-Augmented Professional,False,5,1,0,21.68,3,0,0
TR00011937,W00003624,PR00012838,2021,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,1,0.988,Medium,AI-Augmented Professional,False,1,1,0,7.92,0,0,0
TR00011938,W00003624,PR00012839,2022,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,0,None,1,0.988,Medium,AI-Augmented Professional,False,2,1,0,10.65,1,0,0
TR00011939,W00003624,PR00012840,2023,Low,High,Inconsistent Potential,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.988,Medium,AI-Augmented Professional,False,6,2,1,53.77,1,0,0
TR00011940,W00003624,PR00012841,2024,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,0,0.988,Medium,AI-Augmented Professional,False,6,2,1,53.77,1,0,0
TR00011941,W00003624,PR00012842,2025,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,0,None,2,0.988,Medium,AI-Augmented Professional,False,8,3,1,64.31,1,0,0
TR00011942,W00003625,PR00012843,2021,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Low,Low,0,None,1,1.175,Medium,AI-Augmented Professional,True,1,0,0,4.8,0,1,0
TR00011943,W00003625,PR00012844,2022,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,False,Low,Low,0,None,3,1.175,Medium,AI-Augmented Professional,True,3,1,0,14.46,1,1,0
TR00011944,W00003625,PR00012845,2023,Low,High,Inconsistent Potential,Ready in 2 Years,False,False,False,Low,Low,0,None,2,1.175,Medium,AI-Augmented Professional,True,5,2,0,27.84,1,1,0
TR00011945,W00003625,PR00012846,2024,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,0,1.175,Medium,AI-Augmented Professional,True,7,2,0,37.14,1,2,0
TR00011946,W00003625,PR00012847,2025,Solid,High,Emerging Talent,Ready in 1 Year,True,False,False,Low,Low,0,None,0,1.175,Medium,AI-Augmented Professional,True,7,2,0,37.14,1,2,0
TR00011947,W00003626,PR00012848,2023,Solid,High,Emerging Talent,Ready in 2 Years,False,False,False,Low,Low,0,None,1,0.974,Medium,AI-Augmented Professional,False,2,1,1,10.94,0,1,0
TR00011948,W00003626,PR00012849,2024,Low,High,Inconsistent Potential,Ready in 2 Years,False,False,False,Low,Low,1,Moderate,1,0.974,Medium,AI-Augmented Professional,False,2,1,1,10.94,0,2,0
TR00011949,W00003626,PR00012850,2025,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,1,Moderate,1,0.974,Medium,AI-Augmented Professional,False,3,1,1,13.64,1,2,0
TR00011950,W00003627,PR00012851,2021,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.8,Medium,AI-Augmented Professional,False,2,0,0,6.57,0,0,0
TR00011951,W00003627,PR00012852,2022,Solid,High,Emerging Talent,Ready in 1 Year,True,False,False,Medium,High,0,None,0,0.8,Medium,AI-Augmented Professional,False,2,0,0,6.57,0,1,0
TR00011952,W00003627,PR00012853,2023,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,1,0.8,Medium,AI-Augmented Professional,False,4,0,0,14.41,0,2,0
TR00011953,W00003627,PR00012854,2024,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,False,Medium,High,0,None,1,0.8,Medium,AI-Augmented Professional,False,4,0,0,14.41,1,2,0
TR00011954,W00003627,PR00012855,2025,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,1,Slow,0,0.8,Medium,AI-Augmented Professional,False,4,0,0,14.41,1,3,0
TR00011955,W00003628,PR00012857,2023,Low,Low,Performance Risk,Ready in 2 Years,False,False,True,Medium,High,1,Fast,2,0.815,High,AI Builder,False,3,1,0,11.23,0,0,0
TR00011956,W00003628,PR00012858,2024,Solid,Exceptional,Emerging Talent,Ready in 2 Years,False,False,True,High,High,2,Fast,2,0.815,High,AI Builder,False,4,1,0,14.14,0,1,0
TR00011957,W00003628,PR00012859,2025,High,Exceptional,Top Talent,Ready in 2 Years,True,False,True,High,High,2,Fast,1,0.815,High,AI Builder,False,4,1,0,14.14,0,2,0
TR00011958,W00003629,PR00012860,2021,High,Medium,High Professional,Ready in 2 Years,False,False,False,Low,Realized Attrition,1,Fast,0,0.963,Medium,AI-Augmented Professional,False,0,0,0,0.0,0,0,0
TR00011959,W00003630,PR00012861,2021,High,Medium,High Professional,Ready in 3+ Years,False,False,True,Medium,Medium,0,None,0,1.128,High,AI Builder,True,2,2,0,11.22,0,1,1
TR00011960,W00003630,PR00012862,2022,Exceptional,Exceptional,Top Talent,Ready in 2 Years,True,False,True,Medium,High,1,Moderate,0,1.128,High,AI Builder,True,3,3,0,14.86,1,1,1
TR00011961,W00003630,PR00012863,2023,Solid,Medium,Core Contributor,Ready Now,False,False,True,Low,Low,2,Fast,0,1.128,High,AI Builder,True,4,3,1,24.06,1,2,1
TR00011962,W00003630,PR00012864,2024,High,Medium,High Professional,Ready in 2 Years,False,False,True,Medium,Medium,2,Moderate,0,1.128,High,AI Builder,True,5,3,1,29.88,1,3,1
TR00011963,W00003630,PR00012865,2025,Low,Medium,Performance Risk,Ready in 2 Years,False,False,True,Low,Low,3,Fast,1,1.128,High,AI Builder,True,6,3,1,32.79,2,3,1
TR00011964,W00003631,PR00012867,2022,Solid,Medium,Core Contributor,Ready Now,False,False,False,Low,Low,0,None,0,0.921,Medium,AI-Augmented Professional,False,1,1,0,7.84,0,0,0
TR00011965,W00003631,PR00012868,2023,Exceptional,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,0,None,0,0.921,Medium,AI-Augmented Professional,False,2,1,0,10.84,1,0,0
TR00011966,W00003631,PR00012869,2024,Exceptional,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,0,None,0,0.921,Medium,AI-Augmented Professional,False,4,1,0,22.48,1,1,0
TR00011967,W00003631,PR00012870,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.921,Medium,AI-Augmented Professional,False,6,2,0,34.36,1,1,0
TR00011968,W00003632,PR00012871,2021,Solid,High,Emerging Talent,Ready in 2 Years,False,False,False,Low,Low,0,None,0,1.073,Low,AI User,False,1,0,0,1.92,0,1,0
TR00011969,W00003632,PR00012872,2022,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,0,1.073,Low,AI User,False,1,0,0,1.92,0,2,0
TR00011970,W00003632,PR00012873,2023,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.073,Low,AI User,False,2,0,0,9.6,1,2,1
TR00011971,W00003632,PR00012874,2024,Exceptional,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,0,None,0,1.073,Low,AI User,False,5,2,1,31.7,2,2,1
TR00011972,W00003632,PR00012875,2025,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,0,1.073,Low,AI User,False,6,2,1,39.3,2,2,1
TR00011973,W00003633,PR00012876,2025,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,1,Fast,3,0.968,Medium,AI-Augmented Professional,False,2,0,0,5.43,0,1,0
TR00011974,W00003636,PR00012877,2022,High,Exceptional,Top Talent,Ready in 2 Years,True,False,True,Medium,High,0,None,0,1.216,Critical,AI Builder,True,0,0,0,0.0,0,1,0
TR00011975,W00003636,PR00012879,2024,Solid,High,Emerging Talent,Ready in 2 Years,False,False,True,Medium,High,1,Moderate,2,1.216,Critical,AI Builder,True,3,1,1,17.58,0,1,0
TR00011976,W00003636,PR00012880,2025,High,Medium,High Professional,Ready in 3+ Years,False,False,True,Medium,Medium,1,Moderate,1,1.216,Critical,AI Builder,True,5,3,1,30.8,0,1,1
TR00011977,W00003637,PR00012881,2023,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,0,1.055,Medium,AI-Augmented Professional,False,2,1,0,7.86,0,0,0
TR00011978,W00003637,PR00012882,2024,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,0,None,0,1.055,Medium,AI-Augmented Professional,False,4,2,1,21.84,0,1,0
TR00011979,W00003637,PR00012883,2025,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.055,Medium,AI-Augmented Professional,False,6,2,1,29.54,0,2,0
TR00011980,W00003638,PR00012884,2022,Low,Low,Performance Risk,Ready in 3+ Years,False,False,True,Medium,High,0,None,0,0.868,High,AI Builder,False,1,1,0,5.88,0,0,0
TR00011981,W00003638,PR00012885,2023,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,True,Medium,High,0,None,0,0.868,High,AI Builder,False,1,1,0,5.88,0,0,0
TR00011982,W00003638,PR00012886,2024,High,High,Top Talent,Ready in 1 Year,True,False,True,High,High,0,None,1,0.868,High,AI Builder,False,4,3,0,20.25,1,0,0
TR00011983,W00003638,PR00012887,2025,Exceptional,Exceptional,Top Talent,Ready in 1 Year,True,False,True,High,High,0,None,1,0.868,High,AI Builder,False,6,3,0,25.93,1,0,0
TR00011984,W00003639,PR00012888,2021,High,High,Top Talent,Ready in 2 Years,True,False,True,High,High,0,None,0,0.956,High,AI Product / Transformation,False,1,1,1,9.3,1,0,0
TR00011985,W00003639,PR00012889,2022,Exceptional,Low,Expert Contributor,Ready in 3+ Years,False,False,True,Medium,Medium,0,None,0,0.956,High,AI Product / Transformation,False,2,1,2,19.0,2,0,1
TR00011986,W00003639,PR00012890,2023,High,High,Top Talent,Ready in 1 Year,True,False,True,High,High,1,Slow,0,0.956,High,AI Product / Transformation,False,4,3,3,32.22,3,0,1
TR00011987,W00003639,PR00012891,2024,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,True,Low,Low,1,Slow,0,0.956,High,AI Product / Transformation,False,6,4,3,41.9,3,1,1
TR00011988,W00003639,PR00012892,2025,Solid,Exceptional,Emerging Talent,Ready in 2 Years,False,False,True,Medium,High,1,Slow,0,0.956,High,AI Product / Transformation,False,8,5,3,54.62,3,1,1
TR00011989,W00003641,PR00012895,2024,Solid,High,Emerging Talent,Ready in 2 Years,False,False,True,Low,Low,0,None,0,1.246,Medium,AI Governance,True,4,3,0,21.93,1,0,0
TR00011990,W00003641,PR00012896,2025,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,0,None,1,1.246,Medium,AI Governance,True,6,3,0,32.48,2,0,0
TR00011991,W00003642,PR00012897,2023,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,0,0.854,Medium,AI-Augmented Professional,False,1,0,0,2.76,0,1,0
TR00011992,W00003642,PR00012898,2024,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,False,Medium,High,0,None,1,0.854,Medium,AI-Augmented Professional,False,2,1,0,6.4,0,1,0
TR00011993,W00003642,PR00012899,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,1,0.854,Medium,AI-Augmented Professional,False,3,2,0,11.98,0,1,0
TR00011994,W00003643,PR00012900,2021,Solid,Exceptional,Emerging Talent,Ready in 2 Years,False,False,True,Medium,High,0,None,0,0.837,High,AI Governance,False,0,0,0,0.0,0,1,0
TR00011995,W00003643,PR00012902,2023,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,True,Medium,High,0,None,0,0.837,High,AI Governance,False,1,0,0,5.58,0,2,0
TR00011996,W00003643,PR00012903,2024,High,Medium,High Professional,Ready in 3+ Years,False,False,True,Medium,High,0,None,0,0.837,High,AI Governance,False,3,2,1,20.96,0,3,1
TR00011997,W00003643,PR00012904,2025,Solid,Low,Solid Contributor,Ready in 3+ Years,False,False,True,Medium,High,0,None,0,0.837,High,AI Governance,False,6,4,3,47.59,1,3,1
TR00011998,W00003644,PR00012905,2021,Exceptional,Low,Expert Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.925,Medium,AI-Augmented Professional,False,2,1,1,21.42,0,0,1
TR00011999,W00003644,PR00012907,2023,High,Medium,High Professional,Ready in 2 Years,False,False,False,Low,Low,4,Fast,0,0.925,Medium,AI-Augmented Professional,False,3,1,1,25.42,0,0,1
TR00012000,W00003644,PR00012908,2024,High,Medium,High Professional,Ready Now,True,True,False,Low,Low,5,Fast,1,0.925,Medium,AI-Augmented Professional,False,3,1,1,25.42,1,0,1
TR00012001,W00003644,PR00012909,2025,High,Medium,High Professional,Ready in 1 Year,True,False,False,Low,Low,5,Fast,1,0.925,Medium,AI-Augmented Professional,False,5,1,1,35.78,2,0,1
TR00012002,W00003645,PR00012911,2023,High,High,Top Talent,Ready in 2 Years,True,False,True,High,High,2,Fast,1,0.884,High,AI Risk / Compliance,False,0,0,0,0.0,0,0,0
TR00012003,W00003645,PR00012913,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,True,Medium,High,3,Fast,0,0.884,High,AI Risk / Compliance,False,1,0,0,4.95,0,1,0
TR00012004,W00003646,PR00012914,2024,Low,Medium,Performance Risk,Ready in 2 Years,False,False,True,Medium,High,0,None,0,0.866,High,AI Builder,False,2,0,0,5.55,1,0,0
TR00012005,W00003646,PR00012915,2025,Solid,Low,Solid Contributor,Ready in 3+ Years,False,False,True,Medium,High,0,None,1,0.866,High,AI Builder,False,4,0,0,16.0,1,0,1
TR00012006,W00003647,PR00012916,2024,Solid,Low,Solid Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,1,1.033,Medium,AI-Augmented Professional,False,3,2,0,14.16,0,0,0
TR00012007,W00003647,PR00012917,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,2,1.033,Medium,AI-Augmented Professional,False,4,2,0,16.95,0,0,0
TR00012008,W00003648,PR00012918,2021,High,Medium,High Professional,Ready in 2 Years,False,False,False,Low,Low,0,None,0,0.952,Low,AI User,False,2,0,0,8.7,0,0,0
TR00012009,W00003648,PR00012919,2022,Solid,Medium,Core Contributor,Ready Now,False,False,False,Low,Low,0,None,0,0.952,Low,AI User,False,4,0,0,17.22,0,0,0
TR00012010,W00003648,PR00012920,2023,High,Low,Expert Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,1,0.952,Low,AI User,False,5,0,0,19.12,0,0,0
TR00012011,W00003648,PR00012921,2024,High,Medium,High Professional,Ready in 2 Years,False,False,False,Low,Low,0,None,1,0.952,Low,AI User,False,7,1,0,31.22,0,0,1
TR00012012,W00003648,PR00012922,2025,Solid,Exceptional,Emerging Talent,Ready in 3+ Years,False,False,False,Low,Low,2,Moderate,0,0.952,Low,AI User,False,8,2,0,37.22,0,1,1
TR00012013,W00003649,PR00012923,2025,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Low,Low,0,None,1,1.005,Medium,AI-Augmented Professional,True,1,0,0,3.0,0,0,0
TR00012014,W00003650,PR00012924,2021,High,Medium,High Professional,Ready in 2 Years,False,False,False,Low,Low,0,None,1,1.055,Low,AI User,False,1,0,0,2.73,1,0,0
TR00012015,W00003650,PR00012925,2022,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,1,Slow,1,1.055,Low,AI User,False,3,0,1,22.62,2,0,0
TR00012016,W00003650,PR00012926,2023,Low,Medium,Performance Risk,Ready in 2 Years,False,False,False,Low,Low,1,Slow,0,1.055,Low,AI User,False,4,0,1,28.26,3,0,0
TR00012017,W00003650,PR00012927,2024,Exceptional,High,Top Talent,Ready in 2 Years,True,False,True,Medium,Medium,1,Slow,1,1.055,Low,AI User,False,6,0,1,35.8,3,0,0
TR00012018,W00003650,PR00012928,2025,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,1,Slow,1,1.055,Low,AI User,False,7,0,2,50.5,4,0,0
TR00012019,W00003651,PR00012929,2021,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,0,1.183,Low,AI User,False,0,0,0,0.0,0,1,0
TR00012020,W00003651,PR00012930,2022,Low,Exceptional,Inconsistent Potential,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.183,Low,AI User,False,0,0,0,0.0,0,2,0
TR00012021,W00003651,PR00012931,2023,High,Medium,High Professional,Ready in 2 Years,False,False,False,Low,Low,0,None,1,1.183,Low,AI User,False,0,0,0,0.0,1,2,1
TR00012022,W00003651,PR00012932,2024,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,False,Low,Low,0,None,1,1.183,Low,AI User,False,2,2,0,17.66,1,3,1
TR00012023,W00003651,PR00012933,2025,Exceptional,High,Top Talent,Ready in 2 Years,True,False,True,Medium,Medium,0,None,0,1.183,Low,AI User,False,3,2,0,23.36,1,3,1
TR00012024,W00003652,PR00012934,2021,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.074,Medium,AI-Augmented Professional,True,0,0,0,0.0,0,1,0
TR00012025,W00003652,PR00012935,2022,Solid,High,Emerging Talent,Ready in 2 Years,False,False,False,Low,Low,1,Fast,0,1.074,Medium,AI-Augmented Professional,True,0,0,0,0.0,1,1,0
TR00012026,W00003652,PR00012936,2023,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,1,Moderate,1,1.074,Medium,AI-Augmented Professional,True,1,0,1,9.4,2,1,0
TR00012027,W00003652,PR00012937,2024,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Low,Low,1,Moderate,1,1.074,Medium,AI-Augmented Professional,True,2,1,2,19.4,2,2,0
TR00012028,W00003652,PR00012938,2025,High,Low,Expert Contributor,Ready in 2 Years,False,False,False,Low,Low,1,Moderate,0,1.074,Medium,AI-Augmented Professional,True,4,1,2,27.66,3,2,0
TR00012029,W00003653,PR00012939,2021,Exceptional,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,0,None,0,0.969,Medium,AI Governance,False,1,0,0,2.85,1,0,0
TR00012030,W00003653,PR00012940,2022,Exceptional,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,0,None,1,0.969,Medium,AI Governance,False,3,0,0,12.75,2,0,0
TR00012031,W00003653,PR00012941,2023,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,True,Low,Low,0,None,1,0.969,Medium,AI Governance,False,4,0,0,20.75,3,0,0
TR00012032,W00003654,PR00012944,2023,Solid,Medium,Core Contributor,Ready Now,False,False,False,Low,Low,0,None,0,1.011,Medium,AI-Augmented Professional,False,2,1,0,14.85,0,0,0
TR00012033,W00003654,PR00012945,2024,Solid,Low,Solid Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,0,1.011,Medium,AI-Augmented Professional,False,4,2,1,27.27,0,1,0
TR00012034,W00003654,PR00012946,2025,Exceptional,Exceptional,Top Talent,Ready in 2 Years,True,False,True,Medium,Medium,0,None,0,1.011,Medium,AI-Augmented Professional,False,6,2,1,41.21,0,2,0
TR00012035,W00003655,PR00012947,2021,Exceptional,Medium,High Professional,Ready in 1 Year,True,False,False,Medium,Medium,0,None,0,0.827,Medium,AI-Augmented Professional,False,1,1,0,6.0,1,0,0
TR00012036,W00003655,PR00012948,2022,High,Medium,High Professional,Ready in 2 Years,False,False,False,Medium,Medium,0,None,0,0.827,Medium,AI-Augmented Professional,False,5,3,1,42.42,2,0,0
TR00012037,W00003655,PR00012949,2023,Exceptional,Medium,High Professional,Ready in 3+ Years,False,False,False,Medium,Medium,1,Moderate,0,0.827,Medium,AI-Augmented Professional,False,6,3,1,46.3,2,1,1
TR00012038,W00003655,PR00012950,2024,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,1,Moderate,0,0.827,Medium,AI-Augmented Professional,False,7,4,1,51.76,2,1,1
TR00012039,W00003655,PR00012951,2025,Solid,Low,Solid Contributor,Ready in 3+ Years,False,False,False,Low,Low,2,Moderate,0,0.827,Medium,AI-Augmented Professional,False,8,4,1,53.76,2,1,1
TR00012040,W00003656,PR00012952,2025,Solid,Exceptional,Emerging Talent,Ready in 1 Year,True,False,True,Medium,High,0,None,0,1.042,High,AI Governance,True,3,1,0,15.19,1,0,0
TR00012041,W00003657,PR00012953,2025,Solid,High,Emerging Talent,Ready in 2 Years,False,False,True,Low,Low,0,None,0,0.969,Medium,AI Governance,True,2,0,0,5.49,0,0,0
TR00012042,W00003658,PR00012954,2021,High,Medium,High Professional,Ready in 3+ Years,False,False,True,Medium,High,0,None,0,0.862,High,AI Risk / Compliance,False,0,0,0,0.0,0,0,0
TR00012043,W00003658,PR00012955,2022,Solid,Exceptional,Emerging Talent,Ready in 1 Year,True,False,True,Medium,High,1,Slow,0,0.862,High,AI Risk / Compliance,False,2,1,0,9.42,1,0,0
TR00012044,W00003658,PR00012956,2023,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,True,Medium,High,1,Slow,0,0.862,High,AI Risk / Compliance,False,6,3,0,28.12,1,1,0
TR00012045,W00003658,PR00012957,2024,Exceptional,Exceptional,Top Talent,Ready in 1 Year,True,False,True,High,High,1,Slow,0,0.862,High,AI Risk / Compliance,False,7,3,0,31.76,2,1,0
TR00012046,W00003659,PR00012960,2024,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.85,Medium,AI-Augmented Professional,False,1,0,0,2.82,0,1,0
TR00012047,W00003659,PR00012961,2025,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,False,Low,Low,1,Moderate,0,0.85,Medium,AI-Augmented Professional,False,2,0,0,8.22,0,2,0
TR00012048,W00003660,PR00012962,2021,Solid,High,Emerging Talent,Ready in 2 Years,False,False,True,Medium,High,0,None,0,1.163,High,AI Risk / Compliance,True,2,1,0,8.34,0,0,0
TR00012049,W00003660,PR00012963,2022,Low,Exceptional,Inconsistent Potential,Ready in 3+ Years,False,False,True,Medium,Medium,0,None,2,1.163,High,AI Risk / Compliance,True,3,1,0,10.16,0,1,0
TR00012050,W00003660,PR00012964,2023,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,True,Low,Low,0,None,2,1.163,High,AI Risk / Compliance,True,3,1,0,10.16,0,1,0
TR00012051,W00003660,PR00012965,2024,Solid,High,Emerging Talent,Ready in 2 Years,False,False,True,Medium,High,0,None,0,1.163,High,AI Risk / Compliance,True,4,2,0,17.92,0,2,0
TR00012052,W00003660,PR00012966,2025,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,True,Low,Low,0,None,0,1.163,High,AI Risk / Compliance,True,6,3,1,30.57,0,2,0
TR00012053,W00003661,PR00012967,2021,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.87,Medium,AI-Augmented Professional,True,1,0,0,2.73,0,1,1
TR00012054,W00003661,PR00012969,2023,Solid,Exceptional,Emerging Talent,Ready in 2 Years,False,False,False,Medium,High,1,Moderate,0,0.87,Medium,AI-Augmented Professional,True,2,0,0,5.67,0,1,1
TR00012055,W00003661,PR00012970,2024,High,High,Top Talent,Ready in 2 Years,True,False,True,Medium,High,1,Moderate,0,0.87,Medium,AI-Augmented Professional,True,2,0,0,5.67,0,1,2
TR00012056,W00003661,PR00012971,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,2,Moderate,0,0.87,Medium,AI-Augmented Professional,True,4,1,0,15.8,0,1,2
TR00012057,W00003662,PR00012972,2021,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,High,0,None,0,0.885,Medium,AI-Augmented Professional,False,1,1,0,3.88,0,0,0
TR00012058,W00003662,PR00012973,2022,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,High,0,None,0,0.885,Medium,AI-Augmented Professional,False,3,1,2,31.78,0,0,0
TR00012059,W00003662,PR00012974,2023,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,0,0.885,Medium,AI-Augmented Professional,False,3,1,2,31.78,1,0,0
TR00012060,W00003662,PR00012975,2024,High,Low,Expert Contributor,Ready in 2 Years,False,False,False,Medium,Medium,0,None,1,0.885,Medium,AI-Augmented Professional,False,5,2,3,51.61,1,0,0
TR00012061,W00003662,PR00012976,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,1,0.885,Medium,AI-Augmented Professional,False,6,3,4,63.61,1,1,0
TR00012062,W00003663,PR00012977,2025,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Low,Realized Attrition,1,Fast,0,0.918,Medium,AI-Augmented Professional,False,0,0,0,0.0,0,1,0
TR00012063,W00003664,PR00012978,2023,High,High,Top Talent,Ready in 1 Year,True,False,True,High,High,1,Fast,1,0.901,High,AI Governance,False,1,1,1,9.0,1,0,0
TR00012064,W00003664,PR00012979,2024,High,Medium,High Professional,Ready in 3+ Years,False,False,True,Medium,Medium,2,Fast,2,0.901,High,AI Governance,False,3,1,1,15.7,1,0,0
TR00012065,W00003664,PR00012980,2025,Exceptional,Medium,High Professional,Ready in 2 Years,False,False,True,Medium,Medium,3,Fast,2,0.901,High,AI Governance,False,3,1,1,15.7,2,0,0
TR00012066,W00003665,PR00012981,2021,Solid,High,Emerging Talent,Ready in 2 Years,False,False,False,Low,Low,1,Fast,1,1.133,Medium,AI-Augmented Professional,True,1,0,0,1.98,1,0,0
TR00012067,W00003665,PR00012982,2022,Solid,Exceptional,Emerging Talent,Ready in 1 Year,True,False,False,Low,Low,1,Moderate,1,1.133,Medium,AI-Augmented Professional,True,3,0,1,22.56,2,0,0
TR00012068,W00003665,PR00012983,2023,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,1,Moderate,0,1.133,Medium,AI-Augmented Professional,True,4,0,1,28.5,2,1,0
TR00012069,W00003665,PR00012984,2024,High,High,Top Talent,Ready in 2 Years,True,False,True,Medium,Medium,1,Moderate,0,1.133,Medium,AI-Augmented Professional,True,5,1,1,35.86,2,2,0
TR00012070,W00003665,PR00012985,2025,Solid,High,Emerging Talent,Ready in 1 Year,True,False,False,Low,Low,1,Slow,0,1.133,Medium,AI-Augmented Professional,True,5,1,1,35.86,2,2,0
TR00012071,W00003666,PR00012986,2023,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.892,Medium,AI-Augmented Professional,False,3,0,0,9.26,0,0,0
TR00012072,W00003666,PR00012987,2024,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,High,0,None,0,0.892,Medium,AI-Augmented Professional,False,4,1,0,14.9,1,0,0
TR00012073,W00003666,PR00012988,2025,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,High,1,Moderate,1,0.892,Medium,AI-Augmented Professional,False,4,1,0,14.9,1,1,0
