cost_center_id,cost_center_name,company_id,business_unit,function,is_active
CC001205,Consulting Human Capital EMEA,C040,Consulting,Human Capital,True
CC001206,Consulting Technology Consulting APAC,C017,Consulting,Technology Consulting,True
CC001207,Consulting Operations EMEA,C014,Consulting,Operations,True
CC001208,Deals Transaction Services APAC,C017,Deals,Transaction Services,True
CC001209,Audit Controls Americas,C037,Audit,Controls,True
CC001210,Consulting Operations Americas,C007,Consulting,Operations,True
CC001211,Consulting Data and Analytics Americas,C039,Consulting,Data and Analytics,True
CC001212,Tax Transfer Pricing EMEA,C028,Tax,Transfer Pricing,True
CC001213,Tax Corporate Tax APAC,C017,Tax,Corporate Tax,True
CC001214,Internal Services Legal Americas,C007,Internal Services,Legal,True
CC001215,Tax Corporate Tax Americas,C022,Tax,Corporate Tax,True
CC001216,Deals M&A APAC,C021,Deals,M&A,True
CC001217,Risk Advisory Cyber Risk EMEA,C010,Risk Advisory,Cyber Risk,True
CC001218,Risk Advisory Internal Audit Americas,C001,Risk Advisory,Internal Audit,True
CC001219,Deals Valuation Americas,C037,Deals,Valuation,True
CC001220,Tax Corporate Tax EMEA,C011,Tax,Corporate Tax,True
CC001221,Audit External Audit Americas,C007,Audit,External Audit,True
CC001222,Audit Assurance Americas,C036,Audit,Assurance,True
CC001223,Tax Corporate Tax Americas,C037,Tax,Corporate Tax,True
CC001224,Tax Corporate Tax APAC,C026,Tax,Corporate Tax,True
CC001225,Tax Corporate Tax EMEA,C031,Tax,Corporate Tax,True
CC001226,Consulting Operations APAC,C034,Consulting,Operations,True
CC001227,Consulting Technology Consulting EMEA,C003,Consulting,Technology Consulting,True
CC001228,Consulting Human Capital APAC,C017,Consulting,Human Capital,True
CC001229,Consulting Data and Analytics Americas,C001,Consulting,Data and Analytics,True
CC001230,Consulting Technology Consulting EMEA,C003,Consulting,Technology Consulting,True
CC001231,Consulting Human Capital Americas,C006,Consulting,Human Capital,True
CC001232,Internal Services IT Americas,C007,Internal Services,IT,True
CC001233,Risk Advisory Cyber Risk APAC,C038,Risk Advisory,Cyber Risk,True
CC001234,Risk Advisory Internal Audit APAC,C026,Risk Advisory,Internal Audit,True
CC001235,Risk Advisory Internal Audit EMEA,C033,Risk Advisory,Internal Audit,True
CC001236,Consulting Strategy EMEA,C014,Consulting,Strategy,True
CC001237,Tax Transfer Pricing EMEA,C015,Tax,Transfer Pricing,True
CC001238,Consulting Strategy Americas,C002,Consulting,Strategy,True
CC001239,Audit External Audit EMEA,C010,Audit,External Audit,True
CC001240,Tax Transfer Pricing Americas,C001,Tax,Transfer Pricing,True
CC001241,Consulting Human Capital Americas,C037,Consulting,Human Capital,True
CC001242,Consulting Data and Analytics Americas,C001,Consulting,Data and Analytics,True
CC001243,Tax Transfer Pricing EMEA,C040,Tax,Transfer Pricing,True
CC001244,Audit Controls EMEA,C028,Audit,Controls,True
CC001245,Consulting Data and Analytics EMEA,C028,Consulting,Data and Analytics,True
CC001246,Internal Services Marketing Americas,C022,Internal Services,Marketing,True
CC001247,Audit Assurance EMEA,C028,Audit,Assurance,True
CC001248,Consulting Technology Consulting EMEA,C018,Consulting,Technology Consulting,True
CC001249,Audit Controls EMEA,C018,Audit,Controls,True
CC001250,Consulting Human Capital Americas,C006,Consulting,Human Capital,True
CC001251,Consulting Operations APAC,C034,Consulting,Operations,True
CC001252,Tax Corporate Tax EMEA,C010,Tax,Corporate Tax,True
CC001253,Tax Corporate Tax EMEA,C028,Tax,Corporate Tax,True
CC001254,Audit External Audit EMEA,C014,Audit,External Audit,True
CC001255,Audit External Audit Americas,C002,Audit,External Audit,True
CC001256,Internal Services Legal Americas,C007,Internal Services,Legal,True
CC001257,Consulting Strategy APAC,C035,Consulting,Strategy,True
CC001258,Audit Assurance APAC,C038,Audit,Assurance,True
CC001259,Consulting Data and Analytics APAC,C008,Consulting,Data and Analytics,True
CC001260,Deals Transaction Services APAC,C026,Deals,Transaction Services,True
CC001261,Deals Valuation EMEA,C031,Deals,Valuation,True
CC001262,Internal Services Finance EMEA,C033,Internal Services,Finance,True
CC001263,Audit External Audit APAC,C016,Audit,External Audit,True
CC001264,Tax Corporate Tax APAC,C026,Tax,Corporate Tax,True
CC001265,Consulting Human Capital Americas,C009,Consulting,Human Capital,True
CC001266,Risk Advisory Cyber Risk APAC,C034,Risk Advisory,Cyber Risk,True
CC001267,Consulting Operations EMEA,C040,Consulting,Operations,True
CC001268,Audit Assurance APAC,C029,Audit,Assurance,True
CC001269,Consulting Strategy Americas,C027,Consulting,Strategy,True
CC001270,Risk Advisory Internal Audit Americas,C001,Risk Advisory,Internal Audit,True
CC001271,Deals M&A EMEA,C033,Deals,M&A,True
CC001272,Audit Assurance APAC,C024,Audit,Assurance,True
CC001273,Deals Valuation APAC,C038,Deals,Valuation,True
CC001274,Audit Controls Americas,C019,Audit,Controls,True
CC001275,Audit Assurance Americas,C012,Audit,Assurance,True
CC001276,Risk Advisory Cyber Risk EMEA,C005,Risk Advisory,Cyber Risk,True
CC001277,Consulting Technology Consulting APAC,C035,Consulting,Technology Consulting,True
CC001278,Deals Valuation EMEA,C040,Deals,Valuation,True
CC001279,Internal Services Finance Americas,C006,Internal Services,Finance,True
CC001280,Consulting Operations EMEA,C018,Consulting,Operations,True
CC001281,Risk Advisory Regulatory Risk EMEA,C013,Risk Advisory,Regulatory Risk,True
CC001282,Consulting Technology Consulting Americas,C022,Consulting,Technology Consulting,True
CC001283,Deals Valuation APAC,C034,Deals,Valuation,True
CC001284,Tax Indirect Tax Americas,C022,Tax,Indirect Tax,True
CC001285,Consulting Operations Americas,C009,Consulting,Operations,True
CC001286,Deals M&A APAC,C034,Deals,M&A,True
CC001287,Deals M&A APAC,C025,Deals,M&A,True
CC001288,Tax Indirect Tax APAC,C035,Tax,Indirect Tax,True
CC001289,Risk Advisory Internal Audit EMEA,C028,Risk Advisory,Internal Audit,True
CC001290,Consulting Data and Analytics Americas,C009,Consulting,Data and Analytics,True
CC001291,Audit External Audit EMEA,C033,Audit,External Audit,True
CC001292,Consulting Operations APAC,C030,Consulting,Operations,True
CC001293,Risk Advisory Regulatory Risk Americas,C022,Risk Advisory,Regulatory Risk,True
CC001294,Audit Controls Americas,C006,Audit,Controls,True
CC001295,Risk Advisory Cyber Risk APAC,C008,Risk Advisory,Cyber Risk,True
CC001296,Tax Transfer Pricing Americas,C012,Tax,Transfer Pricing,False
CC001297,Audit Controls EMEA,C028,Audit,Controls,True
CC001298,Tax Corporate Tax APAC,C038,Tax,Corporate Tax,True
CC001299,Consulting Technology Consulting EMEA,C013,Consulting,Technology Consulting,True
CC001300,Deals Transaction Services APAC,C025,Deals,Transaction Services,True
CC001301,Audit Assurance EMEA,C040,Audit,Assurance,True
CC001302,Consulting Technology Consulting EMEA,C028,Consulting,Technology Consulting,True
CC001303,Audit External Audit Americas,C022,Audit,External Audit,True
CC001304,Tax Transfer Pricing APAC,C026,Tax,Transfer Pricing,True
CC001305,Internal Services Marketing APAC,C029,Internal Services,Marketing,True
CC001306,Audit Assurance Americas,C027,Audit,Assurance,True
CC001307,Audit Assurance EMEA,C033,Audit,Assurance,True
CC001308,Audit Assurance EMEA,C033,Audit,Assurance,True
CC001309,Risk Advisory Regulatory Risk APAC,C017,Risk Advisory,Regulatory Risk,True
CC001310,Consulting Data and Analytics EMEA,C040,Consulting,Data and Analytics,True
CC001311,Risk Advisory Internal Audit Americas,C039,Risk Advisory,Internal Audit,True
CC001312,Audit External Audit APAC,C034,Audit,External Audit,True
CC001313,Deals M&A APAC,C023,Deals,M&A,True
CC001314,Consulting Human Capital APAC,C030,Consulting,Human Capital,True
CC001315,Internal Services IT EMEA,C020,Internal Services,IT,True
CC001316,Audit Assurance Americas,C001,Audit,Assurance,True
CC001317,Audit Controls EMEA,C018,Audit,Controls,True
CC001318,Deals M&A EMEA,C011,Deals,M&A,True
CC001319,Tax Transfer Pricing APAC,C026,Tax,Transfer Pricing,True
CC001320,Risk Advisory Internal Audit APAC,C017,Risk Advisory,Internal Audit,True
CC001321,Tax Corporate Tax APAC,C035,Tax,Corporate Tax,True
CC001322,Risk Advisory Regulatory Risk Americas,C036,Risk Advisory,Regulatory Risk,True
CC001323,Tax Transfer Pricing Americas,C036,Tax,Transfer Pricing,True
CC001324,Consulting Operations EMEA,C018,Consulting,Operations,True
CC001325,Audit External Audit EMEA,C003,Audit,External Audit,True
CC001326,Tax Indirect Tax Americas,C002,Tax,Indirect Tax,True
CC001327,Consulting Technology Consulting APAC,C008,Consulting,Technology Consulting,True
CC001328,Audit Controls EMEA,C015,Audit,Controls,True
CC001329,Consulting Operations Americas,C001,Consulting,Operations,True
CC001330,Risk Advisory Cyber Risk EMEA,C005,Risk Advisory,Cyber Risk,True
CC001331,Audit Assurance APAC,C016,Audit,Assurance,True
CC001332,Risk Advisory Internal Audit EMEA,C032,Risk Advisory,Internal Audit,True
CC001333,Audit Controls Americas,C001,Audit,Controls,True
CC001334,Consulting Human Capital APAC,C026,Consulting,Human Capital,True
CC001335,Consulting Human Capital Americas,C009,Consulting,Human Capital,False
CC001336,Internal Services IT Americas,C001,Internal Services,IT,True
CC001337,Audit Assurance Americas,C007,Audit,Assurance,True
CC001338,Consulting Strategy EMEA,C011,Consulting,Strategy,True
CC001339,Tax Indirect Tax EMEA,C031,Tax,Indirect Tax,True
CC001340,Consulting Technology Consulting APAC,C008,Consulting,Technology Consulting,True
CC001341,Audit Assurance EMEA,C031,Audit,Assurance,True
CC001342,Audit Controls APAC,C026,Audit,Controls,True
CC001343,Deals Transaction Services APAC,C025,Deals,Transaction Services,True
CC001344,Audit Controls Americas,C019,Audit,Controls,True
CC001345,Audit Controls EMEA,C010,Audit,Controls,True
CC001346,Tax Indirect Tax APAC,C026,Tax,Indirect Tax,True
CC001347,Tax Corporate Tax EMEA,C011,Tax,Corporate Tax,True
CC001348,Consulting Strategy EMEA,C033,Consulting,Strategy,True
CC001349,Consulting Technology Consulting EMEA,C005,Consulting,Technology Consulting,True
CC001350,Consulting Strategy EMEA,C033,Consulting,Strategy,True
CC001351,Audit Assurance Americas,C009,Audit,Assurance,True
CC001352,Risk Advisory Internal Audit APAC,C035,Risk Advisory,Internal Audit,True
CC001353,Deals Transaction Services Americas,C001,Deals,Transaction Services,True
CC001354,Consulting Human Capital Americas,C036,Consulting,Human Capital,False
CC001355,Audit External Audit Americas,C027,Audit,External Audit,True
CC001356,Tax Transfer Pricing APAC,C016,Tax,Transfer Pricing,True
CC001357,Internal Services HR Americas,C022,Internal Services,HR,True
CC001358,Audit Assurance EMEA,C018,Audit,Assurance,True
CC001359,Risk Advisory Regulatory Risk APAC,C021,Risk Advisory,Regulatory Risk,True
CC001360,Tax Corporate Tax EMEA,C011,Tax,Corporate Tax,True
CC001361,Audit External Audit APAC,C008,Audit,External Audit,True
CC001362,Risk Advisory Cyber Risk EMEA,C028,Risk Advisory,Cyber Risk,True
CC001363,Consulting Technology Consulting Americas,C022,Consulting,Technology Consulting,True
CC001364,Consulting Operations Americas,C001,Consulting,Operations,True
CC001365,Audit Controls EMEA,C032,Audit,Controls,True
CC001366,Deals M&A APAC,C025,Deals,M&A,True
CC001367,Risk Advisory Regulatory Risk EMEA,C011,Risk Advisory,Regulatory Risk,True
CC001368,Consulting Strategy APAC,C026,Consulting,Strategy,True
CC001369,Consulting Human Capital Americas,C006,Consulting,Human Capital,True
CC001370,Audit Assurance APAC,C030,Audit,Assurance,True
CC001371,Consulting Technology Consulting EMEA,C011,Consulting,Technology Consulting,True
CC001372,Tax Transfer Pricing Americas,C001,Tax,Transfer Pricing,True
CC001373,Consulting Technology Consulting Americas,C002,Consulting,Technology Consulting,True
CC001374,Audit Assurance APAC,C035,Audit,Assurance,True
CC001375,Tax Corporate Tax Americas,C012,Tax,Corporate Tax,True
CC001376,Audit External Audit Americas,C019,Audit,External Audit,True
CC001377,Audit External Audit APAC,C008,Audit,External Audit,True
CC001378,Risk Advisory Regulatory Risk EMEA,C005,Risk Advisory,Regulatory Risk,True
CC001379,Tax Transfer Pricing EMEA,C003,Tax,Transfer Pricing,True
CC001380,Consulting Data and Analytics APAC,C038,Consulting,Data and Analytics,False
CC001381,Audit Controls APAC,C029,Audit,Controls,True
CC001382,Tax Transfer Pricing APAC,C025,Tax,Transfer Pricing,True
CC001383,Tax Indirect Tax APAC,C026,Tax,Indirect Tax,True
CC001384,Risk Advisory Internal Audit EMEA,C013,Risk Advisory,Internal Audit,True
CC001385,Internal Services Marketing EMEA,C020,Internal Services,Marketing,True
CC001386,Consulting Strategy APAC,C021,Consulting,Strategy,True
CC001387,Consulting Data and Analytics EMEA,C013,Consulting,Data and Analytics,True
CC001388,Audit External Audit EMEA,C032,Audit,External Audit,True
CC001389,Audit Assurance EMEA,C005,Audit,Assurance,True
CC001390,Internal Services Finance APAC,C038,Internal Services,Finance,True
CC001391,Internal Services HR APAC,C035,Internal Services,HR,False
CC001392,Consulting Operations EMEA,C013,Consulting,Operations,True
CC001393,Tax Corporate Tax APAC,C016,Tax,Corporate Tax,True
CC001394,Risk Advisory Cyber Risk EMEA,C005,Risk Advisory,Cyber Risk,True
CC001395,Consulting Human Capital Americas,C039,Consulting,Human Capital,True
CC001396,Consulting Data and Analytics Americas,C002,Consulting,Data and Analytics,True
CC001397,Risk Advisory Internal Audit EMEA,C005,Risk Advisory,Internal Audit,True
CC001398,Tax Corporate Tax EMEA,C033,Tax,Corporate Tax,True
CC001399,Consulting Strategy Americas,C027,Consulting,Strategy,True
CC001400,Internal Services IT EMEA,C028,Internal Services,IT,True
CC001401,Risk Advisory Cyber Risk EMEA,C015,Risk Advisory,Cyber Risk,False
CC001402,Internal Services IT APAC,C035,Internal Services,IT,True
CC001403,Audit Assurance Americas,C027,Audit,Assurance,True
CC001404,Audit Assurance Americas,C022,Audit,Assurance,False
CC001405,Consulting Technology Consulting Americas,C007,Consulting,Technology Consulting,True
CC001406,Consulting Technology Consulting APAC,C004,Consulting,Technology Consulting,True
CC001407,Tax Corporate Tax Americas,C009,Tax,Corporate Tax,True
CC001408,Audit Assurance Americas,C012,Audit,Assurance,True
CC001409,Tax Indirect Tax Americas,C002,Tax,Indirect Tax,True
CC001410,Consulting Technology Consulting APAC,C038,Consulting,Technology Consulting,True
CC001411,Risk Advisory Regulatory Risk EMEA,C032,Risk Advisory,Regulatory Risk,True
CC001412,Consulting Strategy EMEA,C003,Consulting,Strategy,True
CC001413,Audit External Audit Americas,C019,Audit,External Audit,True
CC001414,Consulting Operations EMEA,C015,Consulting,Operations,True
CC001415,Consulting Data and Analytics APAC,C023,Consulting,Data and Analytics,True
CC001416,Consulting Data and Analytics EMEA,C040,Consulting,Data and Analytics,True
CC001417,Risk Advisory Regulatory Risk Americas,C007,Risk Advisory,Regulatory Risk,True
CC001418,Internal Services IT EMEA,C031,Internal Services,IT,True
CC001419,Internal Services Marketing Americas,C012,Internal Services,Marketing,True
CC001420,Audit Assurance EMEA,C018,Audit,Assurance,True
CC001421,Internal Services IT EMEA,C013,Internal Services,IT,True
CC001422,Deals M&A APAC,C034,Deals,M&A,True
CC001423,Risk Advisory Regulatory Risk Americas,C037,Risk Advisory,Regulatory Risk,True
CC001424,Tax Indirect Tax APAC,C016,Tax,Indirect Tax,True
CC001425,Deals Valuation APAC,C023,Deals,Valuation,True
CC001426,Internal Services Marketing APAC,C034,Internal Services,Marketing,True
CC001427,Consulting Strategy EMEA,C033,Consulting,Strategy,True
CC001428,Deals M&A EMEA,C011,Deals,M&A,True
CC001429,Internal Services Marketing Americas,C012,Internal Services,Marketing,True
CC001430,Audit Assurance EMEA,C013,Audit,Assurance,True
CC001431,Audit Assurance APAC,C016,Audit,Assurance,True
CC001432,Audit External Audit Americas,C019,Audit,External Audit,True
CC001433,Audit Assurance APAC,C038,Audit,Assurance,True
CC001434,Audit Assurance Americas,C037,Audit,Assurance,True
CC001435,Risk Advisory Regulatory Risk EMEA,C003,Risk Advisory,Regulatory Risk,True
CC001436,Consulting Human Capital EMEA,C011,Consulting,Human Capital,True
CC001437,Tax Corporate Tax Americas,C019,Tax,Corporate Tax,True
CC001438,Tax Corporate Tax EMEA,C031,Tax,Corporate Tax,True
CC001439,Consulting Operations EMEA,C018,Consulting,Operations,True
CC001440,Internal Services HR Americas,C039,Internal Services,HR,True
CC001441,Consulting Human Capital Americas,C007,Consulting,Human Capital,True
CC001442,Internal Services IT EMEA,C018,Internal Services,IT,True
CC001443,Consulting Strategy Americas,C006,Consulting,Strategy,True
CC001444,Risk Advisory Regulatory Risk EMEA,C003,Risk Advisory,Regulatory Risk,True
CC001445,Consulting Strategy EMEA,C028,Consulting,Strategy,True
CC001446,Deals Valuation EMEA,C033,Deals,Valuation,True
CC001447,Audit Assurance APAC,C026,Audit,Assurance,True
CC001448,Audit Controls Americas,C007,Audit,Controls,True
CC001449,Tax Indirect Tax Americas,C036,Tax,Indirect Tax,True
CC001450,Audit External Audit Americas,C001,Audit,External Audit,True
CC001451,Tax Transfer Pricing EMEA,C011,Tax,Transfer Pricing,True
CC001452,Internal Services IT EMEA,C011,Internal Services,IT,True
CC001453,Audit External Audit APAC,C004,Audit,External Audit,True
CC001454,Consulting Operations APAC,C025,Consulting,Operations,True
CC001455,Tax Indirect Tax Americas,C002,Tax,Indirect Tax,True
CC001456,Audit Assurance APAC,C034,Audit,Assurance,True
CC001457,Internal Services HR APAC,C017,Internal Services,HR,True
CC001458,Consulting Strategy APAC,C035,Consulting,Strategy,True
CC001459,Internal Services Legal APAC,C035,Internal Services,Legal,True
CC001460,Consulting Human Capital APAC,C008,Consulting,Human Capital,True
CC001461,Audit External Audit APAC,C026,Audit,External Audit,True
CC001462,Consulting Data and Analytics APAC,C008,Consulting,Data and Analytics,True
CC001463,Audit External Audit APAC,C030,Audit,External Audit,True
CC001464,Consulting Human Capital EMEA,C010,Consulting,Human Capital,True
CC001465,Consulting Operations Americas,C037,Consulting,Operations,True
CC001466,Tax Transfer Pricing Americas,C027,Tax,Transfer Pricing,True
CC001467,Internal Services Finance APAC,C026,Internal Services,Finance,True
CC001468,Audit Controls APAC,C021,Audit,Controls,True
CC001469,Internal Services Legal Americas,C001,Internal Services,Legal,True
CC001470,Audit Controls Americas,C037,Audit,Controls,True
CC001471,Audit External Audit APAC,C023,Audit,External Audit,True
CC001472,Consulting Human Capital Americas,C002,Consulting,Human Capital,True
CC001473,Audit Assurance APAC,C026,Audit,Assurance,True
CC001474,Risk Advisory Internal Audit APAC,C016,Risk Advisory,Internal Audit,True
CC001475,Tax Indirect Tax Americas,C037,Tax,Indirect Tax,True
CC001476,Consulting Technology Consulting Americas,C001,Consulting,Technology Consulting,True
CC001477,Consulting Operations APAC,C030,Consulting,Operations,True
CC001478,Risk Advisory Regulatory Risk EMEA,C032,Risk Advisory,Regulatory Risk,True
CC001479,Tax Transfer Pricing EMEA,C040,Tax,Transfer Pricing,True
CC001480,Tax Corporate Tax EMEA,C028,Tax,Corporate Tax,True
CC001481,Risk Advisory Internal Audit APAC,C021,Risk Advisory,Internal Audit,True
CC001482,Tax Transfer Pricing EMEA,C040,Tax,Transfer Pricing,True
CC001483,Risk Advisory Cyber Risk Americas,C019,Risk Advisory,Cyber Risk,True
CC001484,Consulting Human Capital EMEA,C013,Consulting,Human Capital,True
CC001485,Tax Transfer Pricing EMEA,C015,Tax,Transfer Pricing,True
CC001486,Consulting Data and Analytics Americas,C039,Consulting,Data and Analytics,True
CC001487,Consulting Human Capital APAC,C030,Consulting,Human Capital,True
CC001488,Tax Indirect Tax EMEA,C010,Tax,Indirect Tax,True
CC001489,Consulting Technology Consulting APAC,C030,Consulting,Technology Consulting,True
CC001490,Consulting Technology Consulting Americas,C019,Consulting,Technology Consulting,True
CC001491,Consulting Human Capital EMEA,C018,Consulting,Human Capital,False
CC001492,Consulting Strategy EMEA,C028,Consulting,Strategy,True
CC001493,Consulting Strategy APAC,C035,Consulting,Strategy,True
CC001494,Tax Corporate Tax APAC,C021,Tax,Corporate Tax,True
CC001495,Consulting Operations APAC,C017,Consulting,Operations,True
CC001496,Deals M&A EMEA,C014,Deals,M&A,True
CC001497,Tax Corporate Tax EMEA,C040,Tax,Corporate Tax,True
CC001498,Risk Advisory Regulatory Risk APAC,C021,Risk Advisory,Regulatory Risk,True
CC001499,Deals Transaction Services APAC,C023,Deals,Transaction Services,True
CC001500,Audit External Audit Americas,C022,Audit,External Audit,True
CC001501,Audit Controls APAC,C008,Audit,Controls,True
CC001502,Internal Services HR APAC,C023,Internal Services,HR,True
CC001503,Risk Advisory Cyber Risk Americas,C002,Risk Advisory,Cyber Risk,True
CC001504,Audit Assurance EMEA,C013,Audit,Assurance,True
CC001505,Consulting Strategy EMEA,C040,Consulting,Strategy,True
CC001506,Tax Transfer Pricing EMEA,C040,Tax,Transfer Pricing,True
CC001507,Tax Transfer Pricing APAC,C034,Tax,Transfer Pricing,True
CC001508,Audit Controls Americas,C019,Audit,Controls,True
CC001509,Tax Indirect Tax Americas,C009,Tax,Indirect Tax,True
CC001510,Tax Transfer Pricing APAC,C024,Tax,Transfer Pricing,True
CC001511,Consulting Operations APAC,C025,Consulting,Operations,True
CC001512,Consulting Operations Americas,C036,Consulting,Operations,True
CC001513,Audit Controls EMEA,C014,Audit,Controls,True
CC001514,Tax Corporate Tax APAC,C034,Tax,Corporate Tax,True
CC001515,Consulting Human Capital EMEA,C010,Consulting,Human Capital,True
CC001516,Tax Indirect Tax EMEA,C028,Tax,Indirect Tax,True
CC001517,Consulting Data and Analytics EMEA,C033,Consulting,Data and Analytics,True
CC001518,Audit Assurance Americas,C006,Audit,Assurance,True
CC001519,Tax Transfer Pricing EMEA,C010,Tax,Transfer Pricing,True
CC001520,Consulting Technology Consulting APAC,C034,Consulting,Technology Consulting,True
CC001521,Audit External Audit APAC,C026,Audit,External Audit,True
CC001522,Consulting Technology Consulting EMEA,C031,Consulting,Technology Consulting,True
CC001523,Tax Indirect Tax Americas,C006,Tax,Indirect Tax,True
CC001524,Internal Services HR APAC,C021,Internal Services,HR,True
CC001525,Tax Indirect Tax APAC,C035,Tax,Indirect Tax,True
CC001526,Audit Assurance APAC,C030,Audit,Assurance,True
CC001527,Risk Advisory Regulatory Risk Americas,C002,Risk Advisory,Regulatory Risk,True
CC001528,Audit External Audit APAC,C029,Audit,External Audit,True
CC001529,Tax Corporate Tax Americas,C007,Tax,Corporate Tax,True
CC001530,Consulting Human Capital Americas,C036,Consulting,Human Capital,True
CC001531,Tax Transfer Pricing EMEA,C014,Tax,Transfer Pricing,True
CC001532,Consulting Human Capital EMEA,C020,Consulting,Human Capital,True
CC001533,Tax Indirect Tax EMEA,C032,Tax,Indirect Tax,True
CC001534,Consulting Strategy APAC,C024,Consulting,Strategy,True
CC001535,Audit External Audit EMEA,C018,Audit,External Audit,True
CC001536,Audit Controls Americas,C027,Audit,Controls,True
CC001537,Tax Indirect Tax APAC,C008,Tax,Indirect Tax,True
CC001538,Consulting Operations EMEA,C031,Consulting,Operations,True
CC001539,Audit Assurance EMEA,C032,Audit,Assurance,True
CC001540,Audit Controls Americas,C012,Audit,Controls,True
CC001541,Audit Assurance EMEA,C013,Audit,Assurance,False
CC001542,Audit Assurance EMEA,C005,Audit,Assurance,False
CC001543,Audit Controls APAC,C004,Audit,Controls,True
CC001544,Audit Assurance Americas,C022,Audit,Assurance,True
CC001545,Audit Controls Americas,C036,Audit,Controls,True
CC001546,Audit Assurance EMEA,C010,Audit,Assurance,True
CC001547,Consulting Data and Analytics Americas,C006,Consulting,Data and Analytics,True
CC001548,Consulting Operations APAC,C004,Consulting,Operations,True
CC001549,Consulting Strategy APAC,C023,Consulting,Strategy,True
CC001550,Internal Services Marketing Americas,C009,Internal Services,Marketing,True
CC001551,Tax Corporate Tax APAC,C024,Tax,Corporate Tax,True
CC001552,Tax Transfer Pricing EMEA,C013,Tax,Transfer Pricing,True
CC001553,Internal Services Marketing EMEA,C028,Internal Services,Marketing,True
CC001554,Risk Advisory Cyber Risk APAC,C026,Risk Advisory,Cyber Risk,True
CC001555,Risk Advisory Internal Audit EMEA,C003,Risk Advisory,Internal Audit,True
CC001556,Tax Transfer Pricing EMEA,C013,Tax,Transfer Pricing,True
CC001557,Tax Corporate Tax APAC,C026,Tax,Corporate Tax,True
CC001558,Tax Corporate Tax Americas,C002,Tax,Corporate Tax,True
CC001559,Internal Services IT EMEA,C031,Internal Services,IT,True
CC001560,Audit External Audit APAC,C030,Audit,External Audit,True
CC001561,Audit Assurance EMEA,C040,Audit,Assurance,True
CC001562,Consulting Human Capital EMEA,C011,Consulting,Human Capital,True
CC001563,Consulting Operations APAC,C038,Consulting,Operations,True
CC001564,Risk Advisory Cyber Risk APAC,C038,Risk Advisory,Cyber Risk,True
CC001565,Consulting Strategy EMEA,C032,Consulting,Strategy,True
CC001566,Audit External Audit Americas,C039,Audit,External Audit,True
CC001567,Consulting Data and Analytics APAC,C035,Consulting,Data and Analytics,True
CC001568,Audit External Audit Americas,C037,Audit,External Audit,True
CC001569,Risk Advisory Internal Audit Americas,C037,Risk Advisory,Internal Audit,True
CC001570,Risk Advisory Regulatory Risk EMEA,C020,Risk Advisory,Regulatory Risk,False
CC001571,Consulting Strategy EMEA,C020,Consulting,Strategy,True
CC001572,Consulting Human Capital EMEA,C033,Consulting,Human Capital,True
CC001573,Tax Transfer Pricing EMEA,C028,Tax,Transfer Pricing,True
CC001574,Consulting Strategy Americas,C001,Consulting,Strategy,True
CC001575,Consulting Strategy Americas,C002,Consulting,Strategy,True
CC001576,Tax Indirect Tax EMEA,C011,Tax,Indirect Tax,True
CC001577,Tax Indirect Tax APAC,C026,Tax,Indirect Tax,True
CC001578,Audit Assurance EMEA,C031,Audit,Assurance,True
CC001579,Consulting Data and Analytics APAC,C029,Consulting,Data and Analytics,True
CC001580,Internal Services Finance EMEA,C011,Internal Services,Finance,True
CC001581,Audit Assurance Americas,C009,Audit,Assurance,True
CC001582,Internal Services Finance Americas,C001,Internal Services,Finance,True
CC001583,Consulting Data and Analytics Americas,C006,Consulting,Data and Analytics,True
CC001584,Tax Corporate Tax EMEA,C020,Tax,Corporate Tax,True
CC001585,Risk Advisory Internal Audit EMEA,C020,Risk Advisory,Internal Audit,True
CC001586,Consulting Strategy APAC,C038,Consulting,Strategy,True
CC001587,Consulting Human Capital APAC,C025,Consulting,Human Capital,True
CC001588,Internal Services Marketing Americas,C009,Internal Services,Marketing,True
CC001589,Audit External Audit Americas,C037,Audit,External Audit,True
CC001590,Tax Indirect Tax APAC,C035,Tax,Indirect Tax,True
CC001591,Consulting Operations APAC,C016,Consulting,Operations,True
CC001592,Risk Advisory Cyber Risk Americas,C039,Risk Advisory,Cyber Risk,True
CC001593,Deals M&A Americas,C007,Deals,M&A,True
CC001594,Tax Transfer Pricing EMEA,C013,Tax,Transfer Pricing,True
CC001595,Consulting Operations APAC,C030,Consulting,Operations,True
CC001596,Audit External Audit EMEA,C040,Audit,External Audit,True
CC001597,Tax Indirect Tax EMEA,C028,Tax,Indirect Tax,True
CC001598,Audit Controls EMEA,C014,Audit,Controls,True
CC001599,Audit Assurance Americas,C007,Audit,Assurance,True
CC001600,Consulting Data and Analytics Americas,C027,Consulting,Data and Analytics,True
CC001601,Audit External Audit APAC,C030,Audit,External Audit,True
CC001602,Consulting Operations EMEA,C011,Consulting,Operations,True
CC001603,Consulting Data and Analytics EMEA,C014,Consulting,Data and Analytics,True
CC001604,Consulting Operations Americas,C039,Consulting,Operations,True
CC001605,Audit Assurance Americas,C001,Audit,Assurance,True
CC001606,Consulting Technology Consulting EMEA,C015,Consulting,Technology Consulting,True
CC001607,Risk Advisory Cyber Risk EMEA,C028,Risk Advisory,Cyber Risk,True
CC001608,Tax Indirect Tax EMEA,C032,Tax,Indirect Tax,True
