absence_request_id,worker_id,absence_plan_id,absence_type,request_date,absence_start_date,absence_end_date,duration_days,approval_status,is_paid_leave
AR000010788,W00002952,AP00030,Bereavement Leave,2023-05-30,2023-07-17,2023-07-20,4,Approved,True
AR000010789,W00001449,AP00007,Sick Leave,2022-06-19,2022-08-16,2022-08-18,3,Approved,True
AR000010790,W00001997,AP00042,Sick Leave,2021-05-09,2021-05-22,2021-05-23,2,Approved,True
AR000010791,W00001734,AP00052,Sick Leave,2023-03-05,2023-04-28,2023-04-30,3,Approved,True
AR000010792,W00004160,AP00036,Vacation,2024-10-19,2024-11-21,2024-12-04,14,Approved,True
AR000010793,W00000224,AP00044,Parental Leave,2024-06-19,2024-06-30,2024-10-15,108,Approved,True
AR000010794,W00001432,AP00007,Sick Leave,2024-02-21,2024-03-16,2024-03-17,2,Approved,True
AR000010795,W00001528,AP00001,Vacation,2025-04-21,2025-06-08,2025-06-20,13,Approved,True
AR000010796,W00001642,AP00032,Sick Leave,2022-10-15,2022-11-20,2022-11-21,2,Approved,True
AR000010797,W00002164,AP00052,Sick Leave,2021-09-25,2021-11-01,2021-11-02,2,Approved,True
AR000010798,W00000364,AP00025,Bereavement Leave,2024-03-20,2024-04-11,2024-04-11,1,Denied,True
AR000010799,W00000160,AP00015,Bereavement Leave,2022-07-25,2022-08-17,2022-08-18,2,Approved,True
AR000010800,W00000712,AP00027,Sick Leave,2024-11-09,2025-01-07,2025-01-11,5,Approved,True
AR000010801,W00000150,AP00041,Vacation,2021-05-29,2021-06-17,2021-06-20,4,Approved,True
AR000010802,W00000646,AP00033,Personal Leave,2024-03-31,2024-05-11,2024-05-14,4,Approved,True
AR000010803,W00004791,AP00062,Sick Leave,2025-05-15,2025-07-02,2025-07-06,5,Approved,True
AR000010804,W00002979,AP00047,Sick Leave,2024-12-18,2024-12-25,2024-12-28,4,Approved,True
AR000010805,W00001655,AP00009,Parental Leave,2020-11-27,2021-01-10,2021-05-05,116,Approved,True
AR000010806,W00002634,AP00050,Bereavement Leave,2023-02-02,2023-02-15,2023-02-18,4,Cancelled,True
AR000010807,W00001430,AP00032,Sick Leave,2024-12-25,2025-01-03,2025-01-05,3,Denied,True
AR000010808,W00004291,AP00031,Vacation,2023-07-11,2023-07-29,2023-08-04,7,Approved,True
AR000010809,W00002427,AP00038,Personal Leave,2024-02-14,2024-03-05,2024-03-05,1,Approved,True
AR000010810,W00000095,AP00038,Personal Leave,2021-12-29,2022-02-16,2022-02-16,1,Approved,True
AR000010811,W00001511,AP00006,Vacation,2024-06-14,2024-08-02,2024-08-02,1,Pending,True
AR000010812,W00003298,AP00006,Vacation,2022-05-10,2022-05-22,2022-05-27,6,Approved,True
AR000010813,W00003517,AP00049,Parental Leave,2025-03-25,2025-04-10,2025-06-15,67,Pending,True
AR000010814,W00001966,AP00053,Personal Leave,2022-08-26,2022-09-10,2022-09-11,2,Cancelled,True
AR000010815,W00000071,AP00029,Parental Leave,2023-09-30,2023-10-28,2023-12-05,39,Approved,True
AR000010816,W00003801,AP00026,Vacation,2022-01-13,2022-02-07,2022-02-09,3,Approved,True
AR000010817,W00000290,AP00023,Personal Leave,2020-12-07,2021-02-03,2021-02-04,2,Approved,True
AR000010818,W00003695,AP00054,Parental Leave,2021-07-19,2021-08-17,2021-10-08,53,Approved,True
AR000010819,W00002803,AP00062,Sick Leave,2023-12-16,2024-02-11,2024-02-14,4,Approved,True
AR000010820,W00003091,AP00038,Personal Leave,2025-08-20,2025-10-04,2025-10-06,3,Approved,True
AR000010821,W00000549,AP00040,Bereavement Leave,2021-08-02,2021-09-14,2021-09-18,5,Approved,True
AR000010822,W00003034,AP00025,Bereavement Leave,2025-08-30,2025-09-20,2025-09-22,3,Approved,True
AR000010823,W00003015,AP00015,Bereavement Leave,2023-08-20,2023-10-18,2023-10-19,2,Approved,True
AR000010824,W00003164,AP00043,Personal Leave,2023-06-10,2023-06-27,2023-06-27,1,Approved,True
AR000010825,W00004504,AP00053,Personal Leave,2025-01-19,2025-02-25,2025-02-26,2,Pending,True
AR000010826,W00003286,AP00025,Bereavement Leave,2024-04-05,2024-04-18,2024-04-21,4,Approved,True
AR000010827,W00003967,AP00029,Parental Leave,2024-06-26,2024-08-20,2024-10-19,61,Approved,True
AR000010828,W00000059,AP00018,Personal Leave,2022-06-10,2022-06-29,2022-07-01,3,Approved,True
AR000010829,W00001154,AP00058,Personal Leave,2025-09-25,2025-11-23,2025-11-27,5,Approved,True
AR000010830,W00001269,AP00040,Bereavement Leave,2023-08-09,2023-09-08,2023-09-10,3,Approved,True
AR000010831,W00002511,AP00032,Sick Leave,2022-10-05,2022-10-17,2022-10-18,2,Approved,True
AR000010832,W00003652,AP00008,Personal Leave,2021-01-15,2021-01-22,2021-01-24,3,Approved,True
AR000010833,W00002054,AP00013,Personal Leave,2024-08-22,2024-09-28,2024-09-28,1,Approved,True
AR000010834,W00001579,AP00006,Vacation,2022-09-11,2022-11-01,2022-11-01,1,Approved,True
AR000010835,W00003189,AP00034,Parental Leave,2021-07-22,2021-08-31,2021-12-17,109,Pending,True
AR000010836,W00002188,AP00009,Parental Leave,2022-09-20,2022-09-30,2022-11-27,59,Approved,True
AR000010837,W00002046,AP00004,Parental Leave,2022-03-06,2022-04-28,2022-08-04,99,Approved,True
AR000010838,W00000739,AP00049,Parental Leave,2023-08-12,2023-09-18,2023-11-02,46,Cancelled,True
AR000010839,W00002108,AP00012,Sick Leave,2024-10-20,2024-10-26,2024-10-29,4,Approved,True
AR000010840,W00003224,AP00021,Vacation,2024-07-01,2024-07-22,2024-08-02,12,Approved,True
AR000010841,W00003870,AP00010,Bereavement Leave,2021-04-17,2021-05-23,2021-05-25,3,Approved,True
AR000010842,W00000149,AP00023,Personal Leave,2021-06-17,2021-07-15,2021-07-17,3,Approved,True
AR000010843,W00001341,AP00052,Sick Leave,2025-10-03,2025-10-14,2025-10-16,3,Approved,True
AR000010844,W00003183,AP00014,Parental Leave,2022-04-01,2022-05-11,2022-06-27,48,Denied,True
AR000010845,W00001208,AP00008,Personal Leave,2022-07-27,2022-08-24,2022-08-28,5,Approved,True
AR000010846,W00001364,AP00047,Sick Leave,2025-06-21,2025-08-04,2025-08-05,2,Pending,True
AR000010847,W00004345,AP00031,Vacation,2024-10-02,2024-10-17,2024-10-20,4,Pending,True
AR000010848,W00004580,AP00036,Vacation,2025-11-01,2025-11-14,2025-11-14,1,Approved,True
AR000010849,W00000840,AP00023,Personal Leave,2025-08-19,2025-10-05,2025-10-08,4,Approved,True
AR000010850,W00001217,AP00025,Bereavement Leave,2021-08-16,2021-09-12,2021-09-12,1,Approved,True
AR000010851,W00002818,AP00043,Personal Leave,2024-03-26,2024-05-15,2024-05-19,5,Approved,True
AR000010852,W00002096,AP00061,Vacation,2022-04-25,2022-05-04,2022-05-10,7,Approved,True
AR000010853,W00003038,AP00061,Vacation,2023-08-04,2023-08-23,2023-09-06,15,Approved,True
AR000010854,W00000097,AP00061,Vacation,2025-03-01,2025-03-25,2025-03-31,7,Cancelled,True
AR000010855,W00001951,AP00043,Personal Leave,2022-01-10,2022-03-06,2022-03-07,2,Approved,True
AR000010856,W00003337,AP00041,Vacation,2023-02-20,2023-03-22,2023-03-27,6,Approved,True
AR000010857,W00000324,AP00060,Bereavement Leave,2023-06-07,2023-07-11,2023-07-15,5,Approved,True
AR000010858,W00004427,AP00046,Vacation,2025-03-07,2025-05-02,2025-05-06,5,Approved,True
AR000010859,W00004877,AP00064,Parental Leave,2022-03-15,2022-03-26,2022-07-05,102,Approved,True
AR000010860,W00003332,AP00058,Personal Leave,2021-04-01,2021-05-27,2021-05-28,2,Approved,True
AR000010861,W00004718,AP00027,Sick Leave,2022-02-08,2022-04-03,2022-04-04,2,Cancelled,True
AR000010862,W00001525,AP00043,Personal Leave,2022-05-01,2022-05-21,2022-05-22,2,Approved,True
AR000010863,W00004072,AP00065,Bereavement Leave,2021-07-05,2021-08-20,2021-08-24,5,Denied,True
AR000010864,W00002183,AP00028,Personal Leave,2024-10-24,2024-11-03,2024-11-05,3,Approved,True
AR000010865,W00001553,AP00028,Personal Leave,2024-03-25,2024-04-01,2024-04-03,3,Approved,True
AR000010866,W00004442,AP00018,Personal Leave,2021-01-11,2021-01-12,2021-01-12,1,Approved,True
AR000010867,W00001804,AP00029,Parental Leave,2022-12-29,2023-02-02,2023-03-12,39,Denied,True
AR000010868,W00000504,AP00039,Parental Leave,2023-12-08,2023-12-22,2024-03-10,80,Approved,True
AR000010869,W00004139,AP00064,Parental Leave,2024-10-09,2024-11-29,2025-02-21,85,Approved,True
AR000010870,W00002145,AP00058,Personal Leave,2022-03-21,2022-04-25,2022-04-25,1,Approved,True
AR000010871,W00001662,AP00013,Personal Leave,2024-04-15,2024-06-14,2024-06-14,1,Approved,True
AR000010872,W00002850,AP00019,Parental Leave,2021-01-25,2021-02-04,2021-06-03,120,Pending,True
AR000010873,W00000454,AP00062,Sick Leave,2022-08-18,2022-09-08,2022-09-12,5,Approved,True
AR000010874,W00001427,AP00034,Parental Leave,2023-12-30,2024-02-15,2024-03-17,32,Approved,True
AR000010875,W00000082,AP00014,Parental Leave,2023-09-21,2023-11-20,2024-02-05,78,Approved,True
AR000010876,W00004216,AP00048,Personal Leave,2023-10-04,2023-11-09,2023-11-10,2,Approved,True
AR000010877,W00001465,AP00038,Personal Leave,2023-04-10,2023-05-14,2023-05-18,5,Approved,True
AR000010878,W00001927,AP00003,Personal Leave,2023-05-02,2023-06-01,2023-06-05,5,Approved,True
AR000010879,W00002854,AP00027,Sick Leave,2020-11-16,2021-01-14,2021-01-18,5,Approved,True
AR000010880,W00000595,AP00017,Sick Leave,2022-04-11,2022-05-27,2022-05-27,1,Denied,True
AR000010881,W00003499,AP00052,Sick Leave,2025-06-01,2025-07-31,2025-08-02,3,Approved,True
AR000010882,W00004697,AP00054,Parental Leave,2024-07-07,2024-08-16,2024-10-18,64,Cancelled,True
AR000010883,W00002612,AP00015,Bereavement Leave,2022-02-23,2022-03-15,2022-03-17,3,Approved,True
AR000010884,W00004770,AP00043,Personal Leave,2023-09-30,2023-10-31,2023-10-31,1,Approved,True
AR000010885,W00003814,AP00047,Sick Leave,2023-12-26,2024-01-26,2024-01-27,2,Approved,True
AR000010886,W00001435,AP00017,Sick Leave,2022-09-10,2022-09-26,2022-09-26,1,Approved,True
AR000010887,W00001903,AP00002,Sick Leave,2021-08-02,2021-08-05,2021-08-06,2,Approved,True
AR000010888,W00004686,AP00054,Parental Leave,2023-08-26,2023-08-28,2023-10-16,50,Approved,True
AR000010889,W00001903,AP00015,Bereavement Leave,2021-02-02,2021-04-02,2021-04-06,5,Approved,True
AR000010890,W00001920,AP00036,Vacation,2021-05-15,2021-07-01,2021-07-08,8,Approved,True
AR000010891,W00004597,AP00021,Vacation,2021-05-26,2021-07-15,2021-07-27,13,Approved,True
AR000010892,W00002574,AP00015,Bereavement Leave,2024-05-29,2024-06-18,2024-06-18,1,Approved,True
AR000010893,W00004956,AP00034,Parental Leave,2022-09-30,2022-11-15,2023-01-21,68,Approved,True
AR000010894,W00002437,AP00016,Vacation,2025-05-26,2025-07-16,2025-07-26,11,Approved,True
AR000010895,W00000497,AP00007,Sick Leave,2022-06-20,2022-08-14,2022-08-14,1,Approved,True
AR000010896,W00004617,AP00058,Personal Leave,2025-11-11,2025-11-13,2025-11-15,3,Approved,True
AR000010897,W00000577,AP00045,Bereavement Leave,2024-10-05,2024-10-20,2024-10-22,3,Cancelled,True
AR000010898,W00000100,AP00038,Personal Leave,2021-10-06,2021-10-16,2021-10-17,2,Approved,True
AR000010899,W00002152,AP00051,Vacation,2023-09-19,2023-11-02,2023-11-05,4,Approved,True
AR000010900,W00002433,AP00012,Sick Leave,2021-05-20,2021-05-31,2021-06-02,3,Cancelled,True
AR000010901,W00000257,AP00037,Sick Leave,2025-07-05,2025-07-25,2025-07-25,1,Approved,True
AR000010902,W00000465,AP00030,Bereavement Leave,2022-03-05,2022-03-17,2022-03-18,2,Approved,True
AR000010903,W00004100,AP00010,Bereavement Leave,2022-09-11,2022-10-04,2022-10-08,5,Approved,True
AR000010904,W00003515,AP00001,Vacation,2023-11-28,2024-01-24,2024-02-07,15,Approved,True
AR000010905,W00003585,AP00006,Vacation,2022-08-19,2022-09-30,2022-10-08,9,Denied,True
AR000010906,W00003620,AP00065,Bereavement Leave,2022-07-15,2022-08-19,2022-08-23,5,Approved,True
AR000010907,W00004688,AP00008,Personal Leave,2021-02-02,2021-03-07,2021-03-09,3,Denied,True
AR000010908,W00000452,AP00004,Parental Leave,2025-01-14,2025-02-23,2025-06-17,115,Approved,True
AR000010909,W00002997,AP00035,Bereavement Leave,2024-06-20,2024-08-18,2024-08-19,2,Approved,True
AR000010910,W00002559,AP00018,Personal Leave,2025-07-19,2025-08-29,2025-08-29,1,Approved,True
AR000010911,W00002155,AP00011,Vacation,2022-05-15,2022-07-03,2022-07-11,9,Approved,True
AR000010912,W00000452,AP00026,Vacation,2022-10-23,2022-11-20,2022-11-29,10,Approved,True
AR000010913,W00000652,AP00037,Sick Leave,2022-07-03,2022-08-17,2022-08-20,4,Approved,True
AR000010914,W00000473,AP00035,Bereavement Leave,2024-02-13,2024-02-19,2024-02-19,1,Cancelled,True
AR000010915,W00002858,AP00025,Bereavement Leave,2021-10-15,2021-11-14,2021-11-16,3,Approved,True
AR000010916,W00001341,AP00008,Personal Leave,2023-06-21,2023-07-25,2023-07-25,1,Approved,True
AR000010917,W00000696,AP00041,Vacation,2023-02-02,2023-03-23,2023-04-04,13,Approved,True
AR000010918,W00002121,AP00026,Vacation,2021-02-11,2021-04-09,2021-04-09,1,Approved,True
AR000010919,W00001300,AP00047,Sick Leave,2023-09-23,2023-10-30,2023-11-02,4,Approved,True
AR000010920,W00000385,AP00001,Vacation,2021-06-30,2021-07-19,2021-08-02,15,Pending,True
AR000010921,W00000346,AP00027,Sick Leave,2022-11-28,2023-01-05,2023-01-09,5,Denied,True
AR000010922,W00003972,AP00018,Personal Leave,2022-05-09,2022-05-22,2022-05-26,5,Approved,True
AR000010923,W00000312,AP00049,Parental Leave,2022-08-27,2022-09-17,2022-12-22,97,Approved,True
AR000010924,W00002794,AP00002,Sick Leave,2022-09-10,2022-10-04,2022-10-04,1,Approved,True
AR000010925,W00003853,AP00058,Personal Leave,2023-07-27,2023-08-18,2023-08-19,2,Approved,True
AR000010926,W00002313,AP00010,Bereavement Leave,2021-08-22,2021-10-19,2021-10-19,1,Approved,True
AR000010927,W00002587,AP00045,Bereavement Leave,2025-05-14,2025-05-19,2025-05-20,2,Approved,True
AR000010928,W00004696,AP00005,Bereavement Leave,2022-09-25,2022-11-15,2022-11-15,1,Approved,True
AR000010929,W00000394,AP00056,Vacation,2024-04-22,2024-06-04,2024-06-11,8,Pending,True
AR000010930,W00000765,AP00056,Vacation,2024-02-27,2024-04-24,2024-04-29,6,Approved,True
AR000010931,W00003260,AP00036,Vacation,2024-04-02,2024-05-13,2024-05-27,15,Approved,True
AR000010932,W00001271,AP00031,Vacation,2021-08-16,2021-09-22,2021-10-05,14,Approved,True
AR000010933,W00000443,AP00051,Vacation,2023-03-17,2023-04-24,2023-04-29,6,Approved,True
AR000010934,W00001572,AP00031,Vacation,2023-01-17,2023-02-23,2023-03-02,8,Approved,True
AR000010935,W00003142,AP00039,Parental Leave,2025-04-01,2025-05-21,2025-07-25,66,Cancelled,True
AR000010936,W00004239,AP00046,Vacation,2020-12-29,2021-02-23,2021-02-26,4,Approved,True
AR000010937,W00001222,AP00045,Bereavement Leave,2025-07-11,2025-08-09,2025-08-11,3,Approved,True
AR000010938,W00001747,AP00052,Sick Leave,2022-03-06,2022-04-22,2022-04-23,2,Approved,True
AR000010939,W00000569,AP00006,Vacation,2024-05-14,2024-06-09,2024-06-15,7,Denied,True
AR000010940,W00004115,AP00043,Personal Leave,2021-10-06,2021-10-12,2021-10-13,2,Pending,True
AR000010941,W00000014,AP00049,Parental Leave,2021-03-17,2021-03-22,2021-06-06,77,Approved,True
AR000010942,W00004172,AP00050,Bereavement Leave,2024-03-24,2024-04-25,2024-04-26,2,Approved,True
AR000010943,W00001314,AP00024,Parental Leave,2023-05-14,2023-06-06,2023-08-14,70,Approved,True
AR000010944,W00002187,AP00009,Parental Leave,2025-04-21,2025-06-10,2025-10-03,116,Approved,True
AR000010945,W00004273,AP00044,Parental Leave,2023-11-08,2023-11-16,2024-02-22,99,Approved,True
AR000010946,W00002124,AP00016,Vacation,2023-10-14,2023-11-18,2023-11-27,10,Approved,True
AR000010947,W00003030,AP00050,Bereavement Leave,2023-12-23,2024-01-21,2024-01-25,5,Approved,True
AR000010948,W00001960,AP00052,Sick Leave,2023-12-19,2024-01-30,2024-02-03,5,Denied,True
AR000010949,W00002202,AP00023,Personal Leave,2025-09-22,2025-11-19,2025-11-22,4,Approved,True
AR000010950,W00000228,AP00029,Parental Leave,2023-01-04,2023-01-19,2023-02-17,30,Approved,True
AR000010951,W00004890,AP00003,Personal Leave,2021-10-06,2021-11-23,2021-11-26,4,Denied,True
AR000010952,W00001391,AP00011,Vacation,2025-05-28,2025-07-10,2025-07-20,11,Approved,True
AR000010953,W00003119,AP00044,Parental Leave,2024-06-19,2024-07-31,2024-11-20,113,Cancelled,True
AR000010954,W00000187,AP00019,Parental Leave,2024-05-12,2024-06-29,2024-08-15,48,Pending,True
AR000010955,W00003044,AP00048,Personal Leave,2024-07-18,2024-08-05,2024-08-08,4,Approved,True
AR000010956,W00000213,AP00055,Bereavement Leave,2024-01-03,2024-02-25,2024-02-29,5,Approved,True
AR000010957,W00001895,AP00051,Vacation,2023-05-13,2023-05-27,2023-05-27,1,Approved,True
AR000010958,W00000465,AP00002,Sick Leave,2022-11-15,2022-12-23,2022-12-26,4,Approved,True
AR000010959,W00002502,AP00052,Sick Leave,2023-02-14,2023-03-04,2023-03-05,2,Approved,True
AR000010960,W00003903,AP00024,Parental Leave,2023-03-15,2023-03-26,2023-06-17,84,Approved,True
AR000010961,W00000333,AP00041,Vacation,2025-01-03,2025-03-04,2025-03-04,1,Approved,True
AR000010962,W00002000,AP00022,Sick Leave,2022-06-25,2022-06-29,2022-06-29,1,Cancelled,True
AR000010963,W00000204,AP00039,Parental Leave,2022-11-25,2022-12-28,2023-03-19,82,Approved,True
AR000010964,W00003734,AP00012,Sick Leave,2021-10-25,2021-11-07,2021-11-07,1,Pending,True
AR000010965,W00004321,AP00019,Parental Leave,2022-03-06,2022-04-01,2022-05-11,41,Approved,True
AR000010966,W00004705,AP00028,Personal Leave,2023-12-22,2024-01-01,2024-01-01,1,Approved,True
AR000010967,W00002954,AP00020,Bereavement Leave,2021-04-25,2021-06-08,2021-06-12,5,Cancelled,True
AR000010968,W00002528,AP00048,Personal Leave,2022-02-18,2022-02-22,2022-02-24,3,Approved,True
AR000010969,W00001826,AP00007,Sick Leave,2021-09-01,2021-09-21,2021-09-24,4,Pending,True
AR000010970,W00003052,AP00030,Bereavement Leave,2023-01-17,2023-03-11,2023-03-13,3,Approved,True
AR000010971,W00000569,AP00005,Bereavement Leave,2022-06-08,2022-07-22,2022-07-23,2,Approved,True
AR000010972,W00000760,AP00054,Parental Leave,2024-11-12,2024-11-23,2025-02-17,87,Approved,True
AR000010973,W00002275,AP00029,Parental Leave,2021-07-25,2021-08-22,2021-11-27,98,Approved,True
AR000010974,W00003091,AP00022,Sick Leave,2025-09-02,2025-09-07,2025-09-08,2,Approved,True
AR000010975,W00000763,AP00033,Personal Leave,2023-10-22,2023-10-24,2023-10-27,4,Approved,True
AR000010976,W00003942,AP00034,Parental Leave,2022-09-08,2022-10-23,2023-01-02,72,Pending,True
AR000010977,W00000789,AP00005,Bereavement Leave,2023-05-06,2023-06-02,2023-06-05,4,Approved,True
AR000010978,W00001122,AP00057,Sick Leave,2022-03-11,2022-04-16,2022-04-20,5,Approved,True
AR000010979,W00001867,AP00013,Personal Leave,2023-03-26,2023-05-20,2023-05-21,2,Approved,True
AR000010980,W00004646,AP00033,Personal Leave,2022-07-29,2022-08-14,2022-08-16,3,Cancelled,True
AR000010981,W00000252,AP00042,Sick Leave,2025-04-27,2025-06-25,2025-06-26,2,Approved,True
AR000010982,W00000397,AP00041,Vacation,2023-05-10,2023-05-12,2023-05-14,3,Approved,True
AR000010983,W00001571,AP00027,Sick Leave,2025-05-31,2025-06-10,2025-06-10,1,Approved,True
AR000010984,W00001058,AP00037,Sick Leave,2025-09-20,2025-10-27,2025-10-29,3,Pending,True
AR000010985,W00002339,AP00053,Personal Leave,2025-11-16,2025-12-06,2025-12-10,5,Approved,True
AR000010986,W00003015,AP00021,Vacation,2021-12-14,2021-12-19,2021-12-19,1,Approved,True
AR000010987,W00000799,AP00027,Sick Leave,2022-10-29,2022-12-21,2022-12-24,4,Approved,True
AR000010988,W00000252,AP00031,Vacation,2024-04-19,2024-05-16,2024-05-28,13,Approved,True
AR000010989,W00004782,AP00036,Vacation,2023-01-26,2023-02-09,2023-02-20,12,Approved,True
AR000010990,W00002183,AP00048,Personal Leave,2023-01-23,2023-03-07,2023-03-08,2,Approved,True
AR000010991,W00003124,AP00048,Personal Leave,2021-01-23,2021-02-14,2021-02-17,4,Pending,True
AR000010992,W00001146,AP00054,Parental Leave,2025-04-14,2025-05-05,2025-07-24,81,Approved,True
AR000010993,W00003113,AP00055,Bereavement Leave,2024-10-16,2024-11-07,2024-11-09,3,Approved,True
AR000010994,W00002937,AP00038,Personal Leave,2025-04-21,2025-05-16,2025-05-16,1,Approved,True
AR000010995,W00000649,AP00049,Parental Leave,2025-01-28,2025-02-19,2025-06-13,115,Approved,True
AR000010996,W00001556,AP00006,Vacation,2024-03-12,2024-04-08,2024-04-19,12,Approved,True
AR000010997,W00002316,AP00048,Personal Leave,2024-10-21,2024-11-08,2024-11-12,5,Pending,True
AR000010998,W00004353,AP00009,Parental Leave,2025-08-03,2025-09-08,2025-11-22,76,Approved,True
AR000010999,W00001869,AP00031,Vacation,2024-12-07,2024-12-15,2024-12-24,10,Denied,True
AR000011000,W00004753,AP00064,Parental Leave,2023-02-16,2023-03-28,2023-05-18,52,Denied,True
AR000011001,W00004855,AP00045,Bereavement Leave,2022-07-13,2022-07-27,2022-07-30,4,Approved,True
AR000011002,W00003604,AP00007,Sick Leave,2023-06-03,2023-07-03,2023-07-04,2,Approved,True
AR000011003,W00000243,AP00054,Parental Leave,2022-04-08,2022-05-15,2022-08-16,94,Approved,True
AR000011004,W00003781,AP00056,Vacation,2022-05-12,2022-07-09,2022-07-20,12,Approved,True
AR000011005,W00004628,AP00027,Sick Leave,2024-02-12,2024-04-01,2024-04-01,1,Approved,True
AR000011006,W00003769,AP00050,Bereavement Leave,2025-06-17,2025-07-07,2025-07-09,3,Approved,True
AR000011007,W00003331,AP00044,Parental Leave,2022-02-14,2022-03-27,2022-07-01,97,Approved,True
AR000011008,W00003143,AP00024,Parental Leave,2025-10-03,2025-10-27,2026-01-13,79,Approved,True
AR000011009,W00002972,AP00012,Sick Leave,2021-02-12,2021-02-22,2021-02-23,2,Approved,True
AR000011010,W00002021,AP00054,Parental Leave,2025-11-10,2025-12-14,2026-01-28,46,Approved,True
AR000011011,W00000180,AP00055,Bereavement Leave,2023-03-22,2023-04-15,2023-04-19,5,Approved,True
AR000011012,W00001496,AP00056,Vacation,2025-02-14,2025-02-15,2025-02-18,4,Approved,True
AR000011013,W00002984,AP00065,Bereavement Leave,2021-06-26,2021-08-20,2021-08-22,3,Cancelled,True
AR000011014,W00003941,AP00038,Personal Leave,2021-07-23,2021-08-22,2021-08-22,1,Denied,True
AR000011015,W00001122,AP00006,Vacation,2025-10-28,2025-12-02,2025-12-06,5,Approved,True
AR000011016,W00000015,AP00064,Parental Leave,2022-10-17,2022-11-14,2023-03-08,115,Denied,True
AR000011017,W00004743,AP00033,Personal Leave,2025-03-24,2025-05-10,2025-05-12,3,Approved,True
AR000011018,W00000216,AP00041,Vacation,2025-09-07,2025-09-16,2025-09-20,5,Approved,True
AR000011019,W00002968,AP00032,Sick Leave,2024-06-17,2024-07-02,2024-07-05,4,Approved,True
AR000011020,W00004890,AP00018,Personal Leave,2024-01-24,2024-03-10,2024-03-12,3,Approved,True
AR000011021,W00003467,AP00052,Sick Leave,2022-08-15,2022-08-26,2022-08-30,5,Approved,True
AR000011022,W00000898,AP00027,Sick Leave,2025-12-05,2025-12-15,2025-12-15,1,Approved,True
AR000011023,W00001018,AP00007,Sick Leave,2022-08-24,2022-09-03,2022-09-06,4,Approved,True
AR000011024,W00002638,AP00040,Bereavement Leave,2024-08-16,2024-10-14,2024-10-14,1,Approved,True
AR000011025,W00004410,AP00010,Bereavement Leave,2023-05-02,2023-06-21,2023-06-21,1,Approved,True
AR000011026,W00000167,AP00007,Sick Leave,2020-12-25,2021-02-17,2021-02-21,5,Approved,True
AR000011027,W00004560,AP00036,Vacation,2023-08-18,2023-10-17,2023-10-27,11,Approved,True
AR000011028,W00002175,AP00060,Bereavement Leave,2022-07-02,2022-08-14,2022-08-14,1,Approved,True
AR000011029,W00001931,AP00022,Sick Leave,2021-12-31,2022-01-23,2022-01-27,5,Approved,True
AR000011030,W00000418,AP00049,Parental Leave,2024-03-02,2024-04-30,2024-07-18,80,Approved,True
AR000011031,W00002298,AP00019,Parental Leave,2024-06-05,2024-06-26,2024-09-15,82,Approved,True
AR000011032,W00004756,AP00034,Parental Leave,2025-10-17,2025-12-10,2026-01-09,31,Approved,True
AR000011033,W00001272,AP00063,Personal Leave,2025-04-12,2025-05-21,2025-05-23,3,Approved,True
AR000011034,W00004055,AP00020,Bereavement Leave,2022-05-20,2022-07-18,2022-07-20,3,Pending,True
AR000011035,W00003062,AP00036,Vacation,2022-06-05,2022-06-10,2022-06-16,7,Approved,True
AR000011036,W00001896,AP00017,Sick Leave,2022-06-24,2022-08-21,2022-08-24,4,Approved,True
AR000011037,W00000988,AP00044,Parental Leave,2022-02-03,2022-03-05,2022-05-17,74,Approved,True
AR000011038,W00002799,AP00006,Vacation,2022-11-12,2023-01-08,2023-01-12,5,Approved,True
AR000011039,W00002051,AP00043,Personal Leave,2025-04-29,2025-04-30,2025-05-04,5,Pending,True
AR000011040,W00001469,AP00016,Vacation,2022-04-21,2022-05-21,2022-05-26,6,Approved,True
AR000011041,W00001705,AP00023,Personal Leave,2022-07-20,2022-08-16,2022-08-18,3,Approved,True
AR000011042,W00004944,AP00062,Sick Leave,2024-07-02,2024-07-18,2024-07-19,2,Approved,True
AR000011043,W00000336,AP00054,Parental Leave,2025-04-17,2025-05-06,2025-06-10,36,Pending,True
AR000011044,W00004900,AP00030,Bereavement Leave,2025-07-20,2025-08-13,2025-08-15,3,Approved,True
AR000011045,W00000767,AP00022,Sick Leave,2021-11-05,2021-11-11,2021-11-12,2,Approved,True
AR000011046,W00001655,AP00040,Bereavement Leave,2021-07-22,2021-08-19,2021-08-21,3,Approved,True
AR000011047,W00003359,AP00047,Sick Leave,2024-06-20,2024-07-10,2024-07-12,3,Approved,True
AR000011048,W00003535,AP00063,Personal Leave,2022-08-22,2022-09-06,2022-09-08,3,Approved,True
AR000011049,W00002133,AP00039,Parental Leave,2022-06-22,2022-08-14,2022-11-06,85,Approved,True
AR000011050,W00001757,AP00049,Parental Leave,2024-02-15,2024-02-16,2024-06-05,111,Approved,True
AR000011051,W00002975,AP00063,Personal Leave,2022-05-13,2022-05-30,2022-05-31,2,Cancelled,True
AR000011052,W00003420,AP00059,Parental Leave,2022-12-30,2023-02-20,2023-04-30,70,Approved,True
AR000011053,W00002682,AP00063,Personal Leave,2021-03-03,2021-03-19,2021-03-20,2,Approved,True
AR000011054,W00004212,AP00003,Personal Leave,2025-11-07,2025-11-21,2025-11-22,2,Approved,True
