assessment_id,worker_id,skill_id,assessment_date,assessor_type,previous_level,current_level,assessment_method
SA000032962,W00004615,SK00024,2025-10-29,Manager,5,5,Manager Review
SA000032972,W00004615,SK00025,2025-10-09,Self,2,3,Self Review
SA000032964,W00004615,SK00026,2025-09-05,Manager,3,4,Manager Review
SA000032969,W00004615,SK00028,2025-02-08,Manager,5,5,Manager Review
SA000032968,W00004615,SK00028,2025-03-29,Self,4,5,Self Review
SA000032970,W00004615,SK00036,2024-09-29,System,3,3,Course Assessment
SA000032963,W00004615,SK00038,2026-01-30,Manager,2,3,Manager Review
SA000032973,W00004616,SK00010,2024-09-18,System,2,3,Course Assessment
SA000032978,W00004616,SK00011,2024-09-03,Manager,2,3,Manager Review
SA000032974,W00004616,SK00017,2025-01-07,Manager,4,4,Manager Review
SA000032975,W00004616,SK00018,2026-02-07,System,2,2,Course Assessment
SA000032979,W00004616,SK00027,2024-11-01,Self,1,2,Self Review
SA000032980,W00004616,SK00027,2025-03-03,System,2,2,Course Assessment
SA000032977,W00004616,SK00029,2024-10-27,System,4,4,Course Assessment
SA000032976,W00004616,SK00032,2026-02-18,System,4,5,Course Assessment
SA000032981,W00004616,SK00036,2024-12-11,Self,3,3,Self Review
SA000032991,W00004617,SK00005,2025-01-24,Manager,4,4,Manager Review
SA000032990,W00004617,SK00005,2025-12-19,System,4,4,Certification Exam
SA000032992,W00004617,SK00005,2026-05-17,Self,3,4,Self Review
SA000032984,W00004617,SK00006,2024-07-16,Manager,5,5,Manager Review
SA000032986,W00004617,SK00015,2026-04-05,System,2,2,Certification Exam
SA000032982,W00004617,SK00026,2025-09-28,System,3,3,Certification Exam
SA000032983,W00004617,SK00026,2026-01-08,Self,2,3,Project Evidence
SA000032985,W00004617,SK00029,2024-07-17,System,5,5,Certification Exam
SA000032988,W00004617,SK00033,2024-09-02,System,5,5,Course Assessment
SA000032989,W00004617,SK00033,2025-03-19,System,5,5,Course Assessment
SA000032987,W00004617,SK00033,2025-09-04,Manager,5,5,Manager Review
SA000032997,W00004618,SK00003,2026-04-30,Manager,1,1,Manager Review
SA000032998,W00004618,SK00005,2024-09-13,Self,2,3,Self Review
SA000032994,W00004618,SK00010,2025-07-08,Manager,1,2,Manager Review
SA000032995,W00004618,SK00028,2025-08-15,Self,2,2,Self Review
SA000032996,W00004618,SK00033,2024-07-16,Self,5,5,Project Evidence
SA000032993,W00004618,SK00040,2025-05-12,Self,3,3,Self Review
SA000033000,W00004620,SK00008,2024-07-18,Self,3,3,Project Evidence
SA000033006,W00004620,SK00009,2024-08-16,Self,2,2,Self Review
SA000033007,W00004620,SK00009,2025-01-10,Manager,1,2,Manager Review
SA000033005,W00004620,SK00009,2026-01-11,Self,2,2,Self Review
SA000032999,W00004620,SK00018,2024-07-15,Manager,3,4,Manager Review
SA000033004,W00004620,SK00025,2025-05-24,Self,3,3,Project Evidence
SA000033003,W00004620,SK00025,2026-04-11,System,3,3,Course Assessment
SA000033002,W00004620,SK00025,2026-04-13,Self,2,3,Project Evidence
SA000033001,W00004620,SK00036,2025-02-16,Self,4,5,Project Evidence
SA000033009,W00004621,SK00021,2024-12-17,Self,4,4,Project Evidence
SA000033008,W00004621,SK00029,2026-02-23,Self,3,3,Self Review
SA000033010,W00004621,SK00030,2026-01-16,System,2,2,Course Assessment
SA000033011,W00004621,SK00033,2025-02-12,Self,3,4,Self Review
SA000033014,W00004622,SK00016,2026-06-01,Self,2,2,Self Review
SA000033013,W00004622,SK00026,2025-04-06,Manager,2,3,Manager Review
SA000033012,W00004622,SK00026,2025-10-20,Self,3,3,Self Review
SA000033015,W00004622,SK00027,2024-09-12,Manager,4,4,Manager Review
SA000033016,W00004622,SK00027,2026-04-26,Manager,4,4,Manager Review
SA000033017,W00004622,SK00033,2025-02-16,Manager,2,2,Manager Review
SA000033021,W00004623,SK00011,2026-03-13,System,2,2,Course Assessment
SA000033018,W00004623,SK00020,2025-08-31,Manager,2,3,Manager Review
SA000033020,W00004623,SK00023,2026-04-12,Self,5,5,Project Evidence
SA000033019,W00004623,SK00023,2026-06-22,System,5,5,Course Assessment
SA000033022,W00004623,SK00027,2026-04-25,Self,3,3,Self Review
SA000033023,W00004624,SK00026,2026-03-12,System,3,3,Course Assessment
SA000033026,W00004624,SK00027,2025-04-12,Self,2,2,Self Review
SA000033028,W00004624,SK00028,2024-07-28,Self,1,2,Project Evidence
SA000033027,W00004624,SK00028,2025-01-08,System,1,2,Certification Exam
SA000033025,W00004624,SK00029,2025-11-07,Self,5,5,Self Review
SA000033024,W00004624,SK00032,2024-09-10,System,1,1,Certification Exam
SA000033031,W00004625,SK00005,2025-03-20,Self,3,3,Self Review
SA000033030,W00004625,SK00005,2025-05-11,System,3,3,Course Assessment
SA000033032,W00004625,SK00028,2024-09-18,Manager,3,3,Manager Review
SA000033029,W00004625,SK00029,2025-02-14,Self,1,2,Self Review
SA000033033,W00004625,SK00033,2024-07-11,System,4,5,Course Assessment
SA000033041,W00004626,SK00005,2025-09-09,Manager,1,2,Manager Review
SA000033042,W00004626,SK00025,2024-11-08,Manager,2,2,Manager Review
SA000033035,W00004626,SK00027,2025-12-24,Self,2,2,Self Review
SA000033037,W00004626,SK00028,2025-04-29,System,4,4,Course Assessment
SA000033036,W00004626,SK00028,2026-02-24,Self,4,4,Self Review
SA000033040,W00004626,SK00033,2024-12-15,Self,2,3,Self Review
SA000033038,W00004626,SK00033,2025-06-25,System,3,3,Certification Exam
SA000033039,W00004626,SK00033,2026-06-18,System,3,3,Course Assessment
SA000033034,W00004626,SK00034,2025-02-09,System,5,5,Course Assessment
SA000033043,W00004627,SK00006,2026-02-10,System,3,4,Course Assessment
SA000033044,W00004627,SK00007,2026-01-08,Manager,5,5,Manager Review
SA000033046,W00004627,SK00008,2025-02-18,Self,5,5,Project Evidence
SA000033045,W00004627,SK00009,2026-04-10,System,5,5,Course Assessment
SA000033049,W00004628,SK00005,2024-12-27,Manager,1,1,Manager Review
SA000033048,W00004628,SK00008,2025-08-16,System,1,1,Certification Exam
SA000033050,W00004628,SK00009,2026-06-08,Self,4,4,Self Review
SA000033047,W00004628,SK00010,2025-08-14,System,1,1,Certification Exam
SA000033052,W00004629,SK00007,2026-06-05,Manager,4,4,Manager Review
SA000033054,W00004629,SK00019,2026-01-18,System,3,3,Course Assessment
SA000033055,W00004629,SK00028,2026-06-06,Manager,1,1,Manager Review
SA000033053,W00004629,SK00029,2026-01-22,Manager,3,3,Manager Review
SA000033051,W00004629,SK00033,2025-01-21,Manager,3,4,Manager Review
SA000033062,W00004631,SK00011,2024-07-25,Self,4,4,Self Review
SA000033058,W00004631,SK00018,2025-02-18,Manager,3,3,Manager Review
SA000033060,W00004631,SK00023,2024-07-03,System,2,2,Certification Exam
SA000033061,W00004631,SK00023,2025-11-08,System,1,2,Certification Exam
SA000033059,W00004631,SK00023,2025-12-18,Self,2,2,Self Review
SA000033063,W00004631,SK00025,2026-03-22,Self,4,4,Project Evidence
SA000033057,W00004631,SK00026,2026-06-03,System,3,3,Course Assessment
SA000033056,W00004631,SK00031,2025-02-23,System,3,3,Course Assessment
SA000033069,W00004632,SK00001,2024-12-03,Self,3,4,Project Evidence
SA000033068,W00004632,SK00001,2025-07-20,Self,4,4,Project Evidence
SA000033065,W00004632,SK00006,2026-02-01,Manager,2,3,Manager Review
SA000033071,W00004632,SK00008,2026-01-05,Self,1,1,Self Review
SA000033070,W00004632,SK00008,2026-02-12,Manager,1,1,Manager Review
SA000033064,W00004632,SK00010,2025-04-11,System,5,5,Course Assessment
SA000033066,W00004632,SK00021,2024-11-09,Self,4,4,Project Evidence
SA000033067,W00004632,SK00033,2024-07-29,Self,3,4,Project Evidence
SA000033073,W00004633,SK00006,2025-05-21,Self,2,2,Self Review
SA000033078,W00004633,SK00009,2025-03-30,Manager,2,2,Manager Review
SA000033076,W00004633,SK00023,2025-01-19,System,2,3,Certification Exam
SA000033077,W00004633,SK00023,2025-03-06,Manager,3,3,Manager Review
SA000033075,W00004633,SK00023,2026-04-09,System,3,3,Course Assessment
SA000033072,W00004633,SK00030,2024-09-02,System,3,3,Course Assessment
SA000033074,W00004633,SK00035,2025-12-05,Manager,4,4,Manager Review
SA000033084,W00004634,SK00022,2025-02-05,System,4,4,Course Assessment
SA000033079,W00004634,SK00026,2026-04-24,System,3,3,Course Assessment
SA000033080,W00004634,SK00027,2024-08-20,Self,3,3,Self Review
SA000033082,W00004634,SK00028,2024-11-12,Manager,1,2,Manager Review
SA000033081,W00004634,SK00028,2026-01-24,Manager,1,2,Manager Review
SA000033083,W00004634,SK00033,2024-10-15,Manager,2,2,Manager Review
SA000033090,W00004638,SK00002,2026-06-23,System,1,2,Course Assessment
SA000033087,W00004638,SK00004,2025-05-28,Manager,5,5,Manager Review
SA000033086,W00004638,SK00018,2024-12-15,System,1,2,Certification Exam
SA000033088,W00004638,SK00020,2026-04-08,Manager,4,4,Manager Review
SA000033085,W00004638,SK00024,2025-08-05,System,1,1,Certification Exam
SA000033091,W00004638,SK00025,2024-10-16,System,2,3,Certification Exam
SA000033089,W00004638,SK00036,2025-06-11,Manager,2,2,Manager Review
SA000033101,W00004639,SK00009,2025-10-30,Manager,2,3,Manager Review
SA000033102,W00004639,SK00009,2025-11-09,System,3,3,Course Assessment
SA000033096,W00004639,SK00011,2025-03-30,Self,2,2,Self Review
SA000033097,W00004639,SK00011,2025-08-22,Manager,2,2,Manager Review
SA000033095,W00004639,SK00011,2025-12-21,System,1,2,Course Assessment
SA000033094,W00004639,SK00015,2025-01-17,Self,1,1,Project Evidence
SA000033092,W00004639,SK00018,2026-04-03,Self,3,3,Project Evidence
SA000033098,W00004639,SK00019,2026-04-15,Manager,3,3,Manager Review
SA000033099,W00004639,SK00021,2024-08-11,Self,4,4,Self Review
SA000033100,W00004639,SK00022,2025-10-03,Manager,2,2,Manager Review
SA000033093,W00004639,SK00032,2024-07-14,Manager,2,3,Manager Review
SA000033110,W00004640,SK00004,2024-08-30,Self,4,4,Self Review
SA000033111,W00004640,SK00005,2025-09-27,Self,3,3,Self Review
SA000033107,W00004640,SK00006,2025-01-10,System,5,5,Course Assessment
SA000033113,W00004640,SK00009,2024-09-24,Manager,2,2,Manager Review
SA000033114,W00004640,SK00009,2026-01-20,Self,2,2,Project Evidence
SA000033106,W00004640,SK00010,2024-11-17,System,1,2,Course Assessment
SA000033109,W00004640,SK00012,2025-03-25,System,1,1,Certification Exam
SA000033108,W00004640,SK00012,2026-05-21,Manager,1,1,Manager Review
SA000033112,W00004640,SK00022,2025-08-29,Self,1,1,Project Evidence
SA000033104,W00004640,SK00040,2025-08-24,System,3,3,Course Assessment
SA000033103,W00004640,SK00040,2025-12-08,System,3,3,Certification Exam
SA000033105,W00004640,SK00040,2026-03-24,Self,2,3,Self Review
SA000033117,W00004641,SK00026,2024-11-21,System,4,4,Course Assessment
SA000033116,W00004641,SK00026,2025-03-14,Self,4,4,Project Evidence
SA000033118,W00004641,SK00027,2026-03-17,System,1,1,Course Assessment
SA000033115,W00004641,SK00029,2025-02-01,Self,2,2,Self Review
SA000033121,W00004641,SK00033,2026-01-25,Self,4,4,Self Review
SA000033120,W00004641,SK00033,2026-03-01,System,4,4,Course Assessment
SA000033119,W00004641,SK00033,2026-05-20,Manager,4,4,Manager Review
SA000033128,W00004642,SK00013,2025-04-19,Manager,1,1,Manager Review
SA000033129,W00004642,SK00013,2025-07-19,Self,1,1,Self Review
SA000033127,W00004642,SK00015,2025-03-26,Self,2,2,Project Evidence
SA000033126,W00004642,SK00015,2026-02-09,Self,2,2,Self Review
SA000033123,W00004642,SK00026,2025-07-26,System,3,3,Course Assessment
SA000033124,W00004642,SK00026,2025-11-21,System,3,3,Course Assessment
SA000033125,W00004642,SK00029,2026-06-05,Self,3,3,Project Evidence
SA000033122,W00004642,SK00040,2026-03-24,Manager,2,2,Manager Review
SA000033134,W00004643,SK00005,2026-06-14,Self,3,3,Self Review
SA000033132,W00004643,SK00007,2025-11-08,Self,3,3,Project Evidence
SA000033131,W00004643,SK00007,2026-04-20,Manager,3,3,Manager Review
SA000033141,W00004643,SK00009,2026-05-31,System,2,2,Course Assessment
SA000033133,W00004643,SK00013,2024-12-15,Self,3,3,Project Evidence
SA000033140,W00004643,SK00022,2024-11-30,Manager,4,4,Manager Review
SA000033130,W00004643,SK00026,2025-01-04,Self,3,3,Self Review
SA000033135,W00004643,SK00033,2025-01-26,System,3,3,Certification Exam
SA000033136,W00004643,SK00033,2025-10-24,Manager,3,3,Manager Review
SA000033137,W00004643,SK00033,2026-04-23,System,3,3,Certification Exam
SA000033139,W00004643,SK00040,2024-08-05,System,3,4,Course Assessment
SA000033138,W00004643,SK00040,2024-09-04,System,4,4,Course Assessment
SA000033147,W00004644,SK00005,2025-10-21,Manager,1,1,Manager Review
SA000033144,W00004644,SK00007,2024-12-25,Self,4,4,Self Review
SA000033148,W00004644,SK00009,2025-12-02,Manager,2,3,Manager Review
SA000033143,W00004644,SK00010,2025-01-26,Manager,2,2,Manager Review
SA000033142,W00004644,SK00010,2025-04-04,System,2,2,Course Assessment
SA000033146,W00004644,SK00023,2024-12-22,Self,3,3,Project Evidence
SA000033145,W00004644,SK00035,2025-08-13,System,3,4,Course Assessment
SA000033150,W00004645,SK00004,2024-11-14,System,1,2,Certification Exam
SA000033155,W00004645,SK00005,2025-12-30,Self,4,5,Project Evidence
SA000033149,W00004645,SK00006,2025-04-24,Manager,2,2,Manager Review
SA000033156,W00004645,SK00008,2025-01-06,System,3,3,Certification Exam
SA000033153,W00004645,SK00016,2025-01-18,System,1,1,Certification Exam
SA000033152,W00004645,SK00016,2025-08-03,Self,1,1,Project Evidence
SA000033154,W00004645,SK00021,2026-03-15,Self,3,3,Project Evidence
SA000033151,W00004645,SK00023,2026-01-27,System,3,3,Course Assessment
SA000033160,W00004646,SK00011,2025-04-23,System,3,3,Course Assessment
SA000033163,W00004646,SK00021,2024-12-02,Self,4,4,Project Evidence
SA000033158,W00004646,SK00023,2025-10-28,Self,1,1,Project Evidence
SA000033157,W00004646,SK00026,2025-01-13,Manager,5,5,Manager Review
SA000033161,W00004646,SK00027,2024-10-29,Self,2,2,Project Evidence
SA000033162,W00004646,SK00028,2025-06-14,Manager,3,3,Manager Review
SA000033159,W00004646,SK00029,2025-06-11,Self,4,4,Self Review
SA000033166,W00004648,SK00005,2024-07-19,System,1,1,Course Assessment
SA000033167,W00004648,SK00005,2026-02-08,Manager,1,1,Manager Review
SA000033164,W00004648,SK00026,2025-09-06,Self,2,2,Project Evidence
SA000033169,W00004648,SK00028,2024-07-17,Self,4,4,Project Evidence
SA000033168,W00004648,SK00028,2024-10-16,Self,4,4,Self Review
SA000033165,W00004648,SK00029,2025-01-09,System,1,1,Course Assessment
SA000033170,W00004648,SK00033,2024-07-18,System,1,1,Course Assessment
SA000033172,W00004648,SK00040,2025-08-04,Manager,4,4,Manager Review
SA000033171,W00004648,SK00040,2026-02-10,Manager,4,4,Manager Review
SA000033179,W00004649,SK00001,2026-04-30,Manager,2,2,Manager Review
SA000033178,W00004649,SK00002,2026-05-21,System,1,1,Certification Exam
SA000033175,W00004649,SK00006,2024-12-26,Manager,1,2,Manager Review
SA000033174,W00004649,SK00018,2026-02-03,Manager,2,3,Manager Review
SA000033180,W00004649,SK00025,2026-06-06,Self,4,4,Self Review
SA000033173,W00004649,SK00026,2026-03-23,System,4,5,Course Assessment
SA000033176,W00004649,SK00029,2025-02-18,System,3,4,Course Assessment
SA000033177,W00004649,SK00039,2024-10-29,System,1,2,Course Assessment
SA000033186,W00004650,SK00002,2026-03-28,Manager,2,3,Manager Review
SA000033185,W00004650,SK00004,2025-03-30,Manager,3,3,Manager Review
SA000033187,W00004650,SK00005,2025-05-22,System,3,3,Course Assessment
SA000033188,W00004650,SK00005,2026-02-24,Manager,2,3,Manager Review
SA000033181,W00004650,SK00006,2025-06-11,Self,4,4,Project Evidence
SA000033182,W00004650,SK00006,2026-01-06,System,4,4,Certification Exam
SA000033183,W00004650,SK00007,2025-10-19,Manager,2,2,Manager Review
SA000033189,W00004650,SK00009,2025-12-16,Self,2,2,Self Review
SA000033184,W00004650,SK00039,2025-02-21,Self,1,1,Self Review
SA000033196,W00004651,SK00005,2024-07-04,Self,1,1,Project Evidence
SA000033190,W00004651,SK00006,2026-04-17,System,3,3,Certification Exam
SA000033195,W00004651,SK00016,2026-05-06,Manager,3,3,Manager Review
SA000033194,W00004651,SK00029,2024-10-23,Self,2,3,Project Evidence
SA000033191,W00004651,SK00032,2024-08-17,Self,3,3,Project Evidence
SA000033193,W00004651,SK00032,2025-05-10,Self,3,3,Project Evidence
SA000033192,W00004651,SK00032,2025-05-21,Self,3,3,Project Evidence
SA000033198,W00004653,SK00017,2024-11-13,System,2,2,Certification Exam
SA000033197,W00004653,SK00024,2025-08-31,System,5,5,Course Assessment
SA000033199,W00004653,SK00026,2024-10-07,Manager,3,3,Manager Review
SA000033200,W00004653,SK00026,2025-01-28,Self,3,3,Project Evidence
SA000033203,W00004653,SK00028,2024-11-20,Self,2,2,Self Review
SA000033202,W00004653,SK00028,2026-03-29,System,1,2,Course Assessment
SA000033201,W00004653,SK00029,2026-03-23,Self,2,3,Self Review
SA000033216,W00004654,SK00001,2024-07-15,Manager,2,2,Manager Review
SA000033215,W00004654,SK00001,2024-08-02,Manager,2,2,Manager Review
SA000033213,W00004654,SK00003,2024-09-30,Self,3,4,Self Review
SA000033214,W00004654,SK00003,2026-03-07,System,3,4,Course Assessment
SA000033212,W00004654,SK00003,2026-04-15,Manager,3,4,Manager Review
SA000033217,W00004654,SK00005,2024-10-27,Manager,5,5,Manager Review
SA000033218,W00004654,SK00005,2026-04-13,System,5,5,Course Assessment
SA000033204,W00004654,SK00006,2024-08-01,System,2,2,Course Assessment
SA000033206,W00004654,SK00006,2025-05-08,System,1,2,Course Assessment
SA000033205,W00004654,SK00006,2026-01-27,System,2,2,Certification Exam
SA000033208,W00004654,SK00007,2024-07-09,Manager,2,3,Manager Review
SA000033207,W00004654,SK00007,2025-11-15,Manager,2,3,Manager Review
SA000033209,W00004654,SK00023,2024-07-12,System,4,4,Course Assessment
SA000033210,W00004654,SK00023,2024-08-21,Manager,4,4,Manager Review
SA000033211,W00004654,SK00023,2024-11-29,Manager,3,4,Manager Review
SA000033227,W00004655,SK00001,2026-05-30,Self,4,5,Self Review
SA000033226,W00004655,SK00002,2024-08-27,System,2,3,Course Assessment
SA000033225,W00004655,SK00002,2026-01-18,Self,2,3,Self Review
SA000033228,W00004655,SK00008,2025-12-17,Self,1,1,Project Evidence
SA000033220,W00004655,SK00010,2025-05-26,Self,4,4,Self Review
SA000033219,W00004655,SK00010,2025-11-30,Self,4,4,Project Evidence
SA000033223,W00004655,SK00011,2025-05-11,Self,3,4,Project Evidence
SA000033222,W00004655,SK00018,2026-03-29,Self,5,5,Project Evidence
SA000033224,W00004655,SK00019,2026-04-11,Self,3,4,Project Evidence
SA000033221,W00004655,SK00026,2024-10-07,Self,4,4,Self Review
SA000033229,W00004656,SK00007,2025-07-04,System,2,3,Course Assessment
SA000033236,W00004656,SK00008,2025-06-04,Manager,2,3,Manager Review
SA000033233,W00004656,SK00009,2026-03-16,Self,1,1,Self Review
SA000033232,W00004656,SK00011,2026-03-13,Self,2,2,Project Evidence
SA000033234,W00004656,SK00021,2024-09-13,Self,2,3,Self Review
SA000033231,W00004656,SK00023,2025-02-11,System,2,3,Course Assessment
SA000033230,W00004656,SK00023,2025-10-22,Self,3,3,Self Review
SA000033235,W00004656,SK00036,2025-03-22,Self,3,3,Self Review
SA000033243,W00004657,SK00003,2025-04-07,Manager,2,2,Manager Review
SA000033240,W00004657,SK00004,2025-10-20,Manager,4,4,Manager Review
SA000033238,W00004657,SK00010,2025-10-13,Self,1,1,Self Review
SA000033241,W00004657,SK00020,2025-05-16,Self,2,2,Self Review
SA000033239,W00004657,SK00023,2025-11-29,Manager,2,3,Manager Review
SA000033237,W00004657,SK00024,2025-12-24,Self,3,4,Self Review
SA000033242,W00004657,SK00036,2025-12-08,Manager,3,4,Manager Review
SA000033245,W00004658,SK00018,2025-04-07,System,3,3,Course Assessment
SA000033248,W00004658,SK00021,2024-12-13,Self,1,1,Self Review
SA000033249,W00004658,SK00021,2025-10-26,Manager,1,1,Manager Review
SA000033244,W00004658,SK00026,2025-03-02,Self,3,3,Self Review
SA000033246,W00004658,SK00027,2024-08-29,Self,4,4,Project Evidence
SA000033247,W00004658,SK00028,2025-03-12,Manager,5,5,Manager Review
SA000033251,W00004659,SK00010,2024-09-09,System,2,2,Course Assessment
SA000033257,W00004659,SK00011,2026-03-31,Manager,4,4,Manager Review
SA000033259,W00004659,SK00016,2026-03-15,System,3,3,Course Assessment
SA000033256,W00004659,SK00023,2025-04-26,Manager,2,3,Manager Review
SA000033250,W00004659,SK00024,2025-05-17,Self,2,3,Project Evidence
SA000033252,W00004659,SK00026,2024-08-10,System,2,3,Course Assessment
SA000033253,W00004659,SK00026,2026-05-08,Self,2,3,Project Evidence
SA000033258,W00004659,SK00027,2025-10-26,Manager,1,1,Manager Review
SA000033255,W00004659,SK00032,2024-09-24,Self,2,2,Self Review
SA000033254,W00004659,SK00032,2025-01-20,System,2,2,Course Assessment
SA000033265,W00004660,SK00006,2025-09-02,System,3,3,Course Assessment
SA000033266,W00004660,SK00006,2026-01-20,System,2,3,Course Assessment
SA000033269,W00004660,SK00008,2024-12-27,Manager,2,2,Manager Review
SA000033262,W00004660,SK00010,2024-07-19,Self,4,4,Project Evidence
SA000033264,W00004660,SK00010,2024-07-25,System,4,4,Certification Exam
SA000033263,W00004660,SK00010,2026-06-10,Manager,4,4,Manager Review
SA000033267,W00004660,SK00014,2024-09-29,Manager,2,2,Manager Review
SA000033268,W00004660,SK00025,2025-10-11,Manager,4,5,Manager Review
SA000033260,W00004660,SK00034,2025-04-08,Self,2,2,Self Review
SA000033261,W00004660,SK00034,2026-03-21,Manager,2,2,Manager Review
SA000033274,W00004661,SK00020,2024-08-08,Manager,3,3,Manager Review
SA000033270,W00004661,SK00026,2025-11-17,Self,4,4,Project Evidence
SA000033272,W00004661,SK00027,2024-10-19,Manager,2,3,Manager Review
SA000033271,W00004661,SK00032,2025-10-20,Manager,1,1,Manager Review
SA000033273,W00004661,SK00033,2026-02-04,Self,1,1,Self Review
SA000033280,W00004662,SK00003,2025-03-08,Manager,2,3,Manager Review
SA000033278,W00004662,SK00024,2024-09-05,System,1,1,Certification Exam
SA000033276,W00004662,SK00024,2026-04-24,System,1,1,Course Assessment
SA000033277,W00004662,SK00024,2026-06-22,System,1,1,Certification Exam
SA000033279,W00004662,SK00027,2025-03-07,System,4,5,Certification Exam
SA000033275,W00004662,SK00029,2024-09-21,Manager,3,3,Manager Review
SA000033284,W00004664,SK00005,2024-10-05,Self,2,2,Project Evidence
SA000033286,W00004664,SK00008,2024-08-12,Manager,4,4,Manager Review
SA000033285,W00004664,SK00008,2025-12-25,System,4,4,Certification Exam
SA000033281,W00004664,SK00010,2025-02-23,Self,3,3,Self Review
SA000033282,W00004664,SK00010,2025-12-05,System,3,3,Certification Exam
SA000033283,W00004664,SK00033,2026-02-16,System,2,3,Certification Exam
SA000033291,W00004666,SK00011,2026-05-02,Manager,4,4,Manager Review
SA000033290,W00004666,SK00014,2025-05-18,System,2,2,Course Assessment
SA000033288,W00004666,SK00018,2026-01-28,Manager,2,2,Manager Review
SA000033292,W00004666,SK00027,2025-03-17,Manager,4,4,Manager Review
SA000033287,W00004666,SK00031,2025-09-19,Manager,3,3,Manager Review
SA000033289,W00004666,SK00032,2025-03-10,System,2,3,Course Assessment
SA000033293,W00004666,SK00036,2026-04-25,System,3,4,Course Assessment
SA000033301,W00004668,SK00004,2025-08-24,Self,3,4,Self Review
SA000033300,W00004668,SK00004,2026-04-15,Self,4,4,Self Review
SA000033297,W00004668,SK00011,2025-07-02,Self,4,4,Self Review
SA000033298,W00004668,SK00011,2026-06-22,Self,3,4,Self Review
SA000033296,W00004668,SK00018,2026-03-16,Self,2,3,Self Review
SA000033295,W00004668,SK00026,2025-12-06,Self,2,2,Self Review
SA000033299,W00004668,SK00027,2026-01-23,Manager,4,4,Manager Review
SA000033294,W00004668,SK00030,2024-07-16,Self,3,3,Project Evidence
SA000033302,W00004668,SK00036,2025-08-25,Self,1,1,Project Evidence
SA000033303,W00004668,SK00036,2025-12-02,System,1,1,Course Assessment
SA000033305,W00004669,SK00007,2025-05-23,System,2,3,Course Assessment
SA000033306,W00004669,SK00007,2025-06-01,Self,2,3,Project Evidence
SA000033310,W00004669,SK00008,2025-11-08,Manager,1,1,Manager Review
SA000033304,W00004669,SK00010,2025-11-19,Self,4,4,Self Review
SA000033307,W00004669,SK00023,2025-01-28,System,4,4,Certification Exam
SA000033308,W00004669,SK00027,2025-02-06,Self,2,2,Self Review
SA000033309,W00004669,SK00033,2024-11-24,Manager,1,1,Manager Review
SA000033312,W00004671,SK00007,2026-03-08,Self,3,3,Project Evidence
SA000033313,W00004671,SK00008,2024-07-16,Manager,1,2,Manager Review
SA000033318,W00004671,SK00009,2025-12-09,Self,1,2,Self Review
SA000033311,W00004671,SK00010,2025-03-18,Self,3,3,Self Review
SA000033317,W00004671,SK00016,2025-03-17,Manager,5,5,Manager Review
SA000033316,W00004671,SK00016,2025-09-23,Self,4,5,Self Review
SA000033315,W00004671,SK00023,2025-01-12,Self,4,4,Self Review
SA000033314,W00004671,SK00023,2025-09-05,Self,4,4,Self Review
SA000033324,W00004672,SK00011,2024-09-26,Manager,2,2,Manager Review
SA000033323,W00004672,SK00015,2025-08-19,System,4,5,Certification Exam
SA000033322,W00004672,SK00015,2026-04-19,Self,5,5,Project Evidence
SA000033320,W00004672,SK00018,2025-10-05,Manager,3,4,Manager Review
SA000033325,W00004672,SK00027,2026-06-07,System,4,4,Course Assessment
SA000033319,W00004672,SK00034,2025-09-23,System,4,4,Course Assessment
SA000033321,W00004672,SK00035,2024-08-23,Manager,2,3,Manager Review
SA000033333,W00004673,SK00022,2024-11-17,Self,3,3,Self Review
SA000033332,W00004673,SK00022,2025-09-05,Self,3,3,Project Evidence
SA000033328,W00004673,SK00026,2024-07-16,Self,4,4,Self Review
SA000033329,W00004673,SK00027,2026-02-03,System,2,2,Certification Exam
SA000033330,W00004673,SK00028,2025-01-06,Self,4,4,Project Evidence
SA000033326,W00004673,SK00030,2025-03-06,System,1,2,Certification Exam
SA000033327,W00004673,SK00031,2024-07-11,Self,2,2,Self Review
SA000033331,W00004673,SK00033,2025-02-28,Self,4,4,Project Evidence
SA000033346,W00004674,SK00005,2026-01-06,Self,1,2,Project Evidence
SA000033339,W00004674,SK00006,2024-07-20,Self,4,4,Project Evidence
SA000033338,W00004674,SK00006,2025-01-21,Self,4,4,Self Review
SA000033337,W00004674,SK00006,2026-06-05,System,4,4,Course Assessment
SA000033341,W00004674,SK00007,2024-11-16,System,4,4,Certification Exam
SA000033340,W00004674,SK00007,2025-11-19,System,3,4,Certification Exam
SA000033347,W00004674,SK00008,2026-01-07,System,5,5,Course Assessment
SA000033343,W00004674,SK00016,2024-07-23,Manager,3,3,Manager Review
SA000033342,W00004674,SK00016,2024-09-10,Manager,2,3,Manager Review
SA000033345,W00004674,SK00021,2024-10-21,Self,5,5,Self Review
SA000033344,W00004674,SK00021,2025-05-13,System,5,5,Course Assessment
SA000033334,W00004674,SK00024,2024-12-21,System,3,3,Certification Exam
SA000033335,W00004674,SK00030,2025-07-02,System,2,2,Course Assessment
SA000033336,W00004674,SK00030,2026-02-21,Self,2,2,Self Review
SA000033354,W00004675,SK00002,2025-03-16,Manager,3,3,Manager Review
SA000033353,W00004675,SK00002,2025-09-26,Self,3,3,Self Review
SA000033355,W00004675,SK00005,2025-05-30,Self,4,5,Project Evidence
