performance_review_id,worker_id,review_year,review_cycle,review_type,overall_rating,overall_rating_label,potential_rating,promotion_readiness,gen_ai_readiness,manager_rating,self_rating,calibration_adjustment,review_status,review_completion_date
PR00014676,W00004153,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Low,2,3,Upward,Completed,2025-02-17
PR00014677,W00004153,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Medium,2,2,None,Completed,2026-02-16
PR00014678,W00004154,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Expert,3,2,Downward,In Progress,
PR00014679,W00004156,2021,2021 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Expert,3,2,Downward,Completed,2022-02-11
PR00014680,W00004156,2022,2022 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 2 Years,High,4,3,Downward,Completed,2023-02-09
PR00014681,W00004156,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Medium,3,4,None,Completed,2024-02-13
PR00014682,W00004156,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,Low,4,5,None,Completed,2025-02-21
PR00014683,W00004156,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,High,4,4,None,Completed,2026-01-22
PR00014684,W00004157,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,Medium,3,3,Upward,Completed,2022-02-28
PR00014685,W00004157,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,Medium,3,3,None,Completed,2023-03-17
PR00014686,W00004157,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 3+ Years,Low,4,5,None,Completed,2024-02-17
PR00014687,W00004157,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Medium,4,4,None,Not Started,
PR00014688,W00004158,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,4,3,Downward,Completed,2022-01-27
PR00014689,W00004158,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,High,Ready in 3+ Years,Medium,2,2,None,Completed,2023-02-21
PR00014690,W00004158,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Medium,4,4,None,Completed,2024-02-02
PR00014691,W00004158,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Medium,2,3,Upward,Completed,2025-02-23
PR00014692,W00004158,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,2,3,Upward,Completed,2026-01-10
PR00014693,W00004159,2021,2021 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,Medium,2,2,None,Completed,2022-02-06
PR00014694,W00004159,2022,2022 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 2 Years,Expert,3,3,None,Completed,2023-01-04
PR00014695,W00004159,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,High,3,3,None,Completed,2024-04-09
PR00014696,W00004159,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,Expert,4,3,None,In Progress,
PR00014697,W00004159,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2026-03-23
PR00014698,W00004160,2021,2021 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,High,3,3,None,Completed,2022-01-10
PR00014699,W00004160,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,Medium,4,4,None,Completed,2023-03-20
PR00014700,W00004160,2023,2023 Annual Review,Annual,3,Meets Expectations,Low,Ready Now,Medium,3,4,None,Completed,2024-02-22
PR00014701,W00004160,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,3,None,Completed,2025-01-03
PR00014702,W00004160,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,5,None,Completed,2026-03-04
PR00014703,W00004161,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Low,4,4,None,Completed,2025-02-06
PR00014704,W00004161,2025,2025 Annual Review,Annual,5,Outstanding,Low,Ready in 3+ Years,High,5,5,None,Completed,2026-04-17
PR00014705,W00004162,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Expert,2,3,Upward,Completed,2023-02-25
PR00014706,W00004162,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,4,4,None,Completed,2024-03-06
PR00014707,W00004162,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 2 Years,Expert,2,2,None,Completed,2025-02-01
PR00014708,W00004162,2025,2025 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,Medium,5,4,None,Completed,2026-03-03
PR00014709,W00004163,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,High,4,4,None,Completed,2026-03-25
PR00014710,W00004164,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,4,None,Completed,2022-02-03
PR00014711,W00004164,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,3,None,Completed,2023-02-16
PR00014712,W00004164,2023,2023 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Medium,3,3,None,Completed,2024-02-24
PR00014713,W00004164,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Low,3,4,None,Completed,2025-02-05
PR00014714,W00004164,2025,2025 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 3+ Years,High,3,3,None,Completed,2026-03-11
PR00014715,W00004165,2021,2021 Annual Review,Annual,5,Outstanding,Moderate,Ready in 2 Years,High,5,5,None,Completed,2022-02-08
PR00014716,W00004165,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,5,None,Completed,2023-03-04
PR00014717,W00004165,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Expert,2,4,Upward,Completed,2024-03-16
PR00014718,W00004165,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Expert,3,3,None,Completed,2025-02-20
PR00014719,W00004165,2025,2025 Annual Review,Annual,3,Meets Expectations,Low,Ready in 1 Year,High,2,3,Upward,Completed,2026-02-22
PR00014720,W00004166,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,4,None,Completed,2022-03-14
PR00014721,W00004166,2022,2022 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Low,4,3,Downward,Completed,2023-03-01
PR00014722,W00004166,2023,2023 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 2 Years,Medium,3,3,None,Completed,2024-01-14
PR00014723,W00004166,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,3,None,Completed,2025-04-19
PR00014724,W00004166,2025,2025 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 2 Years,High,3,4,None,Completed,2026-03-27
PR00014725,W00004167,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Low,3,3,None,Completed,2022-02-22
PR00014726,W00004167,2022,2022 Annual Review,Annual,5,Outstanding,High,Ready in 2 Years,Low,5,5,None,Completed,2023-03-08
PR00014727,W00004167,2023,2023 Annual Review,Annual,5,Outstanding,High,Ready in 2 Years,Medium,4,5,Upward,Completed,2024-03-08
PR00014728,W00004167,2024,2024 Annual Review,Annual,5,Outstanding,Exceptional,Ready in 1 Year,Medium,5,5,None,Completed,2025-02-08
PR00014729,W00004167,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,High,Ready in 3+ Years,High,2,2,None,Completed,2026-04-04
PR00014730,W00004168,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,3,None,Completed,2022-03-05
PR00014731,W00004168,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,3,4,Upward,Completed,2023-03-25
PR00014732,W00004168,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Medium,3,4,None,Completed,2024-02-05
PR00014733,W00004168,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,4,4,Downward,Completed,2025-02-28
PR00014734,W00004168,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Expert,3,3,None,Completed,2026-02-13
PR00014735,W00004169,2021,2021 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 2 Years,Expert,4,3,Downward,Completed,2022-01-22
PR00014736,W00004169,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready Now,Medium,3,4,None,Completed,2023-03-04
PR00014737,W00004169,2023,2023 Annual Review,Annual,3,Meets Expectations,Low,Ready Now,Low,3,3,None,Completed,2024-03-02
PR00014738,W00004169,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,3,None,Completed,2025-04-22
PR00014739,W00004169,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Low,3,3,None,Completed,2026-03-10
PR00014740,W00004170,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Low,2,3,Upward,Completed,2022-02-11
PR00014741,W00004170,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,In Progress,
PR00014742,W00004170,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,3,None,Completed,2024-03-28
PR00014743,W00004171,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Expert,3,4,Upward,Manager Review Pending,
PR00014744,W00004171,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Low,Ready Now,High,4,5,None,Completed,2023-01-23
PR00014745,W00004171,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 3+ Years,Expert,4,5,None,Completed,2024-03-05
PR00014746,W00004171,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,3,None,Completed,2025-02-12
PR00014747,W00004171,2025,2025 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,High,4,3,Downward,Completed,2026-03-08
PR00014748,W00004172,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,2,None,Completed,2024-02-15
PR00014749,W00004172,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,3,None,Completed,2025-03-26
PR00014750,W00004172,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,4,None,Completed,2026-02-20
PR00014751,W00004173,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,High,5,4,Downward,Completed,2025-03-09
PR00014752,W00004173,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,Medium,2,3,None,Completed,2026-03-12
PR00014753,W00004174,2021,2021 Annual Review,Annual,5,Outstanding,High,Ready in 2 Years,High,5,5,None,Completed,2022-02-09
PR00014754,W00004174,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,Medium,4,5,None,Completed,2023-02-09
PR00014755,W00004174,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2024-03-06
PR00014756,W00004174,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 3+ Years,Expert,4,4,None,Completed,2025-01-20
PR00014757,W00004174,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Expert,3,3,None,Completed,2026-03-21
PR00014758,W00004175,2021,2021 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,Medium,5,5,None,Completed,2022-02-02
PR00014759,W00004175,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2023-02-10
PR00014760,W00004175,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,High,4,4,None,Completed,2024-03-04
PR00014761,W00004175,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,5,None,Completed,2025-03-18
PR00014762,W00004175,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,3,None,Completed,2026-03-05
PR00014763,W00004176,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,4,3,None,Completed,2026-03-28
PR00014764,W00004177,2024,2024 Annual Review,Annual,5,Outstanding,Exceptional,Ready in 2 Years,Expert,5,5,None,Completed,2025-04-27
PR00014765,W00004177,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,5,4,Downward,Completed,2026-02-13
PR00014766,W00004178,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,Low,2,2,None,Completed,2026-02-22
PR00014767,W00004179,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,Medium,3,4,None,Completed,2025-02-28
PR00014768,W00004179,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,High,3,2,None,Completed,2026-03-08
PR00014769,W00004180,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,High,4,4,None,Completed,2022-03-11
PR00014770,W00004180,2022,2022 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,Expert,4,5,Upward,Completed,2023-02-26
PR00014771,W00004180,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Expert,2,3,None,Completed,2024-01-14
PR00014772,W00004180,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,4,4,Downward,Completed,2025-01-05
PR00014773,W00004180,2025,2025 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Medium,5,5,None,Completed,2026-02-13
PR00014774,W00004181,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 2 Years,High,2,2,None,Completed,2025-02-06
PR00014775,W00004181,2025,2025 Annual Review,Annual,3,Meets Expectations,Low,Ready Now,Expert,4,3,Downward,Completed,2026-02-01
PR00014776,W00004182,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Expert,3,3,None,Completed,2023-01-16
PR00014777,W00004182,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,3,None,Completed,2024-03-21
PR00014778,W00004182,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,High,3,1,Downward,Completed,2025-03-15
PR00014779,W00004182,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,5,None,Completed,2026-03-05
PR00014780,W00004183,2021,2021 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Low,2,2,None,Completed,2022-04-10
PR00014781,W00004183,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,High,Ready in 3+ Years,High,2,1,None,Completed,2023-03-17
PR00014782,W00004183,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,High,4,2,Downward,Completed,2024-03-17
PR00014783,W00004183,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,3,None,Completed,2025-01-08
PR00014784,W00004183,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Medium,3,3,None,Completed,2026-04-27
PR00014785,W00004184,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 1 Year,Low,4,5,None,Completed,2022-02-05
PR00014786,W00004184,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Low,3,4,None,Canceled,
PR00014787,W00004184,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Medium,2,2,None,Completed,2024-01-13
PR00014788,W00004184,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,High,3,4,Upward,Canceled,
PR00014789,W00004184,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Low,3,3,None,Completed,2026-01-05
PR00014790,W00004185,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,High,4,3,None,Completed,2026-02-02
PR00014791,W00004186,2023,2023 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Expert,3,4,None,Completed,2024-03-12
PR00014792,W00004187,2021,2021 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,High,5,5,None,Completed,2022-03-11
PR00014793,W00004188,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,High,2,3,Upward,Completed,2022-03-04
PR00014794,W00004188,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Medium,3,3,None,Completed,2023-02-22
PR00014795,W00004188,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,High,2,2,None,Completed,2024-04-21
PR00014796,W00004188,2024,2024 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Expert,3,3,None,Completed,2025-04-24
PR00014797,W00004188,2025,2025 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Medium,3,3,None,Completed,2026-03-09
PR00014798,W00004189,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Exceptional,Ready in 3+ Years,Low,3,1,Downward,Completed,2024-02-09
PR00014799,W00004189,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,3,None,Completed,2025-01-25
PR00014800,W00004189,2025,2025 Annual Review,Annual,5,Outstanding,Exceptional,Ready Now,Medium,5,4,None,Completed,2026-03-19
PR00014801,W00004190,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,4,3,Downward,Completed,2022-01-08
PR00014802,W00004190,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Expert,3,3,None,Completed,2023-02-06
PR00014803,W00004190,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,4,4,None,Completed,2024-03-10
PR00014804,W00004190,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,5,None,Completed,2025-02-12
PR00014805,W00004190,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,4,None,Completed,2026-03-20
PR00014806,W00004191,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2022-03-11
PR00014807,W00004191,2022,2022 Annual Review,Annual,5,Outstanding,High,Ready in 2 Years,Low,5,5,None,Completed,2023-02-08
PR00014808,W00004191,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,3,None,Completed,2024-03-03
PR00014809,W00004191,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready Now,High,5,4,None,Completed,2025-04-24
PR00014810,W00004191,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,High,4,4,None,Completed,2026-04-15
PR00014811,W00004192,2021,2021 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 2 Years,Low,4,4,Downward,Completed,2022-01-13
PR00014812,W00004192,2022,2022 Annual Review,Annual,5,Outstanding,Moderate,Ready in 2 Years,Medium,5,5,None,Completed,2023-02-11
PR00014813,W00004192,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Medium,2,2,None,Completed,2024-02-16
PR00014814,W00004192,2024,2024 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 3+ Years,Medium,3,3,None,Completed,2025-01-25
PR00014815,W00004192,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,4,4,Downward,Completed,2026-03-22
PR00014816,W00004193,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Medium,3,4,None,Completed,2025-03-04
PR00014817,W00004193,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Low,4,3,None,Completed,2026-03-25
PR00014818,W00004194,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Low,5,4,Downward,In Progress,
PR00014819,W00004194,2023,2023 Annual Review,Annual,5,Outstanding,High,Ready in 2 Years,Medium,5,5,None,Completed,2024-03-14
PR00014820,W00004194,2024,2024 Annual Review,Annual,5,Outstanding,High,Ready in 2 Years,Low,5,5,None,Completed,2025-04-09
PR00014821,W00004194,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 1 Year,Low,4,4,None,Completed,2026-03-07
PR00014822,W00004195,2021,2021 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Low,2,1,None,Completed,2022-01-05
PR00014823,W00004195,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Low,2,2,None,Completed,2023-01-01
PR00014824,W00004195,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,High,2,2,None,Completed,2024-02-05
PR00014825,W00004195,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,High,4,2,Downward,Completed,2025-04-13
PR00014826,W00004195,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Low,2,3,None,Completed,2026-03-25
PR00014827,W00004196,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Low,2,2,None,Completed,2025-03-16
PR00014828,W00004196,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,3,None,Completed,2026-04-03
PR00014829,W00004197,2021,2021 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,High,5,5,None,Completed,2022-01-24
PR00014830,W00004197,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,3,3,None,Completed,2023-03-27
PR00014831,W00004197,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,Medium,1,2,Upward,Completed,2024-02-19
PR00014832,W00004197,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,High,4,4,None,Completed,2025-03-12
PR00014833,W00004197,2025,2025 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Low,2,4,Upward,Completed,2026-02-28
PR00014834,W00004198,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,High,3,3,Downward,Completed,2023-04-08
PR00014835,W00004198,2023,2023 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 1 Year,Medium,3,3,None,Completed,2024-01-21
PR00014836,W00004198,2024,2024 Annual Review,Annual,1,Needs Improvement,Moderate,Ready in 3+ Years,Expert,1,1,None,Completed,2025-03-09
PR00014837,W00004198,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,High,3,3,None,Completed,2026-02-27
PR00014838,W00004199,2023,2023 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Low,3,4,None,Completed,2024-02-09
PR00014839,W00004199,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,3,None,Completed,2025-02-14
PR00014840,W00004199,2025,2025 Annual Review,Annual,1,Needs Improvement,Low,Ready in 3+ Years,Low,1,2,None,Completed,2026-04-14
PR00014841,W00004200,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,4,None,Completed,2022-03-10
PR00014842,W00004200,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,High,3,5,Upward,Completed,2023-02-24
PR00014843,W00004200,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,4,4,None,Completed,2024-03-26
PR00014844,W00004200,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,High,5,5,None,Completed,2025-04-17
PR00014845,W00004200,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Medium,3,3,None,Completed,2026-04-10
PR00014846,W00004201,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,4,None,Completed,2026-03-09
PR00014847,W00004202,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Expert,3,4,None,Completed,2026-01-02
PR00014848,W00004203,2021,2021 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,High,5,5,None,Completed,2022-02-22
PR00014849,W00004203,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Medium,3,3,None,Completed,2023-03-02
PR00014850,W00004203,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,High,4,4,None,Completed,2024-02-15
PR00014851,W00004203,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,High,5,5,None,Completed,2025-03-06
PR00014852,W00004203,2025,2025 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,Medium,5,5,None,Completed,2026-04-15
PR00014853,W00004204,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Low,2,2,None,Completed,2024-02-01
PR00014854,W00004204,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Low,3,4,None,Completed,2025-04-28
PR00014855,W00004204,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,Medium,4,4,None,Completed,2026-03-07
PR00014856,W00004205,2021,2021 Annual Review,Annual,2,Partially Meets Expectations,High,Ready in 2 Years,Medium,2,2,None,Completed,2022-01-01
PR00014857,W00004205,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,3,None,Completed,2023-03-25
PR00014858,W00004205,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Medium,2,2,None,Completed,2024-02-14
PR00014859,W00004205,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,Expert,5,5,None,Completed,2025-03-19
PR00014860,W00004205,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Low,2,2,None,Completed,2026-02-01
PR00014861,W00004206,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready Now,High,4,4,None,Completed,2022-01-10
PR00014862,W00004206,2022,2022 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Medium,3,3,None,Completed,2023-02-03
PR00014863,W00004206,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,4,None,Completed,2024-02-27
PR00014864,W00004206,2024,2024 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 2 Years,High,3,2,None,In Progress,
PR00014865,W00004206,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,High,4,4,None,Completed,2026-04-18
PR00014866,W00004207,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Low,4,4,None,Completed,2022-03-06
PR00014867,W00004207,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Low,4,5,None,Completed,2023-02-09
