compensation_grade_id,global_grade,career_level,job_family,market_reference_zone,salary_band_min,salary_band_mid,salary_band_max,bonus_target,currency,country,geo_differential,gen_ai_impact_level,gen_ai_skill_premium,gen_ai_role_category
CG001397,G02,Analyst,Cyber Risk,Middle East Premium,42000,56000,70000,0.03,AED,United Arab Emirates,0.74,High,0.08,AI Risk / Compliance
CG001398,G03,Consultant,Cyber Risk,Middle East Premium,54000,78000,100000,0.05,AED,United Arab Emirates,0.74,High,0.08,AI Risk / Compliance
CG001399,G04,Senior Consultant,Cyber Risk,Middle East Premium,73000,105000,135000,0.08,AED,United Arab Emirates,0.74,High,0.08,AI Risk / Compliance
CG001400,G05,Manager,Cyber Risk,Middle East Premium,93000,140000,190000,0.12,AED,United Arab Emirates,0.74,High,0.08,AI Risk / Compliance
CG001401,G06,Senior Manager,Cyber Risk,Middle East Premium,130000,200000,270000,0.18,AED,United Arab Emirates,0.74,High,0.08,AI Risk / Compliance
CG001402,G07,Director,Cyber Risk,Middle East Premium,160000,295000,425000,0.25,AED,United Arab Emirates,0.74,High,0.08,AI Risk / Compliance
CG001403,G08,Partner,Cyber Risk,Middle East Premium,260000,645000,1035000,0.4,AED,United Arab Emirates,0.74,High,0.08,AI Risk / Compliance
CG001404,G09,Executive,Cyber Risk,Middle East Premium,415000,1035000,1655000,0.5,AED,United Arab Emirates,0.74,High,0.08,AI Risk / Compliance
CG001405,G01,Intern,Regulatory Risk,Middle East Premium,18000,24000,30000,0.0,AED,United Arab Emirates,0.74,High,0.08,AI Governance
CG001406,G02,Analyst,Regulatory Risk,Middle East Premium,39000,52000,65000,0.03,AED,United Arab Emirates,0.74,High,0.08,AI Governance
CG001407,G03,Consultant,Regulatory Risk,Middle East Premium,50000,72000,94000,0.05,AED,United Arab Emirates,0.74,High,0.08,AI Governance
CG001408,G04,Senior Consultant,Regulatory Risk,Middle East Premium,67000,96000,125000,0.08,AED,United Arab Emirates,0.74,High,0.08,AI Governance
CG001409,G05,Manager,Regulatory Risk,Middle East Premium,86000,130000,180000,0.12,AED,United Arab Emirates,0.74,High,0.08,AI Governance
CG001410,G06,Senior Manager,Regulatory Risk,Middle East Premium,120000,185000,250000,0.18,AED,United Arab Emirates,0.74,High,0.08,AI Governance
CG001411,G07,Director,Regulatory Risk,Middle East Premium,150000,270000,395000,0.25,AED,United Arab Emirates,0.74,High,0.08,AI Governance
CG001412,G08,Partner,Regulatory Risk,Middle East Premium,240000,600000,960000,0.4,AED,United Arab Emirates,0.74,High,0.08,AI Governance
CG001413,G09,Executive,Regulatory Risk,Middle East Premium,385000,960000,1535000,0.5,AED,United Arab Emirates,0.74,High,0.08,AI Governance
CG001414,G01,Intern,Mergers and Acquisitions,Middle East Premium,17000,23000,29000,0.0,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001415,G02,Analyst,Mergers and Acquisitions,Middle East Premium,37000,50000,62000,0.03,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001416,G03,Consultant,Mergers and Acquisitions,Middle East Premium,48000,69000,89000,0.05,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001417,G04,Senior Consultant,Mergers and Acquisitions,Middle East Premium,64000,91000,120000,0.08,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001418,G05,Manager,Mergers and Acquisitions,Middle East Premium,82000,125000,170000,0.12,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001419,G06,Senior Manager,Mergers and Acquisitions,Middle East Premium,115000,175000,235000,0.18,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001420,G07,Director,Mergers and Acquisitions,Middle East Premium,145000,260000,375000,0.25,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001421,G08,Partner,Mergers and Acquisitions,Middle East Premium,230000,570000,915000,0.4,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001422,G09,Executive,Mergers and Acquisitions,Middle East Premium,365000,915000,1465000,0.5,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001423,G01,Intern,Finance,Middle East Premium,17000,23000,29000,0.0,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001424,G02,Analyst,Finance,Middle East Premium,37000,50000,62000,0.03,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001425,G03,Consultant,Finance,Middle East Premium,48000,69000,89000,0.05,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001426,G04,Senior Consultant,Finance,Middle East Premium,64000,91000,120000,0.08,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001427,G05,Manager,Finance,Middle East Premium,82000,125000,170000,0.12,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001428,G06,Senior Manager,Finance,Middle East Premium,115000,175000,235000,0.18,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001429,G07,Director,Finance,Middle East Premium,145000,260000,375000,0.25,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001430,G08,Partner,Finance,Middle East Premium,230000,570000,915000,0.4,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001431,G09,Executive,Finance,Middle East Premium,365000,915000,1465000,0.5,AED,United Arab Emirates,0.74,Low,0.03,AI User
CG001432,G01,Intern,Human Resources,Middle East Premium,17000,22000,28000,0.0,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001433,G02,Analyst,Human Resources,Middle East Premium,36000,48000,60000,0.03,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001434,G03,Consultant,Human Resources,Middle East Premium,47000,66000,86000,0.05,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001435,G04,Senior Consultant,Human Resources,Middle East Premium,62000,89000,115000,0.08,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001436,G05,Manager,Human Resources,Middle East Premium,79000,120000,165000,0.12,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001437,G06,Senior Manager,Human Resources,Middle East Premium,110000,170000,230000,0.18,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001438,G07,Director,Human Resources,Middle East Premium,140000,250000,365000,0.25,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001439,G08,Partner,Human Resources,Middle East Premium,220000,555000,885000,0.4,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001440,G09,Executive,Human Resources,Middle East Premium,355000,885000,1415000,0.5,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001441,G01,Intern,Information Technology,Middle East Premium,18000,24000,30000,0.0,AED,United Arab Emirates,0.74,High,0.08,AI Builder
CG001442,G02,Analyst,Information Technology,Middle East Premium,39000,52000,65000,0.03,AED,United Arab Emirates,0.74,High,0.08,AI Builder
CG001443,G03,Consultant,Information Technology,Middle East Premium,50000,72000,94000,0.05,AED,United Arab Emirates,0.74,High,0.08,AI Builder
CG001444,G04,Senior Consultant,Information Technology,Middle East Premium,67000,96000,125000,0.08,AED,United Arab Emirates,0.74,High,0.08,AI Builder
CG001445,G05,Manager,Information Technology,Middle East Premium,86000,130000,180000,0.12,AED,United Arab Emirates,0.74,High,0.08,AI Builder
CG001446,G06,Senior Manager,Information Technology,Middle East Premium,120000,185000,250000,0.18,AED,United Arab Emirates,0.74,High,0.08,AI Builder
CG001447,G07,Director,Information Technology,Middle East Premium,150000,270000,395000,0.25,AED,United Arab Emirates,0.74,High,0.08,AI Builder
CG001448,G08,Partner,Information Technology,Middle East Premium,240000,600000,960000,0.4,AED,United Arab Emirates,0.74,High,0.08,AI Builder
CG001449,G09,Executive,Information Technology,Middle East Premium,385000,960000,1535000,0.5,AED,United Arab Emirates,0.74,High,0.08,AI Builder
CG001450,G01,Intern,Legal,Middle East Premium,17000,22000,28000,0.0,AED,United Arab Emirates,0.74,Medium,0.05,AI Governance
CG001451,G02,Analyst,Legal,Middle East Premium,36000,48000,60000,0.03,AED,United Arab Emirates,0.74,Medium,0.05,AI Governance
CG001452,G03,Consultant,Legal,Middle East Premium,47000,66000,86000,0.05,AED,United Arab Emirates,0.74,Medium,0.05,AI Governance
CG001453,G04,Senior Consultant,Legal,Middle East Premium,62000,89000,115000,0.08,AED,United Arab Emirates,0.74,Medium,0.05,AI Governance
CG001454,G05,Manager,Legal,Middle East Premium,79000,120000,165000,0.12,AED,United Arab Emirates,0.74,Medium,0.05,AI Governance
CG001455,G06,Senior Manager,Legal,Middle East Premium,110000,170000,230000,0.18,AED,United Arab Emirates,0.74,Medium,0.05,AI Governance
CG001456,G07,Director,Legal,Middle East Premium,140000,250000,365000,0.25,AED,United Arab Emirates,0.74,Medium,0.05,AI Governance
CG001457,G08,Partner,Legal,Middle East Premium,220000,555000,885000,0.4,AED,United Arab Emirates,0.74,Medium,0.05,AI Governance
CG001458,G09,Executive,Legal,Middle East Premium,355000,885000,1415000,0.5,AED,United Arab Emirates,0.74,Medium,0.05,AI Governance
CG001459,G01,Intern,Marketing,Middle East Premium,17000,22000,28000,0.0,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001460,G02,Analyst,Marketing,Middle East Premium,36000,48000,60000,0.03,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001461,G03,Consultant,Marketing,Middle East Premium,47000,66000,86000,0.05,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001462,G04,Senior Consultant,Marketing,Middle East Premium,62000,89000,115000,0.08,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001463,G05,Manager,Marketing,Middle East Premium,79000,120000,165000,0.12,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001464,G06,Senior Manager,Marketing,Middle East Premium,110000,170000,230000,0.18,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001465,G07,Director,Marketing,Middle East Premium,140000,250000,365000,0.25,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001466,G08,Partner,Marketing,Middle East Premium,220000,555000,885000,0.4,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001467,G09,Executive,Marketing,Middle East Premium,355000,885000,1415000,0.5,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001468,G01,Intern,Data and Analytics,Middle East Premium,20000,27000,34000,0.0,AED,United Arab Emirates,0.74,Critical,0.12,AI Builder
CG001469,G02,Analyst,Data and Analytics,Middle East Premium,44000,58000,73000,0.03,AED,United Arab Emirates,0.74,Critical,0.12,AI Builder
CG001470,G03,Consultant,Data and Analytics,Middle East Premium,56000,81000,105000,0.05,AED,United Arab Emirates,0.74,Critical,0.12,AI Builder
CG001471,G04,Senior Consultant,Data and Analytics,Middle East Premium,75000,105000,140000,0.08,AED,United Arab Emirates,0.74,Critical,0.12,AI Builder
CG001472,G05,Manager,Data and Analytics,Middle East Premium,96000,150000,200000,0.12,AED,United Arab Emirates,0.74,Critical,0.12,AI Builder
CG001473,G06,Senior Manager,Data and Analytics,Middle East Premium,135000,205000,280000,0.18,AED,United Arab Emirates,0.74,Critical,0.12,AI Builder
CG001474,G07,Director,Data and Analytics,Middle East Premium,165000,305000,440000,0.25,AED,United Arab Emirates,0.74,Critical,0.12,AI Builder
CG001475,G08,Partner,Data and Analytics,Middle East Premium,270000,670000,1075000,0.4,AED,United Arab Emirates,0.74,Critical,0.12,AI Builder
CG001476,G09,Executive,Data and Analytics,Middle East Premium,430000,1075000,1720000,0.5,AED,United Arab Emirates,0.74,Critical,0.12,AI Builder
CG001477,G01,Intern,Operations,Middle East Premium,17000,23000,29000,0.0,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001478,G02,Analyst,Operations,Middle East Premium,38000,51000,63000,0.03,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001479,G03,Consultant,Operations,Middle East Premium,49000,70000,91000,0.05,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001480,G04,Senior Consultant,Operations,Middle East Premium,65000,93000,120000,0.08,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001481,G05,Manager,Operations,Middle East Premium,83000,130000,175000,0.12,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001482,G06,Senior Manager,Operations,Middle East Premium,115000,180000,240000,0.18,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001483,G07,Director,Operations,Middle East Premium,145000,265000,385000,0.25,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001484,G08,Partner,Operations,Middle East Premium,235000,585000,930000,0.4,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001485,G09,Executive,Operations,Middle East Premium,375000,930000,1490000,0.5,AED,United Arab Emirates,0.74,Medium,0.05,AI-Augmented Professional
CG001486,G01,Intern,Audit Assurance,Europe Premium,21000,28000,35000,0.0,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001487,G02,Analyst,Audit Assurance,Europe Premium,45000,60000,75000,0.03,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001488,G03,Consultant,Audit Assurance,Europe Premium,58000,83000,110000,0.05,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001489,G04,Senior Consultant,Audit Assurance,Europe Premium,78000,110000,145000,0.08,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001490,G05,Manager,Audit Assurance,Europe Premium,99000,150000,205000,0.12,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001491,G06,Senior Manager,Audit Assurance,Europe Premium,140000,215000,285000,0.18,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001492,G07,Director,Audit Assurance,Europe Premium,175000,315000,455000,0.25,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001493,G08,Partner,Audit Assurance,Europe Premium,275000,695000,1110000,0.4,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001494,G09,Executive,Audit Assurance,Europe Premium,445000,1110000,1775000,0.5,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001495,G01,Intern,Corporate Tax,Europe Premium,21000,28000,35000,0.0,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001496,G02,Analyst,Corporate Tax,Europe Premium,45000,60000,75000,0.03,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001497,G03,Consultant,Corporate Tax,Europe Premium,58000,83000,110000,0.05,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001498,G04,Senior Consultant,Corporate Tax,Europe Premium,78000,110000,145000,0.08,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001499,G05,Manager,Corporate Tax,Europe Premium,99000,150000,205000,0.12,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001500,G06,Senior Manager,Corporate Tax,Europe Premium,140000,215000,285000,0.18,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001501,G07,Director,Corporate Tax,Europe Premium,175000,315000,455000,0.25,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001502,G08,Partner,Corporate Tax,Europe Premium,275000,695000,1110000,0.4,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001503,G09,Executive,Corporate Tax,Europe Premium,445000,1110000,1775000,0.5,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001504,G01,Intern,Technology Consulting,Europe Premium,23000,31000,38000,0.0,GBP,United Kingdom,0.88,High,0.08,AI Product / Transformation
CG001505,G02,Analyst,Technology Consulting,Europe Premium,50000,67000,83000,0.03,GBP,United Kingdom,0.88,High,0.08,AI Product / Transformation
CG001506,G03,Consultant,Technology Consulting,Europe Premium,65000,92000,120000,0.05,GBP,United Kingdom,0.88,High,0.08,AI Product / Transformation
CG001507,G04,Senior Consultant,Technology Consulting,Europe Premium,86000,125000,160000,0.08,GBP,United Kingdom,0.88,High,0.08,AI Product / Transformation
CG001508,G05,Manager,Technology Consulting,Europe Premium,110000,170000,230000,0.12,GBP,United Kingdom,0.88,High,0.08,AI Product / Transformation
CG001509,G06,Senior Manager,Technology Consulting,Europe Premium,155000,235000,320000,0.18,GBP,United Kingdom,0.88,High,0.08,AI Product / Transformation
CG001510,G07,Director,Technology Consulting,Europe Premium,190000,350000,505000,0.25,GBP,United Kingdom,0.88,High,0.08,AI Product / Transformation
CG001511,G08,Partner,Technology Consulting,Europe Premium,310000,770000,1230000,0.4,GBP,United Kingdom,0.88,High,0.08,AI Product / Transformation
CG001512,G09,Executive,Technology Consulting,Europe Premium,495000,1230000,1970000,0.5,GBP,United Kingdom,0.88,High,0.08,AI Product / Transformation
CG001513,G01,Intern,Strategy Consulting,Europe Premium,21000,28000,35000,0.0,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001514,G02,Analyst,Strategy Consulting,Europe Premium,45000,60000,75000,0.03,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001515,G03,Consultant,Strategy Consulting,Europe Premium,58000,83000,110000,0.05,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001516,G04,Senior Consultant,Strategy Consulting,Europe Premium,78000,110000,145000,0.08,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001517,G05,Manager,Strategy Consulting,Europe Premium,99000,150000,205000,0.12,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001518,G06,Senior Manager,Strategy Consulting,Europe Premium,140000,215000,285000,0.18,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001519,G07,Director,Strategy Consulting,Europe Premium,175000,315000,455000,0.25,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001520,G08,Partner,Strategy Consulting,Europe Premium,275000,695000,1110000,0.4,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001521,G09,Executive,Strategy Consulting,Europe Premium,445000,1110000,1775000,0.5,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001522,G01,Intern,Human Capital,Europe Premium,21000,28000,35000,0.0,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001523,G02,Analyst,Human Capital,Europe Premium,45000,60000,75000,0.03,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001524,G03,Consultant,Human Capital,Europe Premium,58000,83000,110000,0.05,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001525,G04,Senior Consultant,Human Capital,Europe Premium,78000,110000,145000,0.08,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001526,G05,Manager,Human Capital,Europe Premium,99000,150000,205000,0.12,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001527,G06,Senior Manager,Human Capital,Europe Premium,140000,215000,285000,0.18,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001528,G07,Director,Human Capital,Europe Premium,175000,315000,455000,0.25,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001529,G08,Partner,Human Capital,Europe Premium,275000,695000,1110000,0.4,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001530,G09,Executive,Human Capital,Europe Premium,445000,1110000,1775000,0.5,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001531,G01,Intern,Cyber Risk,Europe Premium,23000,31000,38000,0.0,GBP,United Kingdom,0.88,High,0.08,AI Risk / Compliance
CG001532,G02,Analyst,Cyber Risk,Europe Premium,50000,67000,83000,0.03,GBP,United Kingdom,0.88,High,0.08,AI Risk / Compliance
CG001533,G03,Consultant,Cyber Risk,Europe Premium,65000,92000,120000,0.05,GBP,United Kingdom,0.88,High,0.08,AI Risk / Compliance
CG001534,G04,Senior Consultant,Cyber Risk,Europe Premium,86000,125000,160000,0.08,GBP,United Kingdom,0.88,High,0.08,AI Risk / Compliance
CG001535,G05,Manager,Cyber Risk,Europe Premium,110000,170000,230000,0.12,GBP,United Kingdom,0.88,High,0.08,AI Risk / Compliance
CG001536,G06,Senior Manager,Cyber Risk,Europe Premium,155000,235000,320000,0.18,GBP,United Kingdom,0.88,High,0.08,AI Risk / Compliance
CG001537,G07,Director,Cyber Risk,Europe Premium,190000,350000,505000,0.25,GBP,United Kingdom,0.88,High,0.08,AI Risk / Compliance
CG001538,G08,Partner,Cyber Risk,Europe Premium,310000,770000,1230000,0.4,GBP,United Kingdom,0.88,High,0.08,AI Risk / Compliance
CG001539,G09,Executive,Cyber Risk,Europe Premium,495000,1230000,1970000,0.5,GBP,United Kingdom,0.88,High,0.08,AI Risk / Compliance
CG001540,G01,Intern,Regulatory Risk,Europe Premium,21000,29000,36000,0.0,GBP,United Kingdom,0.88,High,0.08,AI Governance
CG001541,G02,Analyst,Regulatory Risk,Europe Premium,46000,62000,77000,0.03,GBP,United Kingdom,0.88,High,0.08,AI Governance
CG001542,G03,Consultant,Regulatory Risk,Europe Premium,60000,86000,110000,0.05,GBP,United Kingdom,0.88,High,0.08,AI Governance
CG001543,G04,Senior Consultant,Regulatory Risk,Europe Premium,80000,115000,150000,0.08,GBP,United Kingdom,0.88,High,0.08,AI Governance
CG001544,G05,Manager,Regulatory Risk,Europe Premium,100000,155000,210000,0.12,GBP,United Kingdom,0.88,High,0.08,AI Governance
CG001545,G06,Senior Manager,Regulatory Risk,Europe Premium,140000,220000,295000,0.18,GBP,United Kingdom,0.88,High,0.08,AI Governance
CG001546,G07,Director,Regulatory Risk,Europe Premium,180000,325000,470000,0.25,GBP,United Kingdom,0.88,High,0.08,AI Governance
CG001547,G08,Partner,Regulatory Risk,Europe Premium,285000,715000,1140000,0.4,GBP,United Kingdom,0.88,High,0.08,AI Governance
CG001548,G09,Executive,Regulatory Risk,Europe Premium,455000,1140000,1825000,0.5,GBP,United Kingdom,0.88,High,0.08,AI Governance
CG001549,G01,Intern,Mergers and Acquisitions,Europe Premium,20000,27000,34000,0.0,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001550,G02,Analyst,Mergers and Acquisitions,Europe Premium,44000,59000,74000,0.03,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001551,G03,Consultant,Mergers and Acquisitions,Europe Premium,57000,82000,105000,0.05,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001552,G04,Senior Consultant,Mergers and Acquisitions,Europe Premium,76000,110000,140000,0.08,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001553,G05,Manager,Mergers and Acquisitions,Europe Premium,97000,150000,200000,0.12,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001554,G06,Senior Manager,Mergers and Acquisitions,Europe Premium,135000,210000,280000,0.18,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001555,G07,Director,Mergers and Acquisitions,Europe Premium,170000,310000,445000,0.25,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001556,G08,Partner,Mergers and Acquisitions,Europe Premium,270000,680000,1090000,0.4,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001557,G09,Executive,Mergers and Acquisitions,Europe Premium,435000,1090000,1740000,0.5,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001558,G01,Intern,Finance,Europe Premium,20000,27000,34000,0.0,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001559,G02,Analyst,Finance,Europe Premium,44000,59000,74000,0.03,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001560,G03,Consultant,Finance,Europe Premium,57000,82000,105000,0.05,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001561,G04,Senior Consultant,Finance,Europe Premium,76000,110000,140000,0.08,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001562,G05,Manager,Finance,Europe Premium,97000,150000,200000,0.12,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001563,G06,Senior Manager,Finance,Europe Premium,135000,210000,280000,0.18,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001564,G07,Director,Finance,Europe Premium,170000,310000,445000,0.25,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001565,G08,Partner,Finance,Europe Premium,270000,680000,1090000,0.4,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001566,G09,Executive,Finance,Europe Premium,435000,1090000,1740000,0.5,GBP,United Kingdom,0.88,Low,0.03,AI User
CG001567,G01,Intern,Human Resources,Europe Premium,20000,26000,33000,0.0,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001568,G02,Analyst,Human Resources,Europe Premium,43000,57000,71000,0.03,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001569,G03,Consultant,Human Resources,Europe Premium,55000,79000,105000,0.05,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001570,G04,Senior Consultant,Human Resources,Europe Premium,74000,105000,135000,0.08,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001571,G05,Manager,Human Resources,Europe Premium,94000,145000,195000,0.12,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001572,G06,Senior Manager,Human Resources,Europe Premium,130000,200000,275000,0.18,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001573,G07,Director,Human Resources,Europe Premium,165000,300000,435000,0.25,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001574,G08,Partner,Human Resources,Europe Premium,265000,660000,1055000,0.4,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001575,G09,Executive,Human Resources,Europe Premium,420000,1055000,1685000,0.5,GBP,United Kingdom,0.88,Medium,0.05,AI-Augmented Professional
CG001576,G01,Intern,Information Technology,Europe Premium,21000,29000,36000,0.0,GBP,United Kingdom,0.88,High,0.08,AI Builder
CG001577,G02,Analyst,Information Technology,Europe Premium,46000,62000,77000,0.03,GBP,United Kingdom,0.88,High,0.08,AI Builder
CG001578,G03,Consultant,Information Technology,Europe Premium,60000,86000,110000,0.05,GBP,United Kingdom,0.88,High,0.08,AI Builder
CG001579,G04,Senior Consultant,Information Technology,Europe Premium,80000,115000,150000,0.08,GBP,United Kingdom,0.88,High,0.08,AI Builder
CG001580,G05,Manager,Information Technology,Europe Premium,100000,155000,210000,0.12,GBP,United Kingdom,0.88,High,0.08,AI Builder
CG001581,G06,Senior Manager,Information Technology,Europe Premium,140000,220000,295000,0.18,GBP,United Kingdom,0.88,High,0.08,AI Builder
CG001582,G07,Director,Information Technology,Europe Premium,180000,325000,470000,0.25,GBP,United Kingdom,0.88,High,0.08,AI Builder
CG001583,G08,Partner,Information Technology,Europe Premium,285000,715000,1140000,0.4,GBP,United Kingdom,0.88,High,0.08,AI Builder
CG001584,G09,Executive,Information Technology,Europe Premium,455000,1140000,1825000,0.5,GBP,United Kingdom,0.88,High,0.08,AI Builder
CG001585,G01,Intern,Legal,Europe Premium,20000,26000,33000,0.0,GBP,United Kingdom,0.88,Medium,0.05,AI Governance
CG001586,G02,Analyst,Legal,Europe Premium,43000,57000,71000,0.03,GBP,United Kingdom,0.88,Medium,0.05,AI Governance
CG001587,G03,Consultant,Legal,Europe Premium,55000,79000,105000,0.05,GBP,United Kingdom,0.88,Medium,0.05,AI Governance
CG001588,G04,Senior Consultant,Legal,Europe Premium,74000,105000,135000,0.08,GBP,United Kingdom,0.88,Medium,0.05,AI Governance
CG001589,G05,Manager,Legal,Europe Premium,94000,145000,195000,0.12,GBP,United Kingdom,0.88,Medium,0.05,AI Governance
CG001590,G06,Senior Manager,Legal,Europe Premium,130000,200000,275000,0.18,GBP,United Kingdom,0.88,Medium,0.05,AI Governance
