worker_compensation_id,worker_id,effective_date,pay_currency,base_pay_amount,base_pay_frequency,bonus_target_percentage,compensation_grade_id,compensation_plan_id,market_position_ratio,compa_ratio,salary_band_min,salary_band_mid,salary_band_max,gen_ai_impact_level,gen_ai_skill_premium,gen_ai_premium_applied,gen_ai_premium_amount,gen_ai_role_category
WC00004616,W00004616,2022-11-02,EUR,372000.0,Annual,0.25,CG000952,CP001,1.262,1.262,160000,295000,425000,Medium,0.05,False,0,AI-Augmented Professional
WC00004617,W00004617,2024-06-10,BRL,50200.0,Annual,0.08,CG000220,CP001,1.005,1.005,35000,50000,65000,Medium,0.05,False,0,AI-Augmented Professional
WC00004618,W00004618,2024-01-01,GBP,114000.0,Annual,0.05,CG001605,CP001,1.186,1.186,67000,96000,125000,Critical,0.12,False,0,AI Builder
WC00004619,W00004619,2021-07-01,USD,95300.0,Annual,0.05,CG001641,CP001,0.84,0.907,73000,105000,135000,High,0.08,True,7100,AI Product / Transformation
WC00004620,W00004620,2021-12-10,AUD,52200.0,Annual,0.03,CG000056,CP001,0.834,0.901,44000,58000,73000,High,0.08,True,3900,AI Governance
WC00004621,W00004621,2025-07-01,MXN,36200.0,Annual,0.08,CG000913,CP001,0.804,0.804,32000,45000,59000,Medium,0.05,False,0,AI Governance
WC00004622,W00004622,2024-07-01,USD,85700.0,Annual,0.05,CG001704,CP001,0.952,0.952,63000,90000,115000,Medium,0.05,False,0,AI-Augmented Professional
WC00004623,W00004623,2025-07-01,JPY,162000.0,Annual,0.18,CG000753,CP001,0.952,0.952,110000,170000,230000,Low,0.03,False,0,AI User
WC00004624,W00004624,2021-02-26,EUR,88000.0,Annual,0.05,CG000462,CP001,0.994,1.074,57000,82000,105000,High,0.08,True,6500,AI Governance
WC00004625,W00004625,2025-12-04,USD,119000.0,Annual,0.08,CG001660,CP001,0.954,0.954,88000,125000,165000,Medium,0.05,False,0,AI-Augmented Professional
WC00004626,W00004626,2022-02-05,INR,14.93,Hourly,0.0,CG000651,CP002,1.071,1.071,20000,29000,37000,Medium,0.05,False,0,AI-Augmented Professional
WC00004627,W00004627,2023-07-01,EUR,65200.0,Annual,0.03,CG000452,CP001,0.944,1.02,48000,64000,80000,High,0.08,True,4800,AI Risk / Compliance
WC00004628,W00004628,2023-01-10,EUR,49400.0,Annual,0.03,CG000506,CP001,0.915,0.915,41000,54000,68000,Medium,0.05,False,0,AI Governance
WC00004629,W00004629,2023-01-01,BRL,35200.0,Annual,0.05,CG000237,CP001,0.926,0.926,26000,38000,49000,Medium,0.05,False,0,AI Governance
WC00004630,W00004630,2022-02-02,EUR,98900.0,Annual,0.08,CG000508,CP001,0.942,0.989,70000,100000,130000,Medium,0.05,True,4700,AI Governance
WC00004631,W00004631,2023-02-05,ZAR,81600.0,Annual,0.18,CG001095,CP001,0.914,0.96,55000,85000,115000,Medium,0.05,True,3900,AI-Augmented Professional
WC00004632,W00004632,2025-08-21,CAD,53000.0,Annual,0.03,CG000380,CP001,0.953,1.001,40000,53000,66000,Medium,0.05,True,2500,AI-Augmented Professional
WC00004633,W00004633,2023-01-01,INR,19500.0,Annual,0.03,CG000560,CP001,0.813,0.813,18000,24000,30000,High,0.08,False,0,AI Product / Transformation
WC00004634,W00004634,2022-07-01,AED,60900.0,Annual,0.05,CG001434,CP001,0.922,0.922,47000,66000,86000,Medium,0.05,False,0,AI-Augmented Professional
WC00004635,W00004635,2022-01-18,CAD,115000.0,Annual,0.08,CG000319,CP001,0.928,1.002,80000,115000,150000,High,0.08,True,8500,AI Risk / Compliance
WC00004636,W00004636,2023-08-25,MXN,23200.0,Annual,0.03,CG000821,CP001,0.893,0.893,19000,26000,32000,Medium,0.05,False,0,AI-Augmented Professional
WC00004637,W00004637,2021-10-16,EUR,211000.0,Annual,0.18,CG000483,CP001,1.056,1.056,130000,200000,270000,Low,0.03,False,0,AI User
WC00004638,W00004638,2024-01-06,INR,39400.0,Annual,0.08,CG000562,CP001,0.875,0.875,31000,45000,58000,High,0.08,False,0,AI Product / Transformation
WC00004639,W00004639,2025-07-01,BRL,191000.0,Annual,0.25,CG000160,CP001,1.16,1.16,92000,165000,240000,High,0.08,False,0,AI Product / Transformation
WC00004640,W00004640,2021-07-01,EUR,54700.0,Annual,0.03,CG000443,CP001,0.959,0.959,43000,57000,72000,Medium,0.05,False,0,AI-Augmented Professional
WC00004641,W00004641,2021-11-20,INR,29700.0,Annual,0.05,CG000543,CP001,0.99,0.99,21000,30000,39000,Medium,0.05,False,0,AI-Augmented Professional
WC00004642,W00004642,2023-01-01,EUR,80800.0,Annual,0.05,CG001002,CP001,1.01,1.01,56000,80000,105000,High,0.08,False,0,AI Governance
WC00004643,W00004643,2023-11-07,INR,34500.0,Annual,0.05,CG000579,CP001,1.094,1.149,21000,30000,39000,Medium,0.05,True,1600,AI-Augmented Professional
WC00004644,W00004644,2023-07-01,CAD,54300.0,Annual,0.03,CG000299,CP001,0.97,0.97,42000,56000,70000,Medium,0.05,False,0,AI-Augmented Professional
WC00004645,W00004645,2022-05-16,EUR,110000.0,Annual,0.08,CG000526,CP001,0.918,0.918,85000,120000,160000,Critical,0.12,False,0,AI Builder
WC00004646,W00004646,2024-03-21,EUR,26000.0,Annual,0.0,CG000532,CP001,0.952,1.0,20000,26000,33000,Medium,0.05,True,1200,AI-Augmented Professional
WC00004647,W00004647,2025-01-01,USD,58500.0,Annual,0.03,CG001649,CP001,0.819,0.86,51000,68000,85000,Medium,0.05,True,2800,AI-Augmented Professional
WC00004648,W00004648,2024-07-01,MXN,38000.0,Annual,0.05,CG000876,CP001,1.087,1.087,25000,35000,46000,Low,0.03,False,0,AI User
WC00004649,W00004649,2022-12-16,INR,139000.0,Annual,0.25,CG000547,CP001,1.154,1.212,63000,115000,165000,Medium,0.05,True,6600,AI-Augmented Professional
WC00004650,W00004650,2021-11-22,AUD,62400.0,Annual,0.03,CG000047,CP001,0.99,0.99,47000,63000,79000,High,0.08,False,0,AI Risk / Compliance
WC00004651,W00004651,2022-05-07,ZAR,23200.0,Annual,0.03,CG001190,CP001,0.959,1.007,17000,23000,28000,Medium,0.05,True,1100,AI-Augmented Professional
WC00004652,W00004652,2024-09-02,BRL,564000.0,Annual,0.5,CG000252,CP001,1.117,1.117,200000,505000,805000,Medium,0.05,False,0,AI-Augmented Professional
WC00004653,W00004653,2023-10-12,INR,36600.0,Annual,0.05,CG000588,CP001,0.996,1.076,24000,34000,44000,High,0.08,True,2700,AI Risk / Compliance
WC00004654,W00004654,2025-05-27,INR,8.86,Hourly,0.0,CG000596,CP003,0.838,0.838,17000,22000,28000,High,0.08,False,0,AI Governance
WC00004655,W00004655,2024-07-01,INR,64600.0,Annual,0.18,CG000618,CP001,0.85,0.85,49000,76000,100000,Low,0.03,False,0,AI User
WC00004656,W00004656,2025-07-01,INR,21400.0,Annual,0.03,CG000569,CP001,0.971,0.971,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00004657,W00004657,2022-05-08,AUD,91000.0,Annual,0.05,CG000021,CP001,0.969,1.047,61000,87000,115000,High,0.08,True,6700,AI Product / Transformation
WC00004658,W00004658,2024-01-04,INR,67300.0,Annual,0.12,CG000581,CP001,1.166,1.224,36000,55000,75000,Medium,0.05,True,3200,AI-Augmented Professional
WC00004659,W00004659,2025-07-08,EUR,248000.0,Annual,0.18,CG000456,CP001,1.019,1.101,145000,225000,305000,High,0.08,True,18300,AI Risk / Compliance
WC00004660,W00004660,2021-08-06,EUR,57500.0,Annual,0.03,CG001064,CP001,0.899,0.899,48000,64000,81000,Critical,0.12,False,0,AI Builder
WC00004661,W00004661,2025-07-06,USD,80000.0,Annual,0.05,CG001695,CP001,0.86,0.86,65000,93000,120000,Low,0.03,False,0,AI User
WC00004662,W00004662,2022-07-20,INR,31500.0,Annual,0.05,CG000579,CP001,1.001,1.051,21000,30000,39000,Medium,0.05,True,1500,AI-Augmented Professional
WC00004663,W00004663,2021-04-16,INR,87500.0,Annual,0.18,CG000573,CP001,1.082,1.136,50000,77000,105000,Medium,0.05,True,4200,AI-Augmented Professional
WC00004664,W00004664,2024-05-09,EUR,59800.0,Annual,0.03,CG000452,CP001,0.934,0.934,48000,64000,80000,High,0.08,False,0,AI Risk / Compliance
WC00004665,W00004665,2023-01-01,AUD,83700.0,Annual,0.05,CG000129,CP001,1.073,1.073,55000,78000,100000,Medium,0.05,False,0,AI-Augmented Professional
WC00004666,W00004666,2021-12-29,ZAR,62900.0,Annual,0.12,CG001175,CP001,1.015,1.015,41000,62000,84000,High,0.08,False,0,AI Builder
WC00004667,W00004667,2021-10-02,INR,20400.0,Annual,0.03,CG000542,CP001,0.925,0.925,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00004668,W00004668,2025-01-01,AED,304000.0,Annual,0.25,CG001456,CP001,1.218,1.218,140000,250000,365000,Medium,0.05,False,0,AI Governance
WC00004669,W00004669,2023-03-21,EUR,48900.0,Annual,0.03,CG000515,CP001,0.906,0.906,41000,54000,68000,Medium,0.05,False,0,AI-Augmented Professional
WC00004670,W00004670,2022-08-14,INR,20400.0,Annual,0.03,CG000569,CP001,0.926,0.926,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00004671,W00004671,2025-01-01,EUR,53000.0,Annual,0.03,CG000992,CP001,0.855,0.855,47000,62000,78000,High,0.08,False,0,AI Risk / Compliance
WC00004672,W00004672,2021-10-27,AUD,141000.0,Annual,0.12,CG000014,CP001,0.975,0.975,93000,145000,195000,Medium,0.05,False,0,AI-Augmented Professional
WC00004673,W00004673,2021-08-15,EUR,81000.0,Annual,0.05,CG000444,CP001,1.025,1.025,56000,79000,105000,Medium,0.05,False,0,AI-Augmented Professional
WC00004674,W00004674,2023-10-21,AED,49600.0,Annual,0.03,CG001370,CP001,0.885,0.885,42000,56000,70000,High,0.08,False,0,AI Product / Transformation
WC00004675,W00004675,2021-06-19,EUR,54000.0,Annual,0.03,CG001010,CP001,0.981,0.981,41000,55000,69000,Low,0.03,False,0,AI User
WC00004676,W00004676,2025-06-02,USD,161000.0,Annual,0.08,CG001741,CP001,1.11,1.11,100000,145000,190000,Critical,0.12,False,0,AI Builder
WC00004677,W00004677,2024-02-06,USD,108000.0,Annual,0.05,CG001722,CP001,1.14,1.197,63000,90000,115000,Medium,0.05,True,5100,AI Governance
WC00004678,W00004678,2024-01-01,EUR,209000.0,Annual,0.18,CG000429,CP001,0.861,0.93,145000,225000,305000,High,0.08,True,15500,AI Product / Transformation
WC00004679,W00004679,2022-09-30,GBP,116000.0,Annual,0.08,CG001507,CP001,0.861,0.93,86000,125000,160000,High,0.08,True,8600,AI Product / Transformation
WC00004680,W00004680,2023-01-01,USD,148.25,Hourly,0.0,CG001690,CP002,0.881,0.881,195000,350000,510000,Low,0.03,False,0,AI User
WC00004681,W00004681,2025-12-28,AUD,67000.0,Annual,0.03,CG000020,CP001,1.064,1.064,47000,63000,79000,High,0.08,False,0,AI Product / Transformation
WC00004682,W00004682,2024-07-02,ZAR,76100.0,Annual,0.12,CG001130,CP001,1.136,1.136,44000,67000,91000,High,0.08,False,0,AI Risk / Compliance
WC00004683,W00004683,2025-01-30,GBP,116000.0,Annual,0.08,CG001615,CP001,1.007,1.057,78000,110000,145000,Medium,0.05,True,5500,AI-Augmented Professional
WC00004684,W00004684,2024-06-21,BRL,61600.0,Annual,0.08,CG000193,CP001,1.141,1.141,38000,54000,71000,High,0.08,False,0,AI Governance
WC00004685,W00004685,2022-08-08,EUR,48300.0,Annual,0.03,CG000470,CP001,0.862,0.862,42000,56000,70000,Low,0.03,False,0,AI User
WC00004686,W00004686,2024-06-25,INR,17100.0,Annual,0.03,CG000578,CP001,0.776,0.776,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00004687,W00004687,2025-04-25,MXN,22100.0,Annual,0.03,CG000911,CP001,0.884,0.884,18000,25000,31000,Medium,0.05,False,0,AI Governance
WC00004688,W00004688,2024-01-01,USD,130000.0,Annual,0.08,CG001642,CP001,0.857,0.926,98000,140000,180000,High,0.08,True,9600,AI Product / Transformation
WC00004689,W00004689,2021-12-21,JPY,67500.0,Annual,0.05,CG000777,CP001,0.989,1.038,45000,65000,84000,Medium,0.05,True,3200,AI Governance
WC00004690,W00004690,2024-05-24,ZAR,50200.0,Annual,0.12,CG001148,CP001,0.85,0.85,39000,59000,80000,Low,0.03,False,0,AI User
WC00004691,W00004691,2023-01-01,AUD,32.76,Hourly,0.0,CG000119,CP002,0.936,1.048,49000,65000,82000,Critical,0.12,True,7300,AI Builder
WC00004692,W00004692,2023-09-10,ZAR,22900.0,Annual,0.03,CG001145,CP001,0.996,0.996,18000,23000,29000,Low,0.03,False,0,AI User
WC00004693,W00004693,2023-06-05,USD,264000.0,Annual,0.18,CG001626,CP001,1.102,1.102,155000,240000,325000,Medium,0.05,False,0,AI-Augmented Professional
WC00004694,W00004694,2022-05-02,MXN,25300.0,Annual,0.03,CG000911,CP001,1.013,1.013,18000,25000,31000,Medium,0.05,False,0,AI Governance
WC00004695,W00004695,2023-01-01,EUR,175000.0,Annual,0.12,CG000428,CP001,1.093,1.093,105000,160000,220000,High,0.08,False,0,AI Product / Transformation
WC00004696,W00004696,2024-06-05,INR,44400.0,Annual,0.08,CG000598,CP001,1.002,1.082,29000,41000,54000,High,0.08,True,3300,AI Governance
WC00004697,W00004697,2025-01-17,INR,37700.0,Annual,0.08,CG000652,CP001,0.946,0.993,27000,38000,50000,Medium,0.05,True,1800,AI-Augmented Professional
WC00004698,W00004698,2023-01-10,EUR,135000.0,Annual,0.12,CG001076,CP001,0.964,0.964,92000,140000,190000,Medium,0.05,False,0,AI-Augmented Professional
WC00004699,W00004699,2021-12-02,INR,79000.0,Annual,0.18,CG000618,CP001,1.04,1.04,49000,76000,100000,Low,0.03,False,0,AI User
WC00004700,W00004700,2025-07-03,EUR,184000.0,Annual,0.18,CG000537,CP001,0.896,0.896,130000,205000,275000,Medium,0.05,False,0,AI-Augmented Professional
WC00004701,W00004701,2023-07-01,EUR,120000.0,Annual,0.08,CG000967,CP001,1.04,1.04,80000,115000,150000,High,0.08,False,0,AI Product / Transformation
WC00004702,W00004702,2024-01-01,GBP,169000.0,Annual,0.12,CG001553,CP001,1.124,1.124,97000,150000,200000,Low,0.03,False,0,AI User
WC00004703,W00004703,2021-07-01,EUR,90700.0,Annual,0.08,CG001057,CP004,0.881,0.925,69000,98000,130000,Medium,0.05,True,4300,AI-Augmented Professional
WC00004704,W00004704,2025-06-18,EUR,64400.0,Annual,0.03,CG000425,CP004,1.007,1.007,48000,64000,80000,High,0.08,False,0,AI Product / Transformation
WC00004705,W00004705,2024-06-07,USD,515000.0,Annual,0.25,CG001636,CP001,1.45,1.45,195000,355000,520000,Medium,0.05,False,0,AI-Augmented Professional
WC00004706,W00004706,2025-07-01,USD,64000.0,Annual,0.03,CG001712,CP001,0.914,0.914,53000,70000,88000,High,0.08,False,0,AI Builder
WC00004707,W00004707,2023-09-07,AUD,77600.0,Annual,0.05,CG000039,CP001,0.947,0.994,55000,78000,100000,Medium,0.05,True,3700,AI-Augmented Professional
WC00004708,W00004708,2021-07-01,BRL,472000.0,Annual,0.4,CG000152,CP001,1.361,1.429,130000,330000,530000,Medium,0.05,True,22500,AI-Augmented Professional
WC00004709,W00004709,2025-01-01,INR,42000.0,Annual,0.08,CG000598,CP001,1.025,1.025,29000,41000,54000,High,0.08,False,0,AI Governance
WC00004710,W00004710,2021-01-25,USD,64200.0,Annual,0.03,CG001703,CP001,0.987,0.987,49000,65000,81000,Medium,0.05,False,0,AI-Augmented Professional
WC00004711,W00004711,2021-06-09,EUR,220000.0,Annual,0.18,CG000411,CP001,1.02,1.071,130000,205000,275000,Medium,0.05,True,10500,AI-Augmented Professional
WC00004712,W00004712,2022-03-05,EUR,80900.0,Annual,0.05,CG001074,CP001,1.051,1.051,54000,77000,100000,Medium,0.05,False,0,AI-Augmented Professional
WC00004713,W00004713,2021-02-20,AUD,58900.0,Annual,0.03,CG000047,CP001,0.866,0.935,47000,63000,79000,High,0.08,True,4400,AI Risk / Compliance
WC00004714,W00004714,2024-04-11,EUR,96100.0,Annual,0.08,CG000445,CP001,0.915,0.915,74000,105000,140000,Medium,0.05,False,0,AI-Augmented Professional
WC00004715,W00004715,2023-01-01,INR,37400.0,Annual,0.05,CG000561,CP001,1.099,1.099,24000,34000,44000,High,0.08,False,0,AI Product / Transformation
WC00004716,W00004716,2025-11-07,AUD,282000.0,Annual,0.18,CG000024,CP001,1.254,1.254,145000,225000,300000,High,0.08,False,0,AI Product / Transformation
WC00004717,W00004717,2021-05-29,AUD,53200.0,Annual,0.03,CG000092,CP001,0.918,0.918,44000,58000,73000,High,0.08,False,0,AI Builder
WC00004718,W00004718,2022-03-28,EUR,432000.0,Annual,0.25,CG000529,CP001,1.251,1.251,190000,345000,500000,Critical,0.12,False,0,AI Builder
WC00004719,W00004719,2024-04-21,EUR,98200.0,Annual,0.08,CG000490,CP001,0.935,0.982,70000,100000,130000,Medium,0.05,True,4700,AI-Augmented Professional
WC00004720,W00004720,2024-01-01,AED,32.41,Hourly,0.0,CG001443,CP002,0.867,0.936,50000,72000,94000,High,0.08,True,5000,AI Builder
WC00004721,W00004721,2021-07-01,GBP,54200.0,Annual,0.03,CG001550,CP001,0.919,0.919,44000,59000,74000,Low,0.03,False,0,AI User
WC00004722,W00004722,2025-02-27,USD,106000.0,Annual,0.05,CG001668,CP001,1.006,1.006,73000,105000,135000,High,0.08,False,0,AI Risk / Compliance
WC00004723,W00004723,2025-05-04,USD,62700.0,Annual,0.03,CG001667,CP001,0.825,0.825,57000,76000,95000,High,0.08,False,0,AI Risk / Compliance
WC00004724,W00004724,2025-12-08,GBP,54000.0,Annual,0.03,CG001586,CP001,0.902,0.947,43000,57000,71000,Medium,0.05,True,2600,AI Governance
WC00004725,W00004725,2025-12-31,BRL,112000.0,Annual,0.18,CG000186,CP001,0.901,0.973,73000,115000,150000,High,0.08,True,8300,AI Risk / Compliance
WC00004726,W00004726,2021-04-23,AUD,50300.0,Annual,0.03,CG000011,CP001,0.883,0.883,42000,57000,71000,Medium,0.05,False,0,AI-Augmented Professional
WC00004727,W00004727,2021-07-01,EUR,88400.0,Annual,0.05,CG001065,CP001,0.993,0.993,62000,89000,115000,Critical,0.12,False,0,AI Builder
WC00004728,W00004728,2021-05-09,INR,20000.0,Annual,0.03,CG000560,CP001,0.834,0.834,18000,24000,30000,High,0.08,False,0,AI Product / Transformation
WC00004729,W00004729,2023-08-31,BRL,25800.0,Annual,0.03,CG000200,CP001,0.921,0.921,21000,28000,35000,Low,0.03,False,0,AI User
WC00004730,W00004730,2024-08-09,EUR,92800.0,Annual,0.08,CG001012,CP001,0.901,0.928,71000,100000,130000,Low,0.03,True,2700,AI User
WC00004731,W00004731,2025-10-01,GBP,54800.0,Annual,0.03,CG001586,CP001,0.962,0.962,43000,57000,71000,Medium,0.05,False,0,AI Governance
WC00004732,W00004732,2022-03-30,AUD,165000.0,Annual,0.12,CG000113,CP001,1.219,1.219,89000,135000,185000,Medium,0.05,False,0,AI-Augmented Professional
WC00004733,W00004733,2025-07-01,AUD,116000.0,Annual,0.08,CG000058,CP001,1.058,1.058,75000,110000,140000,High,0.08,False,0,AI Governance
WC00004734,W00004734,2021-02-28,AUD,79900.0,Annual,0.05,CG000030,CP001,0.975,1.024,55000,78000,100000,Medium,0.05,True,3800,AI-Augmented Professional
WC00004735,W00004735,2024-07-01,USD,191000.0,Annual,0.12,CG001733,CP001,1.155,1.155,105000,165000,220000,Medium,0.05,False,0,AI-Augmented Professional
WC00004736,W00004736,2022-08-16,EUR,165000.0,Annual,0.18,CG001302,CP001,1.12,1.176,92000,140000,190000,Medium,0.05,True,7800,AI-Augmented Professional
WC00004737,W00004737,2024-01-01,BRL,34500.0,Annual,0.05,CG000219,CP001,0.909,0.909,26000,38000,49000,Medium,0.05,False,0,AI-Augmented Professional
WC00004738,W00004738,2024-01-01,BRL,56000.0,Annual,0.08,CG000166,CP001,1.006,1.056,37000,53000,69000,Medium,0.05,True,2700,AI-Augmented Professional
WC00004739,W00004739,2021-03-17,MXN,33100.0,Annual,0.03,CG000929,CP001,0.984,1.102,22000,30000,37000,Critical,0.12,True,3500,AI Builder
WC00004740,W00004740,2024-07-01,INR,10.3,Hourly,0.0,CG000551,CP002,0.927,0.973,16000,22000,27000,Medium,0.05,True,1000,AI-Augmented Professional
WC00004741,W00004741,2021-12-31,CAD,103000.0,Annual,0.05,CG000390,CP001,1.034,1.158,62000,89000,115000,Critical,0.12,True,11000,AI Builder
WC00004742,W00004742,2025-07-06,BRL,46500.0,Annual,0.08,CG000265,CP001,0.878,0.878,37000,53000,69000,Medium,0.05,False,0,AI-Augmented Professional
WC00004743,W00004743,2025-03-07,MXN,24100.0,Annual,0.03,CG000866,CP001,0.894,0.894,20000,27000,33000,High,0.08,False,0,AI Governance
WC00004744,W00004744,2023-01-01,EUR,50100.0,Annual,0.03,CG000479,CP001,0.894,0.894,42000,56000,70000,Low,0.03,False,0,AI User
WC00004745,W00004745,2024-07-15,INR,17600.0,Annual,0.03,CG000614,CP001,0.815,0.839,16000,21000,27000,Low,0.03,True,500,AI User
WC00004746,W00004746,2022-10-05,AED,108000.0,Annual,0.08,CG001372,CP001,0.952,1.028,73000,105000,135000,High,0.08,True,8000,AI Product / Transformation
WC00004747,W00004747,2021-07-01,USD,97600.0,Annual,0.05,CG001632,CP001,1.038,1.038,66000,94000,125000,Medium,0.05,False,0,AI-Augmented Professional
WC00004748,W00004748,2024-06-18,USD,101000.0,Annual,0.08,CG001660,CP001,0.811,0.811,88000,125000,165000,Medium,0.05,False,0,AI-Augmented Professional
WC00004749,W00004749,2021-04-12,INR,75800.0,Annual,0.18,CG000555,CP001,0.984,0.984,50000,77000,105000,Medium,0.05,False,0,AI-Augmented Professional
WC00004750,W00004750,2021-01-01,USD,52.69,Hourly,0.0,CG001633,CP002,0.835,0.877,88000,125000,165000,Medium,0.05,True,5200,AI-Augmented Professional
WC00004751,W00004751,2024-11-13,INR,33000.0,Annual,0.05,CG000597,CP001,0.987,1.066,22000,31000,40000,High,0.08,True,2400,AI Governance
WC00004752,W00004752,2024-12-06,EUR,68000.0,Annual,0.03,CG000992,CP001,1.096,1.096,47000,62000,78000,High,0.08,False,0,AI Risk / Compliance
WC00004753,W00004753,2023-01-01,EUR,286000.0,Annual,0.25,CG000520,CP001,1.003,1.003,155000,285000,415000,Medium,0.05,False,0,AI-Augmented Professional
WC00004754,W00004754,2021-09-10,USD,62400.0,Annual,0.03,CG001658,CP001,0.918,0.918,51000,68000,85000,Medium,0.05,False,0,AI-Augmented Professional
WC00004755,W00004755,2021-01-01,GBP,150000.0,Annual,0.08,CG001534,CP001,1.2,1.2,86000,125000,160000,High,0.08,False,0,AI Risk / Compliance
WC00004756,W00004756,2021-06-11,ZAR,75900.0,Annual,0.18,CG001095,CP001,0.85,0.892,55000,85000,115000,Medium,0.05,True,3600,AI-Augmented Professional
WC00004757,W00004757,2025-06-11,INR,31.16,Hourly,0.0,CG000590,CP003,0.968,1.045,40000,62000,83000,High,0.08,True,4800,AI Risk / Compliance
WC00004758,W00004758,2025-04-09,USD,224000.0,Annual,0.18,CG001626,CP001,0.933,0.933,155000,240000,325000,Medium,0.05,False,0,AI-Augmented Professional
WC00004759,W00004759,2024-08-27,EUR,56400.0,Annual,0.03,CG000974,CP001,1.007,1.007,42000,56000,70000,Medium,0.05,False,0,AI-Augmented Professional
WC00004760,W00004760,2021-04-05,AUD,132000.0,Annual,0.12,CG000077,CP001,0.94,0.94,92000,140000,190000,Low,0.03,False,0,AI User
WC00004761,W00004761,2021-01-01,MXN,169000.0,Annual,0.25,CG000853,CP001,1.249,1.249,75000,135000,195000,Medium,0.05,False,0,AI-Augmented Professional
WC00004762,W00004762,2021-01-01,USD,281000.0,Annual,0.18,CG001671,CP001,1.042,1.042,175000,270000,360000,High,0.08,False,0,AI Risk / Compliance
WC00004763,W00004763,2025-07-01,USD,71400.0,Annual,0.03,CG001712,CP001,1.02,1.02,53000,70000,88000,High,0.08,False,0,AI Builder
WC00004764,W00004764,2021-07-01,GBP,88900.0,Annual,0.08,CG001597,CP001,0.806,0.846,74000,105000,135000,Medium,0.05,True,4200,AI-Augmented Professional
WC00004765,W00004765,2022-01-05,INR,143000.0,Annual,0.25,CG000565,CP001,1.144,1.144,70000,125000,185000,High,0.08,False,0,AI Product / Transformation
WC00004766,W00004766,2024-09-20,AUD,143000.0,Annual,0.12,CG000077,CP001,1.021,1.021,92000,140000,190000,Low,0.03,False,0,AI User
WC00004767,W00004767,2022-08-12,EUR,82000.0,Annual,0.05,CG001002,CP001,1.025,1.025,56000,80000,105000,High,0.08,False,0,AI Governance
WC00004768,W00004768,2025-12-29,MXN,356000.0,Annual,0.4,CG000827,CP001,1.187,1.187,120000,300000,480000,Medium,0.05,False,0,AI-Augmented Professional
WC00004769,W00004769,2025-12-24,INR,83500.0,Annual,0.18,CG000600,CP001,1.057,1.057,52000,79000,105000,High,0.08,False,0,AI Governance
WC00004770,W00004770,2022-06-18,USD,33.35,Hourly,0.0,CG001640,CP003,0.845,0.913,57000,76000,95000,High,0.08,True,5100,AI Product / Transformation
WC00004771,W00004771,2025-07-08,INR,110000.0,Annual,0.18,CG000591,CP001,1.187,1.282,56000,86000,115000,High,0.08,True,8200,AI Risk / Compliance
WC00004772,W00004772,2025-01-01,AUD,239000.0,Annual,0.18,CG000051,CP001,1.064,1.064,145000,225000,300000,High,0.08,False,0,AI Risk / Compliance
WC00004773,W00004773,2025-06-09,GBP,130000.0,Annual,0.12,CG001562,CP001,0.87,0.87,97000,150000,200000,Low,0.03,False,0,AI User
WC00004774,W00004774,2023-07-01,EUR,1043000.0,Annual,0.4,CG000503,CP001,1.42,1.534,270000,680000,1090000,High,0.08,True,77200,AI Builder
WC00004775,W00004775,2022-07-01,INR,228000.0,Annual,0.4,CG000620,CP001,0.93,0.93,99000,245000,395000,Low,0.03,False,0,AI User
WC00004776,W00004776,2023-07-01,INR,35500.0,Annual,0.05,CG000561,CP001,1.045,1.045,24000,34000,44000,High,0.08,False,0,AI Product / Transformation
WC00004777,W00004777,2023-01-01,AUD,50800.0,Annual,0.03,CG000083,CP001,0.94,0.94,40000,54000,67000,Medium,0.05,False,0,AI-Augmented Professional
WC00004778,W00004778,2021-01-01,EUR,148000.0,Annual,0.12,CG001013,CP001,1.06,1.06,91000,140000,190000,Low,0.03,False,0,AI User
WC00004779,W00004779,2021-07-01,EUR,35.99,Hourly,0.0,CG000462,CP002,0.913,0.913,57000,82000,105000,High,0.08,False,0,AI Governance
WC00004780,W00004780,2025-01-24,EUR,48200.0,Annual,0.03,CG001037,CP001,0.831,0.831,43000,58000,72000,High,0.08,False,0,AI Builder
WC00004781,W00004781,2024-01-25,EUR,101000.0,Annual,0.05,CG000525,CP001,0.987,1.105,64000,91000,120000,Critical,0.12,True,10800,AI Builder
WC00004782,W00004782,2024-01-03,AUD,103000.0,Annual,0.08,CG000031,CP001,0.982,0.982,73000,105000,135000,Medium,0.05,False,0,AI-Augmented Professional
WC00004783,W00004783,2021-01-01,INR,70700.0,Annual,0.18,CG000600,CP001,0.895,0.895,52000,79000,105000,High,0.08,False,0,AI Governance
WC00004784,W00004784,2022-09-03,INR,13.3,Hourly,0.0,CG000570,CP003,0.922,0.922,21000,30000,39000,Medium,0.05,False,0,AI-Augmented Professional
WC00004785,W00004785,2024-11-25,EUR,75600.0,Annual,0.08,CG001345,CP001,0.969,0.969,55000,78000,100000,Medium,0.05,False,0,AI-Augmented Professional
